Moved to 980, 384 at time 1607870162176
Moved to 979, 385 at time 1607870162288
Moved to 978, 386 at time 1607870162396
Moved to 977, 387 at time 1607870162433
Moved to 976, 388 at time 1607870162481
Moved to 975, 389 at time 1607870162518
Moved to 974, 390 at time 1607870162562
Moved to 973, 391 at time 1607870162600
Moved to 972, 393 at time 1607870162695
Moved to 973, 394 at time 1607870162746
Moved to 972, 395 at time 1607870162786
Moved to 971, 396 at time 1607870162851
Moved to 970, 397 at time 1607870162978
Moved to 969, 398 at time 1607870163053
Moved to 970, 399 at time 1607870163145
Moved to 969, 400 at time 1607870163261
Moved to 968, 401 at time 1607870163367
Moved to 967, 402 at time 1607870163429
Moved to 966, 403 at time 1607870163499
Moved to 965, 404 at time 1607870163550
Moved to 966, 405 at time 1607870163654
Moved to 965, 406 at time 1607870163752
Moved to 964, 407 at time 1607870163798
Moved to 965, 408 at time 1607870163842
Moved to 966, 409 at time 1607870163913
Moved to 965, 410 at time 1607870164005
Moved to 964, 411 at time 1607870164085
Moved to 965, 412 at time 1607870164210
Moved to 966, 413 at time 1607870164276
Moved to 965, 414 at time 1607870164385
Moved to 964, 416 at time 1607870164563
Moved to 963, 417 at time 1607870164615
Moved to 962, 418 at time 1607870164677
Moved to 961, 419 at time 1607870164734
Moved to 962, 420 at time 1607870164781
Moved to 963, 421 at time 1607870164819
Moved to 964, 422 at time 1607870164867
Moved to 963, 423 at time 1607870164905
Moved to 964, 424 at time 1607870164947
Moved to 963, 425 at time 1607870164985
Moved to 962, 426 at time 1607870165053
Moved to 961, 427 at time 1607870165144
Moved to 960, 428 at time 1607870165193
Moved to 959, 429 at time 1607870165235
Moved to 960, 430 at time 1607870165321
Moved to 959, 431 at time 1607870165387
Moved to 958, 432 at time 1607870165479
Moved to 959, 433 at time 1607870165556
Moved to 960, 434 at time 1607870165643
Moved to 959, 435 at time 1607870165681
Moved to 960, 436 at time 1607870165729
Moved to 959, 437 at time 1607870165765
Moved to 960, 438 at time 1607870165828
Moved to 959, 439 at time 1607870165879
Moved to 958, 440 at time 1607870165953
Moved to 957, 441 at time 1607870166040
Moved to 958, 442 at time 1607870166113
Moved to 959, 443 at time 1607870166165
Moved to 958, 444 at time 1607870166242
Attacked Unit@fed77b8at position 1013, 712 at time 1607870166356
Attacked Unit@bd34627at position 953, 707 at time 1607870168007
Attacked Unit@d358a75at position 991, 677 at time 1607870169699
Attacked Unit@d358a75at position 990, 662 at time 1607870171413
Attacked Unit@6040a3cat position 910, 654 at time 1607870173131
