Moved to 1566, 2670 at time 1607968070283
Moved to 1565, 2669 at time 1607968143819
Moved to 1564, 2668 at time 1607968143957
Moved to 1563, 2667 at time 1607968144195
Moved to 1562, 2666 at time 1607968144300
Moved to 1561, 2665 at time 1607968144499
Moved to 1560, 2664 at time 1607968144705
Moved to 1559, 2663 at time 1607968144762
Moved to 1558, 2662 at time 1607968144972
Moved to 1557, 2661 at time 1607968145139
Moved to 1556, 2660 at time 1607968145303
Moved to 1555, 2659 at time 1607968145604
Moved to 1554, 2658 at time 1607968145640
Moved to 1553, 2657 at time 1607968145838
Moved to 1552, 2656 at time 1607968146028
Moved to 1551, 2655 at time 1607968146078
Moved to 1550, 2654 at time 1607968146290
Moved to 1549, 2653 at time 1607968146372
Moved to 1548, 2652 at time 1607968146663
Moved to 1547, 2651 at time 1607968146734
Moved to 1546, 2650 at time 1607968146871
Moved to 1545, 2649 at time 1607968146906
Moved to 1544, 2648 at time 1607968146980
Moved to 1543, 2647 at time 1607968147112
Moved to 1542, 2646 at time 1607968147276
Moved to 1541, 2645 at time 1607968147313
Moved to 1540, 2644 at time 1607968147428
Moved to 1539, 2643 at time 1607968147617
Moved to 1538, 2642 at time 1607968147693
Moved to 1537, 2641 at time 1607968147746
Moved to 1536, 2640 at time 1607968147814
Moved to 1535, 2639 at time 1607968147848
Moved to 1534, 2638 at time 1607968147883
Moved to 1533, 2637 at time 1607968148094
Moved to 1532, 2636 at time 1607968148341
Moved to 1531, 2635 at time 1607968148380
Moved to 1530, 2634 at time 1607968148650
Moved to 1529, 2633 at time 1607968148984
Moved to 1528, 2632 at time 1607968149266
Moved to 1527, 2631 at time 1607968149481
Moved to 1526, 2630 at time 1607968149598
Moved to 1525, 2629 at time 1607968149675
Moved to 1524, 2628 at time 1607968149794
Moved to 1523, 2627 at time 1607968149856
Moved to 1522, 2626 at time 1607968149966
Moved to 1521, 2625 at time 1607968150023
Moved to 1520, 2624 at time 1607968150163
Moved to 1519, 2623 at time 1607968150296
Moved to 1518, 2622 at time 1607968150410
Moved to 1517, 2621 at time 1607968150514
Moved to 1516, 2620 at time 1607968150662
Moved to 1515, 2619 at time 1607968150842
Moved to 1514, 2618 at time 1607968150966
Moved to 1513, 2617 at time 1607968151071
Moved to 1512, 2616 at time 1607968151162
Moved to 1511, 2615 at time 1607968151251
Moved to 1510, 2614 at time 1607968151335
Moved to 1509, 2613 at time 1607968151418
Moved to 1508, 2612 at time 1607968151487
Moved to 1507, 2611 at time 1607968151596
Moved to 1506, 2610 at time 1607968151665
Moved to 1505, 2609 at time 1607968151745
Moved to 1504, 2608 at time 1607968151874
