Moved to 1960, 973 at time 1607967053573
Moved to 1959, 972 at time 1607967097301
Moved to 1958, 971 at time 1607967097314
Moved to 1957, 970 at time 1607967097339
Moved to 1956, 969 at time 1607967097578
Moved to 1955, 968 at time 1607967097600
Moved to 1954, 967 at time 1607967097823
Moved to 1953, 966 at time 1607967097868
Moved to 1952, 965 at time 1607967098047
Moved to 1951, 964 at time 1607967098238
Moved to 1950, 963 at time 1607967098420
Moved to 1949, 962 at time 1607967098647
Moved to 1948, 961 at time 1607967098659
Moved to 1947, 960 at time 1607967098924
Moved to 1946, 959 at time 1607967098947
Moved to 1945, 958 at time 1607967098959
Moved to 1944, 957 at time 1607967099429
Moved to 1943, 956 at time 1607967099515
Moved to 1942, 955 at time 1607967100015
Moved to 1941, 954 at time 1607967100060
Moved to 1940, 953 at time 1607967100408
Moved to 1939, 952 at time 1607967100480
Moved to 1938, 951 at time 1607967100842
Moved to 1937, 950 at time 1607967100923
Moved to 1936, 949 at time 1607967101529
Moved to 1935, 948 at time 1607967101694
Moved to 1934, 947 at time 1607967101859
Moved to 1933, 946 at time 1607967101874
Moved to 1932, 945 at time 1607967102015
Moved to 1931, 944 at time 1607967102039
Moved to 1930, 943 at time 1607967102214
Moved to 1929, 942 at time 1607967102412
Moved to 1928, 941 at time 1607967102498
Moved to 1927, 940 at time 1607967102792
Moved to 1926, 939 at time 1607967102874
Moved to 1925, 938 at time 1607967103239
Moved to 1924, 937 at time 1607967103273
Moved to 1923, 936 at time 1607967103429
Moved to 1922, 935 at time 1607967103450
Moved to 1921, 934 at time 1607967103620
Moved to 1920, 933 at time 1607967103699
Moved to 1919, 932 at time 1607967103795
Moved to 1918, 931 at time 1607967103848
Moved to 1917, 930 at time 1607967103924
Moved to 1916, 929 at time 1607967103973
Moved to 1915, 928 at time 1607967104166
Moved to 1914, 927 at time 1607967104281
Moved to 1913, 926 at time 1607967104640
Moved to 1912, 925 at time 1607967104930
Moved to 1911, 924 at time 1607967105100
Moved to 1910, 923 at time 1607967105498
Moved to 1909, 922 at time 1607967105814
Moved to 1908, 921 at time 1607967106152
Moved to 1907, 920 at time 1607967106408
Moved to 1906, 919 at time 1607967106511
Moved to 1905, 918 at time 1607967106935
Moved to 1904, 917 at time 1607967107146
Moved to 1903, 916 at time 1607967107243
Moved to 1902, 915 at time 1607967107413
Moved to 1901, 914 at time 1607967107550
Moved to 1900, 913 at time 1607967107623
Moved to 1899, 912 at time 1607967107682
Moved to 1898, 911 at time 1607967107741
Moved to 1897, 910 at time 1607967107815
Moved to 1896, 909 at time 1607967107914
Moved to 1895, 908 at time 1607967107975
Moved to 1894, 907 at time 1607967108039
Moved to 1893, 906 at time 1607967108092
Moved to 1892, 905 at time 1607967108162
Moved to 1891, 904 at time 1607967108212
Moved to 1890, 903 at time 1607967108286
Moved to 1889, 902 at time 1607967108344
Moved to 1888, 901 at time 1607967108396
Moved to 1887, 900 at time 1607967108455
Moved to 1886, 899 at time 1607967108510
Moved to 1885, 898 at time 1607967108585
Moved to 1884, 897 at time 1607967108652
Moved to 1883, 896 at time 1607967108793
Moved to 1882, 895 at time 1607967108984
Moved to 1881, 894 at time 1607967109156
Moved to 1880, 893 at time 1607967109167
Moved to 1879, 892 at time 1607967109387
Moved to 1878, 891 at time 1607967109585
Moved to 1877, 890 at time 1607967109839
Moved to 1876, 889 at time 1607967110066
Moved to 1875, 888 at time 1607967110194
Moved to 1874, 887 at time 1607967110409
Moved to 1873, 886 at time 1607967110626
Moved to 1872, 885 at time 1607967110844
Moved to 1871, 884 at time 1607967111034
Moved to 1870, 883 at time 1607967111046
Moved to 1869, 882 at time 1607967111506
Moved to 1868, 881 at time 1607967111668
Moved to 1867, 880 at time 1607967111898
Moved to 1866, 879 at time 1607967112120
Moved to 1865, 878 at time 1607967112193
Moved to 1864, 877 at time 1607967112381
Moved to 1863, 876 at time 1607967112529
Moved to 1862, 875 at time 1607967112726
