Moved to 1634, 800 at time 1607967053380
Moved to 1633, 799 at time 1607967053777
Moved to 1632, 798 at time 1607967097342
Moved to 1631, 797 at time 1607967097554
Moved to 1630, 796 at time 1607967097595
Moved to 1629, 795 at time 1607967097807
Moved to 1628, 794 at time 1607967097857
Moved to 1627, 793 at time 1607967098081
Moved to 1626, 792 at time 1607967098296
Moved to 1625, 791 at time 1607967098347
Moved to 1626, 790 at time 1607967098491
Moved to 1627, 789 at time 1607967098549
Moved to 1626, 788 at time 1607967098888
Moved to 1625, 789 at time 1607967098922
Moved to 1624, 790 at time 1607967099446
Moved to 1623, 789 at time 1607967100039
Moved to 1624, 788 at time 1607967100407
Moved to 1623, 787 at time 1607967100461
Moved to 1622, 786 at time 1607967100839
Moved to 1623, 785 at time 1607967101569
Moved to 1622, 786 at time 1607967101643
Moved to 1621, 785 at time 1607967101864
Moved to 1622, 784 at time 1607967101980
Moved to 1621, 783 at time 1607967102046
Moved to 1620, 782 at time 1607967102164
Moved to 1619, 781 at time 1607967102465
Moved to 1618, 780 at time 1607967102805
Moved to 1617, 779 at time 1607967103261
Moved to 1616, 778 at time 1607967103422
Moved to 1615, 777 at time 1607967103572
Moved to 1614, 776 at time 1607967103723
Moved to 1613, 775 at time 1607967103890
Moved to 1612, 774 at time 1607967103924
Moved to 1611, 775 at time 1607967104230
Moved to 1610, 774 at time 1607967104573
Moved to 1609, 773 at time 1607967105049
Moved to 1608, 772 at time 1607967105521
Moved to 1607, 771 at time 1607967105762
Moved to 1606, 770 at time 1607967106017
Moved to 1605, 769 at time 1607967106091
Moved to 1606, 768 at time 1607967106440
Moved to 1605, 769 at time 1607967106839
Moved to 1604, 770 at time 1607967107182
Moved to 1603, 769 at time 1607967107463
Moved to 1602, 768 at time 1607967107653
Moved to 1601, 769 at time 1607967107748
Moved to 1600, 768 at time 1607967107788
Moved to 1599, 767 at time 1607967107917
Moved to 1598, 766 at time 1607967108068
Moved to 1597, 765 at time 1607967108162
Moved to 1596, 764 at time 1607967108317
Moved to 1597, 763 at time 1607967108399
Moved to 1598, 762 at time 1607967108550
Moved to 1597, 761 at time 1607967108673
Moved to 1598, 760 at time 1607967108729
Moved to 1599, 759 at time 1607967109020
Moved to 1598, 758 at time 1607967109055
Moved to 1597, 757 at time 1607967109473
Moved to 1596, 756 at time 1607967109923
Moved to 1595, 755 at time 1607967110082
Moved to 1594, 754 at time 1607967110497
Moved to 1593, 753 at time 1607967110533
Moved to 1594, 752 at time 1607967110940
Moved to 1593, 751 at time 1607967111379
Moved to 1592, 750 at time 1607967111736
Moved to 1591, 749 at time 1607967112024
Moved to 1590, 748 at time 1607967112262
Moved to 1591, 747 at time 1607967112607
Moved to 1592, 746 at time 1607967112985
Attacked Unit@2012e7bfat position 1536, 477 at time 1607967113409
Got attacked at 1592, 746 by Unit@2012e7bf at time 1607967113657
Got attacked at 1592, 746 by Unit@7c35aaaa at time 1607967114064
Got attacked at 1592, 746 by Unit@965adc7 at time 1607967114715
Attacked Unit@7c35aaaaat position 1514, 477 at time 1607967115160
Got attacked at 1592, 746 by Unit@2012e7bf at time 1607967115419
Got attacked at 1592, 746 by Unit@7fd22736 at time 1607967115559
Got attacked at 1592, 746 by Unit@43da1053 at time 1607967115869
Got attacked at 1592, 746 by Unit@7c35aaaa at time 1607967115887
Died at 1592, 746 at time 1607967116030
