Moved to 3266, 138 at time 1607967053460
Moved to 3265, 137 at time 1607967053784
Moved to 3264, 136 at time 1607967097394
Moved to 3263, 135 at time 1607967097464
Moved to 3262, 134 at time 1607967097678
Moved to 3261, 133 at time 1607967097773
Moved to 3260, 132 at time 1607967097912
Moved to 3259, 131 at time 1607967097946
Moved to 3258, 130 at time 1607967098129
Moved to 3257, 129 at time 1607967098320
Moved to 3256, 128 at time 1607967098524
Moved to 3255, 127 at time 1607967098748
Moved to 3254, 126 at time 1607967099093
Moved to 3253, 125 at time 1607967099751
Moved to 3252, 124 at time 1607967099852
Moved to 3251, 123 at time 1607967100156
Moved to 3250, 122 at time 1607967100656
Moved to 3249, 121 at time 1607967101171
Moved to 3248, 120 at time 1607967101216
Moved to 3247, 119 at time 1607967101780
Moved to 3246, 118 at time 1607967101922
Moved to 3245, 117 at time 1607967102107
Moved to 3244, 116 at time 1607967102286
Moved to 3243, 115 at time 1607967102594
Moved to 3242, 114 at time 1607967103105
Moved to 3241, 113 at time 1607967103366
Moved to 3240, 112 at time 1607967103545
Moved to 3239, 111 at time 1607967103597
Moved to 3238, 110 at time 1607967103699
Moved to 3237, 109 at time 1607967103766
Moved to 3236, 108 at time 1607967103853
Moved to 3235, 107 at time 1607967103887
Moved to 3234, 106 at time 1607967103999
Moved to 3233, 105 at time 1607967104421
Moved to 3232, 104 at time 1607967104757
Moved to 3231, 103 at time 1607967104837
Moved to 3230, 102 at time 1607967105267
Moved to 3229, 101 at time 1607967105347
Moved to 3228, 100 at time 1607967105885
Moved to 3132, 101 at time 1607967122763
Moved to 3131, 102 at time 1607967122837
Moved to 3130, 103 at time 1607967122950
Moved to 3129, 104 at time 1607967123202
Moved to 3128, 105 at time 1607967123516
Moved to 3127, 106 at time 1607967123890
Moved to 3126, 107 at time 1607967124223
Moved to 3125, 108 at time 1607967124374
Moved to 3124, 109 at time 1607967124450
Moved to 3123, 110 at time 1607967124566
Moved to 3122, 111 at time 1607967124684
Moved to 3121, 112 at time 1607967124808
Moved to 3120, 113 at time 1607967124916
