Moved to 1104, 2420 at time 1607967053573
Moved to 1103, 2419 at time 1607967097496
Moved to 1102, 2418 at time 1607967097650
Moved to 1101, 2417 at time 1607967097780
Moved to 1100, 2416 at time 1607967097895
Moved to 1099, 2415 at time 1607967098117
Moved to 1098, 2414 at time 1607967098334
Moved to 1097, 2413 at time 1607967098507
Moved to 1096, 2412 at time 1607967098776
Moved to 1095, 2411 at time 1607967099080
Moved to 1094, 2410 at time 1607967099771
Moved to 1093, 2409 at time 1607967099842
Moved to 1092, 2408 at time 1607967100172
Moved to 1091, 2407 at time 1607967100651
Moved to 1090, 2406 at time 1607967101103
Moved to 1089, 2405 at time 1607967101307
Moved to 1088, 2404 at time 1607967101342
Moved to 1087, 2403 at time 1607967101749
Moved to 1086, 2402 at time 1607967101810
Moved to 1085, 2401 at time 1607967101893
Moved to 1084, 2400 at time 1607967102114
Moved to 1083, 2399 at time 1607967102269
Moved to 1082, 2398 at time 1607967102614
Moved to 1081, 2397 at time 1607967103049
Moved to 1080, 2396 at time 1607967103130
Moved to 1079, 2395 at time 1607967103349
Moved to 1078, 2394 at time 1607967103506
Moved to 1077, 2393 at time 1607967103644
Moved to 1076, 2392 at time 1607967103844
Moved to 1075, 2391 at time 1607967103904
Moved to 1074, 2390 at time 1607967103970
Moved to 1073, 2389 at time 1607967104042
Moved to 1072, 2388 at time 1607967104342
Moved to 1071, 2387 at time 1607967104493
Moved to 1070, 2386 at time 1607967104673
Moved to 1069, 2385 at time 1607967104878
Moved to 1068, 2384 at time 1607967105176
Moved to 1067, 2383 at time 1607967105416
Moved to 1066, 2382 at time 1607967105845
Moved to 1065, 2381 at time 1607967105960
Moved to 1064, 2380 at time 1607967106173
Moved to 1063, 2379 at time 1607967106535
Moved to 1062, 2378 at time 1607967106570
Moved to 1061, 2377 at time 1607967107054
Moved to 1060, 2376 at time 1607967107315
Moved to 1059, 2375 at time 1607967107600
Moved to 1058, 2374 at time 1607967107755
Moved to 1057, 2373 at time 1607967107950
Moved to 1056, 2372 at time 1607967108038
Moved to 1055, 2371 at time 1607967108195
Moved to 1054, 2370 at time 1607967108281
Moved to 1053, 2369 at time 1607967108322
Moved to 1052, 2368 at time 1607967108396
Moved to 1051, 2367 at time 1607967108552
Moved to 1050, 2366 at time 1607967108670
Moved to 1049, 2365 at time 1607967109068
Moved to 1048, 2364 at time 1607967109102
Moved to 1047, 2363 at time 1607967109426
Moved to 1046, 2362 at time 1607967109507
Moved to 1045, 2361 at time 1607967109895
Moved to 1044, 2360 at time 1607967109942
Moved to 1043, 2359 at time 1607967110067
Moved to 1042, 2358 at time 1607967110109
Moved to 1041, 2357 at time 1607967110467
Moved to 1040, 2356 at time 1607967110549
Moved to 1039, 2355 at time 1607967110914
Moved to 1038, 2354 at time 1607967110976
Moved to 1037, 2353 at time 1607967111321
Moved to 1036, 2352 at time 1607967111395
Moved to 1035, 2351 at time 1607967111728
Moved to 1034, 2350 at time 1607967111842
Moved to 1033, 2349 at time 1607967111999
Moved to 1032, 2348 at time 1607967112041
Moved to 1031, 2347 at time 1607967112247
Moved to 1030, 2346 at time 1607967112624
