Moved to 462, 4304 at time 1607969349777
Moved to 461, 4303 at time 1607969394731
Moved to 460, 4302 at time 1607969394885
Moved to 459, 4301 at time 1607969394938
Moved to 458, 4300 at time 1607969395049
Moved to 457, 4299 at time 1607969395120
Moved to 456, 4298 at time 1607969395154
Moved to 455, 4297 at time 1607969395386
Moved to 454, 4296 at time 1607969395421
Moved to 453, 4295 at time 1607969395705
Moved to 452, 4294 at time 1607969395864
Moved to 451, 4293 at time 1607969395905
Moved to 450, 4292 at time 1607969396225
Moved to 449, 4291 at time 1607969396285
Moved to 448, 4290 at time 1607969396468
Moved to 447, 4289 at time 1607969396619
Moved to 446, 4288 at time 1607969396848
Moved to 445, 4287 at time 1607969396974
Moved to 444, 4286 at time 1607969397065
Moved to 443, 4285 at time 1607969397197
Moved to 442, 4284 at time 1607969397314
Moved to 441, 4283 at time 1607969397600
Moved to 440, 4282 at time 1607969397947
Moved to 439, 4281 at time 1607969398102
Moved to 438, 4280 at time 1607969398195
Moved to 437, 4279 at time 1607969398433
Moved to 436, 4278 at time 1607969398487
Moved to 435, 4277 at time 1607969398654
Moved to 434, 4276 at time 1607969398798
Moved to 433, 4275 at time 1607969399074
Moved to 432, 4274 at time 1607969399188
Moved to 431, 4273 at time 1607969399267
Moved to 430, 4272 at time 1607969399325
Moved to 429, 4271 at time 1607969399406
Moved to 428, 4270 at time 1607969399489
Moved to 427, 4269 at time 1607969399556
Moved to 426, 4268 at time 1607969399622
Moved to 425, 4267 at time 1607969399686
Moved to 424, 4266 at time 1607969399756
Moved to 423, 4265 at time 1607969399837
Moved to 422, 4264 at time 1607969399937
Moved to 421, 4263 at time 1607969399978
Moved to 420, 4262 at time 1607969400149
Moved to 419, 4261 at time 1607969400280
Moved to 418, 4260 at time 1607969400337
Moved to 417, 4259 at time 1607969400422
Moved to 416, 4258 at time 1607969400531
Moved to 415, 4257 at time 1607969400628
Moved to 414, 4256 at time 1607969400682
Moved to 413, 4255 at time 1607969400717
Moved to 412, 4254 at time 1607969400767
Moved to 411, 4253 at time 1607969400838
Moved to 410, 4252 at time 1607969400904
Moved to 409, 4251 at time 1607969401063
