Moved to 11, 10 at time 1607967053773
Moved to 12, 11 at time 1607967097544
Moved to 13, 12 at time 1607967097796
Moved to 14, 13 at time 1607967098039
Moved to 15, 14 at time 1607967098154
Moved to 16, 15 at time 1607967098418
Moved to 17, 16 at time 1607967098556
Moved to 18, 17 at time 1607967098660
Moved to 19, 18 at time 1607967098827
Moved to 20, 19 at time 1607967098955
Moved to 21, 20 at time 1607967099162
Moved to 22, 21 at time 1607967099597
Moved to 23, 22 at time 1607967099922
Moved to 24, 23 at time 1607967100063
Moved to 25, 24 at time 1607967100229
Moved to 26, 25 at time 1607967100511
Moved to 27, 26 at time 1607967100709
Moved to 28, 27 at time 1607967100968
Moved to 29, 28 at time 1607967101360
Moved to 30, 29 at time 1607967101723
Moved to 31, 30 at time 1607967101910
Moved to 32, 31 at time 1607967102047
Moved to 33, 32 at time 1607967102267
Moved to 34, 33 at time 1607967102371
Moved to 33, 34 at time 1607967102839
Moved to 32, 35 at time 1607967103214
Moved to 31, 36 at time 1607967103410
Moved to 30, 37 at time 1607967103530
Moved to 29, 38 at time 1607967103699
Moved to 28, 39 at time 1607967103856
Moved to 27, 40 at time 1607967104232
Moved to 26, 41 at time 1607967104525
Moved to 25, 42 at time 1607967104956
Moved to 24, 43 at time 1607967105060
Moved to 23, 42 at time 1607967105456
Moved to 22, 41 at time 1607967105760
Moved to 21, 40 at time 1607967105976
Moved to 20, 39 at time 1607967106467
Moved to 19, 38 at time 1607967106650
Moved to 18, 37 at time 1607967106940
Moved to 17, 36 at time 1607967107067
Moved to 16, 35 at time 1607967107223
Moved to 14, 34 at time 1607967107504
Moved to 13, 33 at time 1607967107714
Moved to 12, 32 at time 1607967107923
Moved to 10, 31 at time 1607967108290
