Moved to 2635, 1795 at time 1607968070284
Moved to 2634, 1794 at time 1607968144077
Moved to 2633, 1793 at time 1607968144374
Moved to 2632, 1792 at time 1607968144663
Moved to 2631, 1791 at time 1607968144886
Moved to 2630, 1790 at time 1607968145219
Moved to 2629, 1789 at time 1607968145496
Moved to 2628, 1788 at time 1607968145821
Moved to 2627, 1787 at time 1607968146117
Moved to 2626, 1786 at time 1607968146382
Moved to 2625, 1785 at time 1607968146610
Moved to 2624, 1784 at time 1607968146725
Moved to 2623, 1783 at time 1607968146957
Moved to 2622, 1782 at time 1607968147184
Moved to 2621, 1781 at time 1607968147354
Moved to 2620, 1780 at time 1607968147474
Moved to 2619, 1779 at time 1607968147660
Moved to 2618, 1778 at time 1607968147830
Moved to 2617, 1777 at time 1607968148082
Moved to 2616, 1776 at time 1607968148278
Moved to 2615, 1775 at time 1607968148673
Moved to 2614, 1774 at time 1607968148893
Moved to 2613, 1773 at time 1607968149003
Moved to 2612, 1772 at time 1607968149198
Moved to 2611, 1771 at time 1607968149456
Moved to 2610, 1770 at time 1607968149560
Moved to 2609, 1769 at time 1607968149835
Moved to 2608, 1768 at time 1607968150099
Moved to 2607, 1767 at time 1607968150282
Moved to 2606, 1766 at time 1607968150475
Moved to 2605, 1765 at time 1607968150639
Moved to 2604, 1764 at time 1607968150798
Moved to 2603, 1763 at time 1607968150976
Moved to 2602, 1762 at time 1607968151190
Moved to 2601, 1761 at time 1607968151330
Moved to 2600, 1760 at time 1607968151523
Moved to 2599, 1759 at time 1607968151670
Moved to 2598, 1758 at time 1607968151780
Moved to 2597, 1757 at time 1607968152041
Moved to 2596, 1756 at time 1607968152280
Moved to 2595, 1755 at time 1607968152382
Moved to 2594, 1754 at time 1607968152607
Moved to 2593, 1753 at time 1607968152721
Moved to 2592, 1752 at time 1607968152925
Moved to 2591, 1751 at time 1607968153048
Moved to 2590, 1750 at time 1607968153263
Moved to 2589, 1749 at time 1607968153389
Moved to 2588, 1748 at time 1607968153613
Moved to 2587, 1747 at time 1607968153786
Moved to 2586, 1746 at time 1607968153972
Moved to 2585, 1745 at time 1607968263774
Moved to 2584, 1744 at time 1607968263957
Moved to 2583, 1743 at time 1607968264222
Moved to 2582, 1742 at time 1607968264503
Moved to 2581, 1741 at time 1607968264645
Moved to 2580, 1740 at time 1607968264968
Moved to 2579, 1739 at time 1607968265089
Moved to 2578, 1738 at time 1607968265191
Moved to 2577, 1737 at time 1607968265317
Moved to 2576, 1736 at time 1607968265626
Moved to 2575, 1735 at time 1607968265733
Moved to 2574, 1734 at time 1607968266061
Moved to 2573, 1733 at time 1607968266203
Moved to 2572, 1732 at time 1607968266396
Moved to 2571, 1731 at time 1607968266526
Moved to 2570, 1730 at time 1607968266638
Moved to 2569, 1729 at time 1607968266776
Moved to 2568, 1728 at time 1607968267013
Moved to 2567, 1727 at time 1607968267185
Moved to 2566, 1726 at time 1607968267339
