Moved to 1150, 1009 at time 1607904712451
Attacked Unit@2e954fa8at position 448, 405 at time 1607904712736
Attacked Unit@b70754bat position 448, 390 at time 1607904725533
Attacked Unit@b70754bat position 448, 390 at time 1607904750430
Moved to 1149, 1008 at time 1607904750616
Moved to 1148, 1007 at time 1607904750782
Moved to 1147, 1006 at time 1607904750912
Moved to 1146, 1005 at time 1607904751041
Got attacked at 1146, 1005 by Unit@7dc69e56 at time 1607904751995
Got attacked at 1146, 1005 by Unit@7b63cc18 at time 1607904752016
Got attacked at 1146, 1005 by Unit@69d0a8a1 at time 1607904752016
Died at 1146, 1005 at time 1607904752096
