Moved to 1748, 1126 at time 1607967053377
Moved to 1747, 1125 at time 1607967053780
Moved to 1746, 1124 at time 1607967097527
Moved to 1745, 1123 at time 1607967097811
Moved to 1744, 1122 at time 1607967098019
Moved to 1743, 1121 at time 1607967098177
Moved to 1742, 1120 at time 1607967098398
Moved to 1741, 1119 at time 1607967098502
Moved to 1740, 1118 at time 1607967098695
Moved to 1739, 1117 at time 1607967099091
Moved to 1738, 1116 at time 1607967099682
Moved to 1737, 1115 at time 1607967099857
Moved to 1736, 1114 at time 1607967100110
Moved to 1735, 1113 at time 1607967100645
Moved to 1734, 1112 at time 1607967101062
Moved to 1733, 1111 at time 1607967101166
Moved to 1732, 1110 at time 1607967101779
Moved to 1731, 1109 at time 1607967102023
Moved to 1730, 1108 at time 1607967102132
Moved to 1729, 1107 at time 1607967102392
Moved to 1728, 1106 at time 1607967102812
Moved to 1727, 1105 at time 1607967103229
Moved to 1726, 1104 at time 1607967103406
Moved to 1725, 1103 at time 1607967103533
Moved to 1724, 1102 at time 1607967103692
Moved to 1723, 1101 at time 1607967103796
Moved to 1722, 1100 at time 1607967104023
Moved to 1721, 1099 at time 1607967104305
Moved to 1720, 1098 at time 1607967104458
Moved to 1719, 1097 at time 1607967104631
Moved to 1718, 1096 at time 1607967104864
Moved to 1717, 1095 at time 1607967105086
Moved to 1716, 1094 at time 1607967105441
Moved to 1715, 1093 at time 1607967105783
Moved to 1714, 1092 at time 1607967105954
Moved to 1713, 1091 at time 1607967106090
Moved to 1712, 1090 at time 1607967106194
Moved to 1711, 1089 at time 1607967106592
Moved to 1710, 1088 at time 1607967106997
Moved to 1709, 1087 at time 1607967107308
Moved to 1708, 1086 at time 1607967107563
Moved to 1707, 1085 at time 1607967107781
Moved to 1706, 1084 at time 1607967107997
Moved to 1705, 1083 at time 1607967108098
Moved to 1704, 1082 at time 1607967108314
Moved to 1703, 1081 at time 1607967108443
Moved to 1702, 1080 at time 1607967108567
Moved to 1701, 1079 at time 1607967108786
Moved to 1700, 1078 at time 1607967109302
Moved to 1699, 1077 at time 1607967109580
Moved to 1698, 1076 at time 1607967109763
Moved to 1697, 1075 at time 1607967109976
Moved to 1696, 1074 at time 1607967110190
Moved to 1695, 1073 at time 1607967110319
Moved to 1694, 1072 at time 1607967110626
Moved to 1693, 1071 at time 1607967110750
Moved to 1692, 1070 at time 1607967111045
Moved to 1691, 1069 at time 1607967111161
Moved to 1690, 1068 at time 1607967111506
Moved to 1689, 1067 at time 1607967111930
Moved to 1688, 1066 at time 1607967112050
Moved to 1687, 1065 at time 1607967112174
Moved to 1686, 1064 at time 1607967112285
Moved to 1685, 1063 at time 1607967112534
Moved to 1684, 1062 at time 1607967112637
Moved to 1683, 1061 at time 1607967112849
Moved to 1682, 1060 at time 1607967113070
Moved to 1681, 1059 at time 1607967113240
Moved to 1680, 1058 at time 1607967113517
Moved to 1679, 1057 at time 1607967113712
