Moved to 1957, 835 at time 1607904712227
Moved to 1956, 834 at time 1607904712443
Moved to 1955, 833 at time 1607904712565
Moved to 1954, 832 at time 1607904712756
Moved to 1953, 831 at time 1607904712909
Moved to 1952, 830 at time 1607904713047
Moved to 1951, 829 at time 1607904713170
Moved to 1950, 828 at time 1607904713250
Moved to 1949, 827 at time 1607904725366
Moved to 1948, 826 at time 1607904725466
Moved to 1947, 825 at time 1607904725617
Moved to 1946, 824 at time 1607904725669
Moved to 1945, 823 at time 1607904725773
Moved to 1944, 822 at time 1607904725894
Moved to 1943, 821 at time 1607904725980
Moved to 1942, 820 at time 1607904726097
Moved to 1941, 819 at time 1607904726193
Moved to 1940, 818 at time 1607904750364
Moved to 1939, 817 at time 1607904750398
Moved to 1938, 816 at time 1607904750512
Moved to 1937, 815 at time 1607904750548
Moved to 1936, 814 at time 1607904750596
Moved to 1935, 813 at time 1607904750683
Moved to 1934, 812 at time 1607904750761
Moved to 1933, 811 at time 1607904750831
Moved to 1932, 810 at time 1607904750883
Moved to 1931, 809 at time 1607904750924
Moved to 1930, 808 at time 1607904751015
Moved to 1929, 807 at time 1607904751067
Moved to 1928, 806 at time 1607904751147
Moved to 1927, 805 at time 1607904751183
Moved to 1926, 804 at time 1607904751292
Moved to 1925, 803 at time 1607904751374
Moved to 1924, 802 at time 1607904751458
Moved to 1923, 801 at time 1607904751529
Moved to 1922, 800 at time 1607904751572
Moved to 1921, 799 at time 1607904751629
Moved to 1920, 798 at time 1607904751666
Moved to 1919, 797 at time 1607904751710
Moved to 1918, 796 at time 1607904751745
Moved to 1917, 795 at time 1607904751779
Moved to 1916, 794 at time 1607904751847
Moved to 1915, 793 at time 1607904751929
Moved to 1914, 792 at time 1607904751991
Moved to 1913, 791 at time 1607904752068
Moved to 1912, 790 at time 1607904752114
Moved to 1911, 789 at time 1607904752217
Moved to 1910, 788 at time 1607904752262
Moved to 1909, 787 at time 1607904752304
Moved to 1908, 786 at time 1607904752389
Moved to 1907, 785 at time 1607904752448
Moved to 1906, 784 at time 1607904752517
Moved to 1905, 783 at time 1607904752576
Moved to 1904, 782 at time 1607904752665
Moved to 1903, 781 at time 1607904752700
Moved to 1902, 780 at time 1607904752759
Moved to 1901, 779 at time 1607904752793
Moved to 1900, 778 at time 1607904752848
Moved to 1899, 777 at time 1607904752895
Moved to 1898, 776 at time 1607904752974
Moved to 1897, 775 at time 1607904753016
Moved to 1896, 774 at time 1607904753101
Moved to 1895, 773 at time 1607904753205
Moved to 1894, 772 at time 1607904753275
Moved to 1893, 771 at time 1607904753353
Moved to 1892, 770 at time 1607904753441
Moved to 1891, 769 at time 1607904753475
Moved to 1890, 768 at time 1607904753530
Moved to 1889, 767 at time 1607904753609
Moved to 1888, 766 at time 1607904753650
Moved to 1887, 765 at time 1607904753743
Moved to 1886, 764 at time 1607904753777
Moved to 1885, 763 at time 1607904753849
Moved to 1884, 762 at time 1607904753898
Moved to 1883, 761 at time 1607904753950
Moved to 1882, 760 at time 1607904754007
Moved to 1881, 759 at time 1607904754072
Moved to 1880, 758 at time 1607904754122
Moved to 1879, 757 at time 1607904754238
Moved to 1878, 756 at time 1607904754279
Moved to 1877, 755 at time 1607904754349
Moved to 1876, 754 at time 1607904754393
Moved to 1875, 753 at time 1607904754451
Moved to 1874, 752 at time 1607904754510
Moved to 1873, 751 at time 1607904754560
Moved to 1872, 750 at time 1607904754613
Moved to 1871, 749 at time 1607904754668
Moved to 1870, 748 at time 1607904754735
Moved to 1869, 747 at time 1607904754782
Moved to 1868, 746 at time 1607904754838
Moved to 1867, 745 at time 1607904754906
Moved to 1866, 744 at time 1607904754964
Moved to 1865, 743 at time 1607904755024
Moved to 1864, 742 at time 1607904755080
Moved to 1863, 741 at time 1607904755121
