Moved to 2691, 232 at time 1607968070251
Moved to 2690, 231 at time 1607968143845
Moved to 2689, 230 at time 1607968144130
Moved to 2688, 229 at time 1607968144305
Moved to 2687, 228 at time 1607968144493
Moved to 2686, 227 at time 1607968144720
Attacked Unit@4c1bf61cat position 2417, 139 at time 1607968144994
Attacked Unit@4c1bf61cat position 2417, 139 at time 1607968146652
Got attacked at 2686, 227 by Unit@4c1bf61c at time 1607968147462
Attacked Unit@4c1bf61cat position 2417, 139 at time 1607968148471
Attacked Unit@4c1bf61cat position 2417, 139 at time 1607968150182
Got attacked at 2686, 227 by Unit@73bff3e7 at time 1607968150263
Got attacked at 2686, 227 by Unit@57d1d42e at time 1607968150327
Got attacked at 2686, 227 by Unit@36a9dcea at time 1607968151193
Attacked Unit@73bff3e7at position 2417, 178 at time 1607968151920
Got attacked at 2686, 227 by Unit@73bff3e7 at time 1607968152010
Got attacked at 2686, 227 by Unit@36a9dcea at time 1607968152929
Attacked Unit@57d1d42eat position 2417, 120 at time 1607968153734
Got attacked at 2686, 227 by Unit@edc04ca at time 1607968263727
Attacked Unit@73bff3e7at position 2417, 178 at time 1607968263735
Died at 2686, 227 at time 1607968263735
Got attacked at 2686, 227 by Unit@57d1d42e at time 1607968263750
