Moved to 2516, 1801 at time 1607968144072
Moved to 2515, 1800 at time 1607968144380
Moved to 2514, 1799 at time 1607968144656
Moved to 2513, 1798 at time 1607968144893
Moved to 2512, 1797 at time 1607968145211
Moved to 2511, 1796 at time 1607968145507
Moved to 2510, 1795 at time 1607968145812
Moved to 2509, 1794 at time 1607968146124
Moved to 2508, 1793 at time 1607968146327
Moved to 2507, 1792 at time 1607968146567
Moved to 2506, 1791 at time 1607968146872
Moved to 2505, 1790 at time 1607968147205
Moved to 2504, 1789 at time 1607968147535
Moved to 2503, 1788 at time 1607968147713
Moved to 2502, 1787 at time 1607968148099
Moved to 2501, 1786 at time 1607968148509
Moved to 2500, 1785 at time 1607968148783
Moved to 2499, 1784 at time 1607968149097
Moved to 2498, 1783 at time 1607968149354
Moved to 2497, 1782 at time 1607968149458
Moved to 2496, 1781 at time 1607968149744
Moved to 2495, 1780 at time 1607968150008
Moved to 2494, 1779 at time 1607968150239
Moved to 2493, 1778 at time 1607968150407
Moved to 2492, 1777 at time 1607968150559
Moved to 2491, 1776 at time 1607968150704
Moved to 2490, 1775 at time 1607968150906
Moved to 2489, 1774 at time 1607968151066
Moved to 2488, 1773 at time 1607968151275
Moved to 2487, 1772 at time 1607968151412
Moved to 2486, 1771 at time 1607968151607
Moved to 2485, 1770 at time 1607968151736
Moved to 2484, 1769 at time 1607968151924
Moved to 2483, 1768 at time 1607968152070
Moved to 2482, 1767 at time 1607968152258
Moved to 2481, 1766 at time 1607968152400
Moved to 2480, 1765 at time 1607968152588
Moved to 2479, 1764 at time 1607968152746
Moved to 2478, 1763 at time 1607968152900
Moved to 2477, 1762 at time 1607968153003
Moved to 2476, 1761 at time 1607968153132
Moved to 2475, 1760 at time 1607968153347
Moved to 2474, 1759 at time 1607968153475
Moved to 2473, 1758 at time 1607968153733
Moved to 2472, 1757 at time 1607968153860
Moved to 2471, 1756 at time 1607968154042
Moved to 2470, 1755 at time 1607968263757
Moved to 2469, 1754 at time 1607968263994
Moved to 2468, 1753 at time 1607968264162
Moved to 2467, 1752 at time 1607968264375
Moved to 2466, 1751 at time 1607968264557
Moved to 2465, 1750 at time 1607968264816
Moved to 2464, 1749 at time 1607968265032
Moved to 2463, 1748 at time 1607968265231
Moved to 2462, 1747 at time 1607968265503
Moved to 2461, 1746 at time 1607968265647
Moved to 2460, 1745 at time 1607968265937
Moved to 2459, 1744 at time 1607968266093
Moved to 2458, 1743 at time 1607968266352
Moved to 2457, 1742 at time 1607968266480
Moved to 2456, 1741 at time 1607968266602
Moved to 2455, 1740 at time 1607968266737
Moved to 2454, 1739 at time 1607968266872
Moved to 2453, 1738 at time 1607968267020
Moved to 2452, 1737 at time 1607968267176
Moved to 2451, 1736 at time 1607968267355
Moved to 2450, 1735 at time 1607968267522
Moved to 2449, 1734 at time 1607968267697
Moved to 2448, 1733 at time 1607968267804
Moved to 2447, 1732 at time 1607968267937
Moved to 2446, 1731 at time 1607968268074
Moved to 2445, 1730 at time 1607968268208
Moved to 2444, 1729 at time 1607968268358
Moved to 2443, 1728 at time 1607968268474
Moved to 2442, 1727 at time 1607968268642
Moved to 2441, 1726 at time 1607968268833
Moved to 2440, 1725 at time 1607968268940
Moved to 2439, 1724 at time 1607968269096
Moved to 2438, 1723 at time 1607968269239
Moved to 2437, 1722 at time 1607968269378
Moved to 2436, 1721 at time 1607968269505
Moved to 2435, 1720 at time 1607968269645
Moved to 2434, 1719 at time 1607968269776
Moved to 2433, 1718 at time 1607968269925
Moved to 2432, 1717 at time 1607968270036
Moved to 2431, 1716 at time 1607968270141
Moved to 2430, 1715 at time 1607968270254
Moved to 2429, 1714 at time 1607968270369
Moved to 2428, 1713 at time 1607968270493
Moved to 2427, 1712 at time 1607968270655
Moved to 2426, 1711 at time 1607968270825
Moved to 2425, 1710 at time 1607968270926
Moved to 2424, 1709 at time 1607968271059
Moved to 2423, 1708 at time 1607968271160
Moved to 2422, 1707 at time 1607968271287
Moved to 2421, 1706 at time 1607968271427
Moved to 2420, 1705 at time 1607968271538
Moved to 2419, 1704 at time 1607968271720
Moved to 2418, 1703 at time 1607968271871
Moved to 2417, 1702 at time 1607968272036
Moved to 2416, 1701 at time 1607968272156
Moved to 2415, 1700 at time 1607968272337
Moved to 2414, 1699 at time 1607968272445
Moved to 2413, 1698 at time 1607968272605
Moved to 2412, 1697 at time 1607968272756
Moved to 2411, 1696 at time 1607968273035
Moved to 2410, 1695 at time 1607968273183
Moved to 2409, 1694 at time 1607968273356
Moved to 2408, 1693 at time 1607968273576
Moved to 2407, 1692 at time 1607968273694
Moved to 2406, 1691 at time 1607968273906
Moved to 2405, 1690 at time 1607968274088
Moved to 2404, 1689 at time 1607968274192
Moved to 2403, 1688 at time 1607968274424
Moved to 2402, 1687 at time 1607968274643
Moved to 2401, 1686 at time 1607968274791
Moved to 2400, 1685 at time 1607968275005
Moved to 2399, 1684 at time 1607968275116
Moved to 2398, 1683 at time 1607968275283
Moved to 2397, 1682 at time 1607968275584
Moved to 2396, 1681 at time 1607968275757
Moved to 2395, 1680 at time 1607968276129
Moved to 2394, 1679 at time 1607968276332
Moved to 2393, 1678 at time 1607968276519
Moved to 2392, 1677 at time 1607968276760
Moved to 2391, 1676 at time 1607968277039
Moved to 2390, 1675 at time 1607968277180
Moved to 2389, 1674 at time 1607968277282
Moved to 2388, 1673 at time 1607968277411
Moved to 2387, 1672 at time 1607968277611
Moved to 2386, 1671 at time 1607968277720
Moved to 2385, 1670 at time 1607968277912
Moved to 2384, 1669 at time 1607968278031
Moved to 2383, 1668 at time 1607968278190
Moved to 2382, 1667 at time 1607968278296
Moved to 2381, 1666 at time 1607968278456
Moved to 2380, 1665 at time 1607968278574
Moved to 2379, 1664 at time 1607968278773
Moved to 2378, 1663 at time 1607968278931
Moved to 2377, 1662 at time 1607968279191
Moved to 2376, 1661 at time 1607968279369
Moved to 2375, 1660 at time 1607968279534
Moved to 2374, 1659 at time 1607968279731
Moved to 2373, 1658 at time 1607968279913
Moved to 2372, 1657 at time 1607968280015
Moved to 2371, 1656 at time 1607968280190
Moved to 2370, 1655 at time 1607968280318
Moved to 2369, 1654 at time 1607968280458
Moved to 2368, 1653 at time 1607968280625
Moved to 2367, 1652 at time 1607968280734
Moved to 2366, 1651 at time 1607968280892
Moved to 2365, 1650 at time 1607968281044
Moved to 2364, 1649 at time 1607968281224
Moved to 2363, 1648 at time 1607968281387
Moved to 2362, 1647 at time 1607968281552
Moved to 2361, 1646 at time 1607968281676
Moved to 2360, 1645 at time 1607968281837
Moved to 2359, 1644 at time 1607968281947
Moved to 2358, 1643 at time 1607968282093
Moved to 2357, 1642 at time 1607968282196
Moved to 2356, 1641 at time 1607968282357
Moved to 2355, 1640 at time 1607968282463
Moved to 2354, 1639 at time 1607968282609
Moved to 2353, 1638 at time 1607968282790
Moved to 2352, 1637 at time 1607968282930
Moved to 2351, 1636 at time 1607968283031
Moved to 2350, 1635 at time 1607968283140
Moved to 2349, 1634 at time 1607968283246
Moved to 2348, 1633 at time 1607968283413
Moved to 2347, 1632 at time 1607968283561
Moved to 2346, 1631 at time 1607968283663
Moved to 2345, 1630 at time 1607968283826
Moved to 2344, 1629 at time 1607968283995
Moved to 2343, 1628 at time 1607968284100
Moved to 2342, 1627 at time 1607968284242
Moved to 2341, 1626 at time 1607968284347
Moved to 2340, 1625 at time 1607968284462
Moved to 2339, 1624 at time 1607968284621
Moved to 2338, 1623 at time 1607968284780
Moved to 2337, 1622 at time 1607968284916
Moved to 2336, 1621 at time 1607968285027
Moved to 2335, 1620 at time 1607968285163
Moved to 2334, 1619 at time 1607968285314
Moved to 2333, 1618 at time 1607968285457
Moved to 2332, 1617 at time 1607968285593
Moved to 2331, 1616 at time 1607968285758
Moved to 2330, 1615 at time 1607968285914
Moved to 2329, 1614 at time 1607968286062
Moved to 2328, 1613 at time 1607968286171
Moved to 2327, 1612 at time 1607968286274
Moved to 2326, 1611 at time 1607968286434
Moved to 2325, 1610 at time 1607968286539
Moved to 2324, 1609 at time 1607968286667
Moved to 2323, 1608 at time 1607968286787
Moved to 2322, 1607 at time 1607968286926
Moved to 2321, 1606 at time 1607968287091
Moved to 2320, 1605 at time 1607968287342
Moved to 2319, 1604 at time 1607968287484
Moved to 2318, 1603 at time 1607968287792
Moved to 2317, 1602 at time 1607968287934
Moved to 2316, 1601 at time 1607968288253
Moved to 2315, 1600 at time 1607968288416
Moved to 2314, 1599 at time 1607968288566
Moved to 2313, 1598 at time 1607968288694
Moved to 2312, 1597 at time 1607968288844
Moved to 2311, 1596 at time 1607968288950
Moved to 2310, 1595 at time 1607968289089
Moved to 2309, 1594 at time 1607968289244
Moved to 2308, 1593 at time 1607968289399
Moved to 2307, 1592 at time 1607968289560
Moved to 2306, 1591 at time 1607968289700
Moved to 2305, 1590 at time 1607968289829
Moved to 2304, 1589 at time 1607968289945
Moved to 2303, 1588 at time 1607968290066
Moved to 2302, 1587 at time 1607968290192
Moved to 2301, 1586 at time 1607968290309
Moved to 2300, 1585 at time 1607968290433
Moved to 2299, 1584 at time 1607968290555
Moved to 2298, 1583 at time 1607968290666
Moved to 2297, 1582 at time 1607968290793
Moved to 2296, 1581 at time 1607968291022
Moved to 2295, 1580 at time 1607968291230
Moved to 2294, 1579 at time 1607968291461
Moved to 2293, 1578 at time 1607968291745
Moved to 2292, 1577 at time 1607968291911
Moved to 2291, 1576 at time 1607968292065
Moved to 2290, 1575 at time 1607968292377
Moved to 2289, 1574 at time 1607968292597
Moved to 2288, 1573 at time 1607968292881
Moved to 2287, 1572 at time 1607968293111
Moved to 2286, 1571 at time 1607968293370
Moved to 2285, 1570 at time 1607968293620
Moved to 2284, 1569 at time 1607968293829
Moved to 2283, 1568 at time 1607968293986
Moved to 2282, 1567 at time 1607968294117
Moved to 2281, 1566 at time 1607968294269
Moved to 2280, 1565 at time 1607968294407
Moved to 2279, 1564 at time 1607968294550
Moved to 2278, 1563 at time 1607968294665
Moved to 2277, 1562 at time 1607968294799
Moved to 2276, 1561 at time 1607968294923
Moved to 2275, 1560 at time 1607968295063
Moved to 2274, 1559 at time 1607968295219
Moved to 2273, 1558 at time 1607968295357
Moved to 2272, 1557 at time 1607968295497
Moved to 2271, 1556 at time 1607968295627
Moved to 2270, 1555 at time 1607968295764
Moved to 2269, 1554 at time 1607968295897
Moved to 2268, 1553 at time 1607968296048
Moved to 2267, 1552 at time 1607968296185
Moved to 2266, 1551 at time 1607968296306
Moved to 2265, 1550 at time 1607968296429
Moved to 2264, 1549 at time 1607968296581
Moved to 2263, 1548 at time 1607968296717
Moved to 2262, 1547 at time 1607968296822
Moved to 2261, 1546 at time 1607968297014
Moved to 2260, 1545 at time 1607968297211
Moved to 2259, 1544 at time 1607968297411
Moved to 2258, 1543 at time 1607968297607
Moved to 2257, 1542 at time 1607968297726
Moved to 2256, 1541 at time 1607968297905
Moved to 2255, 1540 at time 1607968298035
Moved to 2254, 1539 at time 1607968298199
Moved to 2253, 1538 at time 1607968298355
Moved to 2252, 1537 at time 1607968298500
Moved to 2251, 1536 at time 1607968298661
Moved to 2250, 1535 at time 1607968298777
Moved to 2249, 1534 at time 1607968298899
Moved to 2248, 1533 at time 1607968299070
Moved to 2247, 1532 at time 1607968299195
Moved to 2246, 1531 at time 1607968299399
Moved to 2245, 1530 at time 1607968299618
Moved to 2244, 1529 at time 1607968299904
Moved to 2243, 1528 at time 1607968300121
Moved to 2242, 1527 at time 1607968300390
Moved to 2241, 1526 at time 1607968300582
Moved to 2240, 1525 at time 1607968300877
Moved to 2239, 1524 at time 1607968301060
Moved to 2238, 1523 at time 1607968301166
Moved to 2237, 1522 at time 1607968301493
Moved to 2236, 1521 at time 1607968301621
