Moved to 2707, 150 at time 1607968070251
Moved to 2706, 149 at time 1607968143913
Moved to 2705, 150 at time 1607968144124
Moved to 2704, 149 at time 1607968144229
Moved to 2703, 148 at time 1607968144393
Moved to 2702, 149 at time 1607968144601
Moved to 2701, 148 at time 1607968144898
Moved to 2700, 147 at time 1607968145027
Moved to 2699, 148 at time 1607968145077
Moved to 2698, 147 at time 1607968145195
Moved to 2697, 146 at time 1607968145229
Moved to 2696, 145 at time 1607968145507
Moved to 2695, 144 at time 1607968145684
Moved to 2694, 145 at time 1607968145807
Moved to 2693, 144 at time 1607968145906
Moved to 2692, 143 at time 1607968146004
Moved to 2690, 142 at time 1607968146350
Moved to 2689, 141 at time 1607968146745
Moved to 2688, 142 at time 1607968146862
Moved to 2687, 141 at time 1607968146907
Moved to 2686, 140 at time 1607968147041
Attacked Unit@4c1bf61cat position 2417, 139 at time 1607968147205
Attacked Unit@4c1bf61cat position 2417, 139 at time 1607968148914
Got attacked at 2686, 140 by Unit@4c1bf61c at time 1607968149152
Attacked Unit@73bff3e7at position 2417, 178 at time 1607968150611
Got attacked at 2686, 140 by Unit@57d1d42e at time 1607968152083
Got attacked at 2686, 140 by Unit@edc04ca at time 1607968152316
Attacked Unit@57d1d42eat position 2417, 120 at time 1607968152403
Got attacked at 2686, 140 by Unit@73bff3e7 at time 1607968153708
Got attacked at 2686, 140 by Unit@57d1d42e at time 1607968153827
Got attacked at 2686, 140 by Unit@edc04ca at time 1607968153993
Attacked Unit@36a9dceaat position 2417, 100 at time 1607968263711
Attacked Unit@57d1d42eat position 2417, 120 at time 1607968265452
Got attacked at 2686, 140 by Unit@73bff3e7 at time 1607968267089
Attacked Unit@57d1d42eat position 2417, 120 at time 1607968267143
Died at 2686, 140 at time 1607968267143
