Moved to 1407, 2613 at time 1607968070265
Moved to 1406, 2612 at time 1607968143823
Moved to 1405, 2611 at time 1607968143955
Moved to 1404, 2610 at time 1607968144070
Moved to 1403, 2609 at time 1607968144156
Moved to 1402, 2608 at time 1607968144205
Moved to 1401, 2607 at time 1607968144276
Moved to 1400, 2606 at time 1607968144339
Moved to 1399, 2605 at time 1607968144373
Moved to 1398, 2604 at time 1607968144413
Moved to 1397, 2603 at time 1607968144571
Moved to 1396, 2602 at time 1607968144627
Moved to 1395, 2601 at time 1607968144820
Moved to 1394, 2600 at time 1607968145053
Moved to 1393, 2599 at time 1607968145155
Moved to 1392, 2598 at time 1607968145286
Moved to 1391, 2597 at time 1607968145586
Moved to 1390, 2596 at time 1607968145871
Moved to 1389, 2595 at time 1607968146040
Moved to 1388, 2594 at time 1607968146334
Moved to 1387, 2593 at time 1607968146695
Moved to 1386, 2592 at time 1607968146895
Moved to 1385, 2591 at time 1607968146990
Moved to 1384, 2590 at time 1607968147106
Moved to 1383, 2589 at time 1607968147230
Moved to 1382, 2588 at time 1607968147378
Moved to 1381, 2587 at time 1607968147413
Moved to 1380, 2586 at time 1607968147484
Moved to 1379, 2585 at time 1607968147579
Moved to 1378, 2584 at time 1607968147624
Moved to 1377, 2583 at time 1607968147684
Moved to 1376, 2582 at time 1607968147751
Moved to 1375, 2581 at time 1607968147898
Moved to 1374, 2580 at time 1607968148077
Moved to 1373, 2579 at time 1607968148364
Moved to 1372, 2578 at time 1607968148659
Moved to 1371, 2577 at time 1607968149020
Moved to 1370, 2576 at time 1607968149237
Moved to 1369, 2575 at time 1607968149297
Moved to 1368, 2574 at time 1607968149418
Moved to 1367, 2573 at time 1607968149479
Moved to 1366, 2572 at time 1607968149598
Moved to 1365, 2571 at time 1607968149672
Moved to 1364, 2570 at time 1607968149800
Moved to 1363, 2569 at time 1607968149848
Moved to 1362, 2568 at time 1607968149974
Moved to 1361, 2567 at time 1607968150016
Moved to 1360, 2566 at time 1607968150168
Moved to 1359, 2565 at time 1607968150290
Moved to 1358, 2564 at time 1607968150414
Moved to 1357, 2563 at time 1607968150449
Moved to 1356, 2562 at time 1607968150595
Moved to 1355, 2561 at time 1607968150740
Moved to 1354, 2560 at time 1607968150933
Moved to 1353, 2559 at time 1607968151108
Moved to 1352, 2558 at time 1607968151298
Moved to 1351, 2557 at time 1607968151448
Moved to 1350, 2556 at time 1607968151637
Moved to 1349, 2555 at time 1607968151760
Moved to 1348, 2554 at time 1607968151846
Moved to 1347, 2553 at time 1607968152041
Moved to 1346, 2552 at time 1607968152183
Moved to 1345, 2551 at time 1607968152374
Moved to 1344, 2550 at time 1607968152524
Moved to 1343, 2549 at time 1607968152706
Moved to 1342, 2548 at time 1607968152844
Moved to 1341, 2547 at time 1607968153040
Moved to 1340, 2546 at time 1607968153172
Moved to 1339, 2545 at time 1607968153370
Moved to 1338, 2544 at time 1607968153528
Moved to 1337, 2543 at time 1607968153743
Moved to 1336, 2542 at time 1607968153904
Moved to 1335, 2541 at time 1607968154067
Moved to 1334, 2540 at time 1607968263641
Moved to 1333, 2539 at time 1607968263792
Moved to 1332, 2538 at time 1607968263868
Moved to 1331, 2537 at time 1607968263923
Moved to 1330, 2536 at time 1607968264012
Moved to 1329, 2535 at time 1607968264067
Moved to 1328, 2534 at time 1607968264154
Moved to 1327, 2533 at time 1607968264256
Moved to 1326, 2532 at time 1607968264480
Moved to 1325, 2531 at time 1607968264518
Moved to 1324, 2530 at time 1607968264708
Moved to 1323, 2529 at time 1607968264971
Moved to 1322, 2528 at time 1607968265159
Moved to 1321, 2527 at time 1607968265408
Moved to 1320, 2526 at time 1607968265597
Moved to 1319, 2525 at time 1607968265824
Moved to 1318, 2524 at time 1607968266041
Moved to 1317, 2523 at time 1607968266277
Moved to 1316, 2522 at time 1607968266390
Moved to 1315, 2521 at time 1607968266502
Moved to 1314, 2520 at time 1607968266568
Moved to 1313, 2519 at time 1607968266670
Moved to 1312, 2518 at time 1607968266736
Moved to 1311, 2517 at time 1607968266842
Moved to 1310, 2516 at time 1607968266901
Moved to 1309, 2515 at time 1607968266986
Moved to 1308, 2514 at time 1607968267047
Moved to 1307, 2513 at time 1607968267131
Moved to 1306, 2512 at time 1607968267224
Moved to 1305, 2511 at time 1607968267280
Moved to 1304, 2510 at time 1607968267400
Moved to 1303, 2509 at time 1607968267442
Moved to 1302, 2508 at time 1607968267486
Moved to 1301, 2507 at time 1607968267552
Moved to 1300, 2506 at time 1607968267657
Moved to 1299, 2505 at time 1607968267711
Moved to 1298, 2504 at time 1607968267797
Moved to 1297, 2503 at time 1607968267832
Moved to 1296, 2502 at time 1607968267890
Moved to 1295, 2501 at time 1607968267980
Moved to 1294, 2500 at time 1607968268021
Moved to 1293, 2499 at time 1607968268056
Moved to 1292, 2498 at time 1607968268096
Moved to 1291, 2497 at time 1607968268188
Moved to 1290, 2496 at time 1607968268241
Moved to 1289, 2495 at time 1607968268329
Moved to 1288, 2494 at time 1607968268370
Moved to 1287, 2493 at time 1607968268406
Moved to 1286, 2492 at time 1607968268493
Moved to 1285, 2491 at time 1607968268607
Moved to 1284, 2490 at time 1607968268643
Moved to 1283, 2489 at time 1607968268781
Moved to 1282, 2488 at time 1607968268852
Moved to 1281, 2487 at time 1607968268906
Moved to 1280, 2486 at time 1607968269008
Moved to 1279, 2485 at time 1607968269094
Moved to 1278, 2484 at time 1607968269134
