Moved to 2510, 1807 at time 1607968070285
Moved to 2509, 1806 at time 1607968144054
Moved to 2508, 1805 at time 1607968144411
Moved to 2507, 1804 at time 1607968144622
Moved to 2506, 1803 at time 1607968144938
Moved to 2505, 1802 at time 1607968145311
Moved to 2504, 1801 at time 1607968145732
Moved to 2503, 1800 at time 1607968146013
Moved to 2502, 1799 at time 1607968146523
Moved to 2501, 1798 at time 1607968146899
Moved to 2500, 1797 at time 1607968147124
Moved to 2499, 1796 at time 1607968147479
Moved to 2498, 1795 at time 1607968147791
Moved to 2497, 1794 at time 1607968148223
Moved to 2496, 1793 at time 1607968148644
Moved to 2495, 1792 at time 1607968149146
Moved to 2494, 1791 at time 1607968149398
Moved to 2493, 1790 at time 1607968149603
Moved to 2492, 1789 at time 1607968149878
Moved to 2491, 1788 at time 1607968150151
Moved to 2490, 1787 at time 1607968150397
Moved to 2489, 1786 at time 1607968150607
Moved to 2488, 1785 at time 1607968150831
Moved to 2487, 1784 at time 1607968150945
Moved to 2486, 1783 at time 1607968151216
Moved to 2485, 1782 at time 1607968151462
Moved to 2484, 1781 at time 1607968151565
Moved to 2483, 1780 at time 1607968151763
Moved to 2482, 1779 at time 1607968151892
Moved to 2481, 1778 at time 1607968152091
Moved to 2480, 1777 at time 1607968152236
Moved to 2479, 1776 at time 1607968152421
Moved to 2478, 1775 at time 1607968152574
Moved to 2477, 1774 at time 1607968152759
Moved to 2476, 1773 at time 1607968152888
Moved to 2475, 1772 at time 1607968153083
Moved to 2474, 1771 at time 1607968153224
Moved to 2473, 1770 at time 1607968153425
Moved to 2472, 1769 at time 1607968153587
Moved to 2471, 1768 at time 1607968153811
Moved to 2470, 1767 at time 1607968153944
Moved to 2469, 1766 at time 1607968263775
Moved to 2468, 1765 at time 1607968263955
Moved to 2467, 1764 at time 1607968264217
Moved to 2466, 1763 at time 1607968264512
Moved to 2465, 1762 at time 1607968264629
Moved to 2464, 1761 at time 1607968264754
Moved to 2463, 1760 at time 1607968264858
Moved to 2462, 1759 at time 1607968264987
Moved to 2461, 1758 at time 1607968265294
Moved to 2460, 1757 at time 1607968265434
Moved to 2459, 1756 at time 1607968265715
Moved to 2458, 1755 at time 1607968265851
Moved to 2457, 1754 at time 1607968265958
Moved to 2456, 1753 at time 1607968266077
Moved to 2455, 1752 at time 1607968266179
Moved to 2454, 1751 at time 1607968266297
Moved to 2453, 1750 at time 1607968266426
Moved to 2452, 1749 at time 1607968266575
Moved to 2451, 1748 at time 1607968266680
Moved to 2450, 1747 at time 1607968266835
Moved to 2449, 1746 at time 1607968266986
Moved to 2448, 1745 at time 1607968267118
Moved to 2447, 1744 at time 1607968267253
Moved to 2446, 1743 at time 1607968267368
Moved to 2445, 1742 at time 1607968267507
Moved to 2444, 1741 at time 1607968267635
Moved to 2443, 1740 at time 1607968267745
Moved to 2442, 1739 at time 1607968267905
Moved to 2441, 1738 at time 1607968268080
Moved to 2440, 1737 at time 1607968268203
Moved to 2439, 1736 at time 1607968268369
Moved to 2438, 1735 at time 1607968268524
Moved to 2437, 1734 at time 1607968268671
Moved to 2436, 1733 at time 1607968268814
Moved to 2435, 1732 at time 1607968268959
Moved to 2434, 1731 at time 1607968269073
Moved to 2433, 1730 at time 1607968269204
Moved to 2432, 1729 at time 1607968269353
Moved to 2431, 1728 at time 1607968269465
Moved to 2430, 1727 at time 1607968269605
Moved to 2429, 1726 at time 1607968269748
Moved to 2428, 1725 at time 1607968269888
Moved to 2427, 1724 at time 1607968270055
