Moved to 1162, 309 at time 1607968586195
Moved to 1161, 308 at time 1607968586330
Moved to 1160, 307 at time 1607968622465
Moved to 1159, 306 at time 1607968622527
Moved to 1158, 305 at time 1607968622712
Moved to 1157, 304 at time 1607968622844
Moved to 1156, 303 at time 1607968622989
Moved to 1155, 302 at time 1607968623105
Moved to 1154, 301 at time 1607968623380
Moved to 1153, 300 at time 1607968623393
Moved to 1152, 299 at time 1607968623766
Moved to 1151, 298 at time 1607968623818
Got attacked at 1151, 298 by Unit@3fe1a0ee at time 1607968624088
Moved to 1150, 297 at time 1607968624262
Moved to 1149, 296 at time 1607968624354
Moved to 1148, 295 at time 1607968624752
Moved to 1147, 294 at time 1607968624764
Moved to 1146, 293 at time 1607968624799
Moved to 1145, 292 at time 1607968625174
Moved to 1144, 291 at time 1607968625494
Moved to 1143, 290 at time 1607968625527
Moved to 1142, 289 at time 1607968625770
Moved to 1141, 288 at time 1607968625792
Moved to 1140, 287 at time 1607968625987
Moved to 1139, 286 at time 1607968626022
Moved to 1138, 285 at time 1607968626299
Moved to 1137, 284 at time 1607968626325
Moved to 1136, 283 at time 1607968626529
Moved to 1135, 282 at time 1607968626578
Moved to 1134, 281 at time 1607968626872
Moved to 1133, 280 at time 1607968626900
Moved to 1132, 279 at time 1607968627008
Moved to 1131, 278 at time 1607968627105
Moved to 1130, 277 at time 1607968627233
Moved to 1129, 276 at time 1607968627329
Moved to 1128, 275 at time 1607968627406
Moved to 1127, 274 at time 1607968627477
Moved to 1126, 273 at time 1607968627504
Moved to 1125, 272 at time 1607968627595
Moved to 1124, 271 at time 1607968627637
Moved to 1123, 270 at time 1607968627664
Moved to 1122, 269 at time 1607968627714
Moved to 1121, 268 at time 1607968627732
Moved to 1120, 267 at time 1607968627744
Moved to 1119, 266 at time 1607968627765
Moved to 1118, 265 at time 1607968627827
Moved to 1117, 264 at time 1607968627901
Moved to 1116, 263 at time 1607968627913
Moved to 1115, 262 at time 1607968627972
Moved to 1114, 261 at time 1607968628054
Moved to 1113, 260 at time 1607968628117
Moved to 1112, 259 at time 1607968628142
Moved to 1111, 258 at time 1607968628155
Moved to 1110, 257 at time 1607968628196
Moved to 1109, 256 at time 1607968628222
Moved to 1108, 255 at time 1607968628257
Moved to 1107, 254 at time 1607968628280
Moved to 1106, 253 at time 1607968628323
Moved to 1105, 252 at time 1607968628340
Moved to 1104, 251 at time 1607968628373
Moved to 1103, 250 at time 1607968628392
Moved to 1102, 249 at time 1607968628422
Moved to 1101, 248 at time 1607968628473
Moved to 1100, 247 at time 1607968628507
Moved to 1099, 246 at time 1607968628542
Moved to 1098, 245 at time 1607968628567
Moved to 1097, 244 at time 1607968628612
Moved to 1096, 243 at time 1607968628655
Moved to 1095, 242 at time 1607968628724
Moved to 1094, 241 at time 1607968628778
Moved to 1093, 240 at time 1607968628896
Moved to 1092, 239 at time 1607968628929
Moved to 1091, 238 at time 1607968628996
Moved to 1090, 237 at time 1607968629017
Moved to 1089, 236 at time 1607968629151
Moved to 1088, 235 at time 1607968629190
Moved to 1087, 234 at time 1607968629256
Moved to 1086, 233 at time 1607968629293
Moved to 1085, 232 at time 1607968629375
Moved to 1084, 231 at time 1607968629412
Moved to 1083, 230 at time 1607968629424
Moved to 1082, 229 at time 1607968629460
Moved to 1081, 228 at time 1607968629570
Moved to 1080, 227 at time 1607968629788
Moved to 1079, 226 at time 1607968629813
Moved to 1078, 225 at time 1607968630002
Moved to 1077, 224 at time 1607968630079
Moved to 1076, 223 at time 1607968630131
Moved to 1075, 222 at time 1607968630187
Moved to 1074, 221 at time 1607968630236
Moved to 1073, 220 at time 1607968630281
Moved to 1072, 219 at time 1607968630305
Moved to 1071, 218 at time 1607968630348
Moved to 1070, 217 at time 1607968630422
Moved to 1069, 216 at time 1607968630502
Moved to 1068, 215 at time 1607968630514
Moved to 1067, 214 at time 1607968630587
Moved to 1066, 213 at time 1607968630700
Moved to 1065, 212 at time 1607968630774
Moved to 1064, 211 at time 1607968630889
Moved to 1063, 210 at time 1607968630994
Moved to 1062, 209 at time 1607968631149
Moved to 1061, 208 at time 1607968631463
Got attacked at 1061, 208 by Unit@3fe1a0ee at time 1607968631514
Moved to 1060, 207 at time 1607968631521
Moved to 1059, 206 at time 1607968631723
Moved to 1058, 205 at time 1607968631845
Moved to 1057, 204 at time 1607968632015
Moved to 1056, 203 at time 1607968632094
Moved to 1055, 202 at time 1607968632106
Moved to 1054, 201 at time 1607968632145
Moved to 1053, 200 at time 1607968632277
Moved to 1052, 199 at time 1607968632364
Moved to 1051, 198 at time 1607968632423
Moved to 1050, 197 at time 1607968632480
Moved to 1049, 196 at time 1607968632524
Moved to 1048, 195 at time 1607968632561
Moved to 1047, 194 at time 1607968632612
Moved to 1046, 193 at time 1607968632645
Moved to 1045, 192 at time 1607968632679
Moved to 1044, 191 at time 1607968632725
Moved to 1043, 190 at time 1607968632760
Moved to 1042, 189 at time 1607968632799
Moved to 1041, 188 at time 1607968632840
Moved to 1040, 187 at time 1607968632880
Moved to 1039, 186 at time 1607968632891
Moved to 1038, 185 at time 1607968632908
Moved to 1037, 184 at time 1607968632926
Moved to 1036, 183 at time 1607968632945
Moved to 1035, 182 at time 1607968632966
Moved to 1034, 181 at time 1607968632978
Moved to 1033, 180 at time 1607968633009
Moved to 1032, 179 at time 1607968633057
Moved to 1031, 178 at time 1607968633075
Moved to 1030, 177 at time 1607968633103
Moved to 1029, 176 at time 1607968633159
Moved to 1028, 175 at time 1607968633193
Moved to 1027, 174 at time 1607968633204
Moved to 1026, 173 at time 1607968633261
Moved to 1025, 172 at time 1607968633312
Moved to 1024, 171 at time 1607968633356
Moved to 1023, 170 at time 1607968633382
Moved to 1022, 169 at time 1607968633395
Moved to 1021, 168 at time 1607968633423
Moved to 1020, 167 at time 1607968633476
Got attacked at 1020, 167 by Unit@2f793617 at time 1607968633481
Moved to 1019, 166 at time 1607968705418
Moved to 1018, 165 at time 1607968705440
Moved to 1017, 164 at time 1607968705470
Moved to 1016, 163 at time 1607968705502
Moved to 1015, 162 at time 1607968705571
Moved to 1014, 161 at time 1607968705597
Moved to 1013, 160 at time 1607968705643
Moved to 1012, 159 at time 1607968705696
Moved to 1011, 158 at time 1607968705744
Moved to 1010, 157 at time 1607968705772
Moved to 1009, 156 at time 1607968705789
Moved to 1008, 155 at time 1607968705818
Moved to 1007, 154 at time 1607968705831
Moved to 1006, 153 at time 1607968705860
Moved to 1005, 152 at time 1607968705873
Moved to 1004, 151 at time 1607968705920
Moved to 1003, 150 at time 1607968705969
Moved to 1002, 149 at time 1607968705996
Moved to 1001, 148 at time 1607968706008
Moved to 1000, 147 at time 1607968706051
Moved to 999, 146 at time 1607968706065
Moved to 998, 145 at time 1607968706106
Moved to 997, 144 at time 1607968706118
Moved to 996, 143 at time 1607968706144
Moved to 995, 142 at time 1607968706174
Moved to 994, 141 at time 1607968706190
Moved to 993, 140 at time 1607968706243
Moved to 992, 139 at time 1607968706257
Moved to 991, 138 at time 1607968706289
Moved to 990, 137 at time 1607968706306
Moved to 989, 136 at time 1607968706336
Moved to 988, 135 at time 1607968706348
Moved to 987, 134 at time 1607968706361
Moved to 986, 133 at time 1607968706406
Moved to 985, 132 at time 1607968706468
Moved to 984, 131 at time 1607968706513
Moved to 983, 130 at time 1607968706553
Moved to 982, 129 at time 1607968706583
Moved to 981, 128 at time 1607968706644
Moved to 980, 127 at time 1607968706792
Moved to 979, 126 at time 1607968706928
Moved to 978, 125 at time 1607968706980
Moved to 977, 124 at time 1607968707019
Moved to 976, 123 at time 1607968707077
Moved to 975, 122 at time 1607968707124
Moved to 974, 121 at time 1607968707194
Moved to 973, 120 at time 1607968707249
Moved to 972, 119 at time 1607968707308
Moved to 971, 118 at time 1607968707319
Moved to 970, 117 at time 1607968707358
Moved to 969, 116 at time 1607968707375
Moved to 968, 115 at time 1607968707408
Moved to 967, 114 at time 1607968707426
Moved to 966, 113 at time 1607968707467
Moved to 965, 112 at time 1607968707525
Moved to 964, 111 at time 1607968707566
Moved to 963, 110 at time 1607968707615
Moved to 962, 109 at time 1607968707653
Got attacked at 962, 109 by Unit@2f793617 at time 1607968707657
Moved to 961, 108 at time 1607968707675
Moved to 960, 107 at time 1607968707699
Moved to 959, 106 at time 1607968707734
