Moved to 1310, 1385 at time 1607904712451
Moved to 1309, 1384 at time 1607904712735
Moved to 1308, 1383 at time 1607904712943
Moved to 1307, 1382 at time 1607904713135
Moved to 1306, 1381 at time 1607904713331
Moved to 1305, 1380 at time 1607904725523
Moved to 1304, 1379 at time 1607904725785
Moved to 1303, 1378 at time 1607904725955
Moved to 1302, 1377 at time 1607904726140
Moved to 1301, 1376 at time 1607904750466
Moved to 1300, 1375 at time 1607904750640
Moved to 1299, 1374 at time 1607904750821
Moved to 1298, 1373 at time 1607904750996
Moved to 1297, 1372 at time 1607904751161
Moved to 1296, 1371 at time 1607904751318
Moved to 1295, 1370 at time 1607904751500
Moved to 1294, 1369 at time 1607904751648
Moved to 1293, 1368 at time 1607904751750
Moved to 1292, 1367 at time 1607904751898
Moved to 1291, 1366 at time 1607904752013
Moved to 1290, 1365 at time 1607904752164
Moved to 1289, 1364 at time 1607904752290
Moved to 1288, 1363 at time 1607904752393
Moved to 1287, 1362 at time 1607904752540
Moved to 1286, 1361 at time 1607904752704
Moved to 1285, 1360 at time 1607904752825
Moved to 1284, 1359 at time 1607904752985
Moved to 1283, 1358 at time 1607904753159
Moved to 1282, 1357 at time 1607904753309
Moved to 1281, 1356 at time 1607904753472
Moved to 1280, 1355 at time 1607904753629
Moved to 1279, 1354 at time 1607904753766
Moved to 1278, 1353 at time 1607904753917
Moved to 1277, 1352 at time 1607904754049
Moved to 1276, 1351 at time 1607904754228
Moved to 1275, 1350 at time 1607904754331
Moved to 1274, 1349 at time 1607904754448
Moved to 1273, 1348 at time 1607904754578
Moved to 1272, 1347 at time 1607904754709
Moved to 1271, 1346 at time 1607904754844
Moved to 1270, 1345 at time 1607904754955
Moved to 1269, 1344 at time 1607904755082
Moved to 1268, 1343 at time 1607904755201
Moved to 1267, 1342 at time 1607904755331
Moved to 1266, 1341 at time 1607904755460
Moved to 1265, 1340 at time 1607904755578
Moved to 1264, 1339 at time 1607904755716
Moved to 1263, 1338 at time 1607904755819
Moved to 1262, 1337 at time 1607904755924
Moved to 1261, 1336 at time 1607904756049
Moved to 1260, 1335 at time 1607904756162
Moved to 1259, 1334 at time 1607904756272
Moved to 1258, 1333 at time 1607904756399
Moved to 1257, 1332 at time 1607904756511
Moved to 1256, 1331 at time 1607904756623
Moved to 1255, 1330 at time 1607904756761
Moved to 1254, 1329 at time 1607904756902
Moved to 1253, 1328 at time 1607904757062
Moved to 1252, 1327 at time 1607904757168
Moved to 1251, 1326 at time 1607904757312
Moved to 1250, 1325 at time 1607904757440
Moved to 1249, 1324 at time 1607904757543
Moved to 1248, 1323 at time 1607904757649
Moved to 1247, 1322 at time 1607904757782
Moved to 1246, 1321 at time 1607904757912
Moved to 1245, 1320 at time 1607904758016
Moved to 1244, 1319 at time 1607904758132
Moved to 1243, 1318 at time 1607904758318
Moved to 1242, 1317 at time 1607904758434
Moved to 1241, 1316 at time 1607904758549
Moved to 1240, 1315 at time 1607904758674
Moved to 1239, 1314 at time 1607904758792
Moved to 1238, 1313 at time 1607904758920
Moved to 1237, 1312 at time 1607904759050
Moved to 1236, 1311 at time 1607904759153
Moved to 1235, 1310 at time 1607904759254
Moved to 1234, 1309 at time 1607904759382
Moved to 1233, 1308 at time 1607904759502
Moved to 1232, 1307 at time 1607904759629
Moved to 1231, 1306 at time 1607904759735
Moved to 1230, 1305 at time 1607904759843
Moved to 1229, 1304 at time 1607904759959
Moved to 1228, 1303 at time 1607904760103
Moved to 1227, 1302 at time 1607904760235
Moved to 1226, 1301 at time 1607904760344
Moved to 1225, 1300 at time 1607904760445
Moved to 1224, 1299 at time 1607904760549
Moved to 1223, 1298 at time 1607904760653
Moved to 1222, 1297 at time 1607904760767
Moved to 1221, 1296 at time 1607904760894
Moved to 1220, 1295 at time 1607904761020
Moved to 1219, 1294 at time 1607904761137
Moved to 1218, 1293 at time 1607904761263
Moved to 1217, 1292 at time 1607904761383
Moved to 1216, 1291 at time 1607904761504
Moved to 1215, 1290 at time 1607904761612
Moved to 1214, 1289 at time 1607904761740
Moved to 1213, 1288 at time 1607904761867
Moved to 1212, 1287 at time 1607904761985
Moved to 1211, 1286 at time 1607904762087
Moved to 1210, 1285 at time 1607904762195
