Moved to 32, 2373 at time 1607969349847
Moved to 33, 2372 at time 1607969394854
Moved to 34, 2371 at time 1607969394982
Moved to 35, 2370 at time 1607969395236
Moved to 36, 2369 at time 1607969395339
Moved to 37, 2368 at time 1607969395712
Moved to 38, 2367 at time 1607969396021
Moved to 39, 2366 at time 1607969396376
Moved to 40, 2365 at time 1607969396646
Moved to 41, 2364 at time 1607969396823
Moved to 42, 2363 at time 1607969396926
Moved to 43, 2362 at time 1607969397039
Moved to 44, 2361 at time 1607969397158
Moved to 45, 2360 at time 1607969397418
Moved to 46, 2359 at time 1607969397727
Moved to 47, 2358 at time 1607969398023
Moved to 48, 2357 at time 1607969398206
Moved to 49, 2356 at time 1607969398333
Moved to 50, 2355 at time 1607969398641
Moved to 51, 2354 at time 1607969398907
Moved to 52, 2353 at time 1607969399177
Moved to 53, 2352 at time 1607969399348
Moved to 54, 2351 at time 1607969399483
Moved to 55, 2350 at time 1607969399624
Moved to 56, 2349 at time 1607969399745
Moved to 57, 2348 at time 1607969399849
Moved to 58, 2347 at time 1607969400019
Moved to 59, 2346 at time 1607969400208
Moved to 60, 2345 at time 1607969400339
Moved to 61, 2344 at time 1607969400550
Moved to 62, 2343 at time 1607969400691
Moved to 63, 2342 at time 1607969400842
Moved to 64, 2341 at time 1607969401010
Moved to 65, 2340 at time 1607969401207
Moved to 66, 2339 at time 1607969401532
Moved to 67, 2338 at time 1607969401758
Moved to 68, 2337 at time 1607969402033
Moved to 69, 2336 at time 1607969402135
Moved to 70, 2335 at time 1607969402252
Moved to 71, 2334 at time 1607969402395
Moved to 72, 2333 at time 1607969402548
Moved to 73, 2332 at time 1607969402710
Moved to 74, 2331 at time 1607969402824
Moved to 75, 2330 at time 1607969402988
Moved to 76, 2329 at time 1607969403132
Moved to 77, 2328 at time 1607969403327
Moved to 78, 2327 at time 1607969403521
Moved to 79, 2326 at time 1607969403781
Moved to 80, 2325 at time 1607969404023
Moved to 81, 2324 at time 1607969404332
Moved to 82, 2323 at time 1607969404555
Moved to 83, 2322 at time 1607969404721
Moved to 84, 2321 at time 1607969404899
Moved to 85, 2320 at time 1607969405169
Moved to 86, 2319 at time 1607969405334
Moved to 87, 2318 at time 1607969405485
Moved to 88, 2317 at time 1607969405636
Moved to 89, 2316 at time 1607969405901
Moved to 90, 2315 at time 1607969406025
Moved to 91, 2314 at time 1607969406184
Moved to 92, 2313 at time 1607969406318
Moved to 93, 2312 at time 1607969406466
Moved to 94, 2311 at time 1607969406621
Moved to 95, 2310 at time 1607969406845
Moved to 96, 2309 at time 1607969406992
Moved to 97, 2308 at time 1607969407178
Moved to 98, 2307 at time 1607969407418
Moved to 99, 2306 at time 1607969407663
Moved to 100, 2305 at time 1607969407875
Moved to 99, 2276 at time 1607969412121
Moved to 98, 2275 at time 1607969412392
Moved to 97, 2274 at time 1607969412630
Moved to 96, 2273 at time 1607969412871
Moved to 95, 2272 at time 1607969412977
Moved to 94, 2271 at time 1607969413255
Moved to 93, 2270 at time 1607969413499
Moved to 92, 2269 at time 1607969413639
Moved to 91, 2268 at time 1607969413777
Moved to 90, 2267 at time 1607969413918
Moved to 89, 2266 at time 1607969414047
Moved to 88, 2265 at time 1607969414197
Moved to 87, 2264 at time 1607969414466
Moved to 86, 2263 at time 1607969414637
Moved to 85, 2262 at time 1607969414836
Moved to 84, 2261 at time 1607969415172
Moved to 83, 2260 at time 1607969415395
Moved to 82, 2259 at time 1607969415496
Moved to 81, 2258 at time 1607969415715
Moved to 80, 2257 at time 1607969415845
Moved to 79, 2256 at time 1607969415987
Moved to 78, 2255 at time 1607969416134
Moved to 77, 2254 at time 1607969416268
Moved to 76, 2253 at time 1607969416370
Moved to 75, 2252 at time 1607969416594
Moved to 74, 2251 at time 1607969416798
Moved to 73, 2250 at time 1607969417001
Moved to 72, 2249 at time 1607969417116
Moved to 71, 2248 at time 1607969417280
Moved to 70, 2247 at time 1607969417405
Moved to 69, 2246 at time 1607969417555
Moved to 68, 2245 at time 1607969417711
Moved to 67, 2244 at time 1607969417838
Moved to 66, 2243 at time 1607969417939
Moved to 65, 2242 at time 1607969418054
Moved to 64, 2241 at time 1607969418157
Moved to 63, 2240 at time 1607969418307
Moved to 62, 2238 at time 1607969418574
Moved to 62, 2237 at time 1607969418845
Moved to 61, 2236 at time 1607969418946
Moved to 60, 2235 at time 1607969419047
Moved to 61, 2234 at time 1607969419162
Moved to 62, 2233 at time 1607969419273
Moved to 62, 2231 at time 1607969419613
Moved to 63, 2229 at time 1607969419942
Moved to 62, 2227 at time 1607969420356
Moved to 62, 2223 at time 1607969421190
Moved to 61, 2222 at time 1607969421456
Moved to 62, 2221 at time 1607969421596
Moved to 61, 2219 at time 1607969421895
Moved to 62, 2218 at time 1607969422027
Moved to 63, 2217 at time 1607969422180
Moved to 61, 2146 at time 1607969435239
Moved to 62, 2145 at time 1607969435387
Moved to 61, 2144 at time 1607969435538
Moved to 62, 2143 at time 1607969435652
Moved to 61, 2142 at time 1607969435791
Moved to 62, 2140 at time 1607969436033
Moved to 61, 2138 at time 1607969436290
Moved to 62, 2137 at time 1607969436398
Moved to 61, 2136 at time 1607969436503
Moved to 60, 2134 at time 1607969436780
Moved to 59, 2127 at time 1607969437762
Moved to 58, 2110 at time 1607969440704
Moved to 57, 2107 at time 1607969441172
Moved to 56, 2106 at time 1607969441349
Moved to 57, 2105 at time 1607969441453
Moved to 56, 2103 at time 1607969441733
Moved to 57, 2102 at time 1607969441866
Moved to 56, 2097 at time 1607969442823
