Moved to 654, 1966 at time 1607968586293
Moved to 653, 1965 at time 1607968622538
Moved to 652, 1964 at time 1607968622629
Moved to 651, 1963 at time 1607968622738
Moved to 650, 1962 at time 1607968622792
Moved to 649, 1961 at time 1607968622976
Moved to 648, 1960 at time 1607968623092
Moved to 647, 1959 at time 1607968623369
Moved to 646, 1958 at time 1607968623836
Moved to 645, 1957 at time 1607968624226
Moved to 644, 1956 at time 1607968624370
Moved to 643, 1955 at time 1607968624711
Moved to 642, 1954 at time 1607968625133
Moved to 641, 1953 at time 1607968625506
Moved to 640, 1952 at time 1607968625767
Moved to 639, 1951 at time 1607968625994
Moved to 638, 1950 at time 1607968626327
Moved to 637, 1949 at time 1607968626494
Moved to 636, 1948 at time 1607968626597
Moved to 635, 1947 at time 1607968626637
Moved to 634, 1946 at time 1607968626943
Moved to 633, 1945 at time 1607968627046
Moved to 632, 1944 at time 1607968627147
Moved to 631, 1943 at time 1607968627285
Moved to 630, 1942 at time 1607968627345
Moved to 629, 1941 at time 1607968627454
Moved to 628, 1940 at time 1607968627503
Moved to 627, 1939 at time 1607968627559
Moved to 626, 1938 at time 1607968627650
Moved to 625, 1937 at time 1607968627684
Moved to 624, 1936 at time 1607968627738
Moved to 623, 1935 at time 1607968627829
Moved to 622, 1934 at time 1607968627896
Moved to 621, 1933 at time 1607968627964
Moved to 620, 1932 at time 1607968628042
Moved to 619, 1931 at time 1607968628096
Moved to 618, 1930 at time 1607968628143
Moved to 617, 1929 at time 1607968628188
Moved to 616, 1928 at time 1607968628269
Moved to 615, 1927 at time 1607968628310
Moved to 614, 1926 at time 1607968628380
Moved to 613, 1925 at time 1607968628494
Moved to 612, 1924 at time 1607968628534
Moved to 611, 1923 at time 1607968628628
Moved to 610, 1922 at time 1607968628729
Moved to 609, 1921 at time 1607968628911
Moved to 608, 1920 at time 1607968628992
Moved to 607, 1919 at time 1607968629095
Moved to 606, 1918 at time 1607968629211
Moved to 605, 1917 at time 1607968629247
Moved to 604, 1916 at time 1607968629393
Moved to 603, 1915 at time 1607968629463
Moved to 602, 1914 at time 1607968629529
Moved to 601, 1913 at time 1607968629655
Moved to 600, 1912 at time 1607968629722
Moved to 599, 1911 at time 1607968629854
Moved to 598, 1910 at time 1607968630042
Moved to 597, 1909 at time 1607968630094
Moved to 596, 1908 at time 1607968630146
Moved to 595, 1907 at time 1607968630206
Moved to 594, 1906 at time 1607968630243
Moved to 593, 1905 at time 1607968630321
