Moved to 2713, 1470 at time 1607969349859
Moved to 2712, 1469 at time 1607969394834
Moved to 2711, 1468 at time 1607969394900
Moved to 2710, 1467 at time 1607969395004
Moved to 2709, 1466 at time 1607969395083
Moved to 2708, 1465 at time 1607969395262
Moved to 2707, 1464 at time 1607969395584
Moved to 2706, 1463 at time 1607969395776
Moved to 2705, 1462 at time 1607969396024
Moved to 2704, 1461 at time 1607969396105
Moved to 2703, 1460 at time 1607969396365
Moved to 2702, 1459 at time 1607969396797
Moved to 2701, 1458 at time 1607969396915
Moved to 2700, 1457 at time 1607969397024
Moved to 2699, 1456 at time 1607969397195
Moved to 2698, 1455 at time 1607969397319
Moved to 2697, 1454 at time 1607969397592
Moved to 2696, 1453 at time 1607969397951
Moved to 2695, 1452 at time 1607969397985
Moved to 2694, 1451 at time 1607969398066
Moved to 2693, 1450 at time 1607969398235
Moved to 2692, 1449 at time 1607969398397
Moved to 2691, 1448 at time 1607969398431
Moved to 2690, 1447 at time 1607969398489
Moved to 2689, 1446 at time 1607969398653
Moved to 2688, 1445 at time 1607969398688
Moved to 2687, 1444 at time 1607969398948
Moved to 2686, 1443 at time 1607969399153
Moved to 2685, 1442 at time 1607969399229
Moved to 2684, 1441 at time 1607969399289
Moved to 2683, 1440 at time 1607969399372
Moved to 2682, 1439 at time 1607969399434
Moved to 2681, 1438 at time 1607969399541
Moved to 2680, 1437 at time 1607969399636
Moved to 2679, 1436 at time 1607969399672
Moved to 2678, 1435 at time 1607969399773
Moved to 2677, 1434 at time 1607969399823
Moved to 2676, 1433 at time 1607969399956
Moved to 2675, 1432 at time 1607969400164
Moved to 2674, 1431 at time 1607969400266
Moved to 2673, 1430 at time 1607969400346
Moved to 2672, 1429 at time 1607969400408
Moved to 2671, 1428 at time 1607969400547
Moved to 2670, 1427 at time 1607969400616
Moved to 2669, 1426 at time 1607969400692
Moved to 2668, 1425 at time 1607969400738
Moved to 2667, 1424 at time 1607969400803
Moved to 2666, 1423 at time 1607969400867
Moved to 2665, 1422 at time 1607969400953
Moved to 2664, 1421 at time 1607969401126
Moved to 2663, 1420 at time 1607969401409
Moved to 2662, 1419 at time 1607969401673
Moved to 2661, 1418 at time 1607969401921
Moved to 2660, 1417 at time 1607969402173
Moved to 2659, 1416 at time 1607969402501
Moved to 2658, 1415 at time 1607969402806
Moved to 2657, 1414 at time 1607969403099
Moved to 2656, 1413 at time 1607969403207
Moved to 2655, 1412 at time 1607969403302
Moved to 2654, 1411 at time 1607969403406
Moved to 2653, 1410 at time 1607969403511
Moved to 2652, 1409 at time 1607969403779
Moved to 2651, 1408 at time 1607969403835
Moved to 2650, 1407 at time 1607969404041
Moved to 2649, 1406 at time 1607969404099
Moved to 2648, 1405 at time 1607969404319
Moved to 2647, 1404 at time 1607969404392
Moved to 2646, 1403 at time 1607969404554
Moved to 2645, 1402 at time 1607969404603
Moved to 2644, 1401 at time 1607969404817
Moved to 2643, 1400 at time 1607969404869
Moved to 2642, 1399 at time 1607969404997
Moved to 2641, 1398 at time 1607969405199
Moved to 2640, 1397 at time 1607969405411
Moved to 2639, 1396 at time 1607969405476
Moved to 2638, 1395 at time 1607969405585
Moved to 2637, 1394 at time 1607969405664
Moved to 2636, 1393 at time 1607969405699
Moved to 2635, 1392 at time 1607969405905
Moved to 2634, 1391 at time 1607969406058
Moved to 2633, 1390 at time 1607969406108
Moved to 2632, 1389 at time 1607969406167
Moved to 2631, 1388 at time 1607969406225
Moved to 2630, 1387 at time 1607969406281
Moved to 2629, 1386 at time 1607969406385
Moved to 2628, 1385 at time 1607969406463
Moved to 2627, 1384 at time 1607969406512
Moved to 2626, 1383 at time 1607969406582
Moved to 2625, 1382 at time 1607969406625
Moved to 2624, 1381 at time 1607969406723
Moved to 2623, 1380 at time 1607969406856
Moved to 2622, 1379 at time 1607969407047
Moved to 2621, 1378 at time 1607969407205
Moved to 2620, 1377 at time 1607969407273
Moved to 2619, 1376 at time 1607969407400
Moved to 2618, 1375 at time 1607969407601
Moved to 2617, 1374 at time 1607969407715
Moved to 2616, 1373 at time 1607969407886
Moved to 2615, 1372 at time 1607969407920
Moved to 2614, 1371 at time 1607969407990
Moved to 2613, 1370 at time 1607969408070
Moved to 2612, 1369 at time 1607969408150
Moved to 2611, 1368 at time 1607969408197
Moved to 2610, 1367 at time 1607969408244
Moved to 2609, 1366 at time 1607969408307
Moved to 2608, 1365 at time 1607969408351
Moved to 2607, 1364 at time 1607969408460
Moved to 2606, 1363 at time 1607969408494
Moved to 2605, 1362 at time 1607969408576
Moved to 2604, 1361 at time 1607969408626
Moved to 2603, 1360 at time 1607969408661
Moved to 2602, 1359 at time 1607969408816
Moved to 2601, 1358 at time 1607969408862
Moved to 2600, 1357 at time 1607969408908
Moved to 2599, 1356 at time 1607969408944
Moved to 2598, 1355 at time 1607969409009
Moved to 2597, 1354 at time 1607969409071
Moved to 2596, 1353 at time 1607969409113
Moved to 2595, 1352 at time 1607969409163
Moved to 2594, 1351 at time 1607969409218
Moved to 2593, 1350 at time 1607969409260
Moved to 2592, 1349 at time 1607969409351
Moved to 2591, 1348 at time 1607969409427
Moved to 2590, 1347 at time 1607969409511
Moved to 2589, 1346 at time 1607969409591
Moved to 2588, 1345 at time 1607969409672
Moved to 2587, 1344 at time 1607969409723
Moved to 2586, 1343 at time 1607969409770
Moved to 2585, 1342 at time 1607969409826
Moved to 2584, 1341 at time 1607969409877
Moved to 2583, 1340 at time 1607969409919
Moved to 2582, 1339 at time 1607969409977
Moved to 2581, 1338 at time 1607969410045
Moved to 2580, 1337 at time 1607969410088
Moved to 2579, 1336 at time 1607969410145
Moved to 2578, 1335 at time 1607969410203
Moved to 2577, 1334 at time 1607969410256
Moved to 2576, 1333 at time 1607969410296
Moved to 2575, 1332 at time 1607969410395
Moved to 2574, 1331 at time 1607969410471
Moved to 2573, 1330 at time 1607969410510
Moved to 2572, 1329 at time 1607969410571
Moved to 2571, 1328 at time 1607969410612
Moved to 2570, 1327 at time 1607969410707
Moved to 2569, 1326 at time 1607969410758
Moved to 2568, 1325 at time 1607969410805
Moved to 2567, 1324 at time 1607969410866
Moved to 2566, 1323 at time 1607969410904
Moved to 2565, 1322 at time 1607969411045
Moved to 2564, 1321 at time 1607969411111
Moved to 2563, 1320 at time 1607969411161
Moved to 2562, 1319 at time 1607969411225
Moved to 2561, 1318 at time 1607969411275
Moved to 2560, 1317 at time 1607969411322
Moved to 2559, 1316 at time 1607969411372
Moved to 2558, 1315 at time 1607969411406
Moved to 2557, 1314 at time 1607969411442
Moved to 2556, 1313 at time 1607969411577
Moved to 2555, 1312 at time 1607969411709
Moved to 2554, 1311 at time 1607969411790
Moved to 2553, 1310 at time 1607969411839
Moved to 2552, 1309 at time 1607969411926
Moved to 2551, 1308 at time 1607969412073
Moved to 2550, 1307 at time 1607969412107
Moved to 2549, 1306 at time 1607969412285
Moved to 2548, 1305 at time 1607969412463
Moved to 2547, 1304 at time 1607969412624
Moved to 2546, 1303 at time 1607969412780
Moved to 2545, 1302 at time 1607969412958
Moved to 2544, 1301 at time 1607969413123
Moved to 2543, 1300 at time 1607969413427
Moved to 2542, 1299 at time 1607969413560
Moved to 2541, 1298 at time 1607969413647
Moved to 2540, 1297 at time 1607969413737
Moved to 2539, 1296 at time 1607969413847
Moved to 2538, 1295 at time 1607969413913
Moved to 2537, 1294 at time 1607969413976
Moved to 2536, 1293 at time 1607969414054
Moved to 2535, 1292 at time 1607969414098
Moved to 2534, 1291 at time 1607969414162
Moved to 2533, 1290 at time 1607969414196
Moved to 2532, 1289 at time 1607969414300
Moved to 2531, 1288 at time 1607969414422
Moved to 2530, 1287 at time 1607969414490
Moved to 2529, 1286 at time 1607969414554
Moved to 2528, 1285 at time 1607969414620
Moved to 2527, 1284 at time 1607969414695
Moved to 2526, 1283 at time 1607969414843
Moved to 2525, 1282 at time 1607969415151
Moved to 2524, 1281 at time 1607969415338
Moved to 2523, 1280 at time 1607969415534
Moved to 2522, 1279 at time 1607969415736
Moved to 2521, 1278 at time 1607969415805
Moved to 2520, 1277 at time 1607969415954
Moved to 2519, 1276 at time 1607969416229
Moved to 2518, 1275 at time 1607969416517
Moved to 2517, 1274 at time 1607969416711
Moved to 2516, 1273 at time 1607969416927
Moved to 2515, 1272 at time 1607969416994
Moved to 2514, 1271 at time 1607969417108
Moved to 2513, 1270 at time 1607969417146
Moved to 2512, 1269 at time 1607969417247
Moved to 2511, 1268 at time 1607969417292
Moved to 2510, 1267 at time 1607969417392
Moved to 2509, 1266 at time 1607969417460
Moved to 2508, 1265 at time 1607969417496
Moved to 2507, 1264 at time 1607969417590
Moved to 2506, 1263 at time 1607969417677
Moved to 2505, 1262 at time 1607969417769
Moved to 2504, 1261 at time 1607969417841
Moved to 2503, 1260 at time 1607969417937
Moved to 2502, 1259 at time 1607969417988
Moved to 2501, 1258 at time 1607969418078
Moved to 2500, 1257 at time 1607969418128
Moved to 2499, 1256 at time 1607969418162
Moved to 2498, 1255 at time 1607969418214
Moved to 2497, 1254 at time 1607969418262
Moved to 2496, 1253 at time 1607969418321
Moved to 2495, 1252 at time 1607969418356
Moved to 2494, 1251 at time 1607969418405
Moved to 2493, 1250 at time 1607969418457
Moved to 2492, 1249 at time 1607969418497
Moved to 2491, 1248 at time 1607969418580
Moved to 2490, 1247 at time 1607969418646
Moved to 2489, 1246 at time 1607969418751
Moved to 2488, 1245 at time 1607969418814
Moved to 2487, 1244 at time 1607969418876
Moved to 2486, 1243 at time 1607969418943
Moved to 2485, 1242 at time 1607969419030
Moved to 2484, 1241 at time 1607969419115
Moved to 2483, 1240 at time 1607969419159
Moved to 2482, 1239 at time 1607969419215
Moved to 2481, 1238 at time 1607969419285
Moved to 2480, 1237 at time 1607969419347
Moved to 2479, 1236 at time 1607969419399
Moved to 2478, 1235 at time 1607969419468
Moved to 2477, 1234 at time 1607969419512
Moved to 2476, 1233 at time 1607969419578
Moved to 2475, 1232 at time 1607969419652
Moved to 2474, 1231 at time 1607969419740
Moved to 2473, 1230 at time 1607969419816
Moved to 2472, 1229 at time 1607969419861
Moved to 2471, 1228 at time 1607969419896
Moved to 2470, 1227 at time 1607969419982
Moved to 2469, 1226 at time 1607969420119
Moved to 2468, 1225 at time 1607969420319
Moved to 2467, 1224 at time 1607969420574
Moved to 2466, 1223 at time 1607969420790
Moved to 2465, 1222 at time 1607969421068
Moved to 2464, 1221 at time 1607969421181
Moved to 2463, 1220 at time 1607969421265
Moved to 2462, 1219 at time 1607969421395
Moved to 2461, 1218 at time 1607969421433
Moved to 2460, 1217 at time 1607969421544
Moved to 2459, 1216 at time 1607969421710
Moved to 2458, 1215 at time 1607969421827
Moved to 2457, 1214 at time 1607969421873
Moved to 2456, 1213 at time 1607969421916
Moved to 2455, 1212 at time 1607969422079
Moved to 2454, 1211 at time 1607969422199
Moved to 2453, 1210 at time 1607969422367
Moved to 2452, 1209 at time 1607969422509
Moved to 2451, 1208 at time 1607969422652
Moved to 2450, 1207 at time 1607969422779
