Moved to 1960, 1107 at time 1607967053445
Moved to 1959, 1106 at time 1607967053714
Moved to 1958, 1105 at time 1607967097301
Moved to 1957, 1104 at time 1607967097312
Moved to 1956, 1103 at time 1607967097521
Moved to 1955, 1102 at time 1607967097643
Moved to 1954, 1101 at time 1607967097793
Moved to 1953, 1100 at time 1607967097920
Moved to 1952, 1099 at time 1607967097993
Moved to 1951, 1098 at time 1607967098107
Moved to 1950, 1097 at time 1607967098179
Moved to 1949, 1096 at time 1607967098295
Moved to 1948, 1095 at time 1607967098507
Moved to 1947, 1094 at time 1607967098558
Moved to 1946, 1093 at time 1607967098862
Moved to 1945, 1092 at time 1607967099023
Moved to 1944, 1091 at time 1607967099187
Moved to 1943, 1090 at time 1607967099664
Moved to 1942, 1089 at time 1607967099945
Moved to 1941, 1088 at time 1607967100112
Moved to 1940, 1087 at time 1607967100259
Moved to 1939, 1086 at time 1607967100583
Moved to 1938, 1085 at time 1607967100727
Moved to 1937, 1084 at time 1607967101357
Moved to 1936, 1083 at time 1607967101753
Moved to 1935, 1082 at time 1607967101828
Moved to 1934, 1081 at time 1607967101897
Moved to 1933, 1080 at time 1607967101974
Moved to 1932, 1079 at time 1607967102068
Moved to 1931, 1078 at time 1607967102164
Moved to 1930, 1077 at time 1607967102232
Moved to 1929, 1076 at time 1607967102374
Moved to 1928, 1075 at time 1607967102541
Moved to 1927, 1074 at time 1607967102708
Moved to 1926, 1073 at time 1607967102970
Moved to 1925, 1072 at time 1607967103325
Moved to 1924, 1071 at time 1607967103398
Moved to 1923, 1070 at time 1607967103482
Moved to 1922, 1069 at time 1607967103541
Moved to 1921, 1068 at time 1607967103629
Moved to 1920, 1067 at time 1607967103690
Moved to 1919, 1066 at time 1607967103798
Moved to 1918, 1065 at time 1607967103847
Moved to 1917, 1064 at time 1607967103925
Moved to 1916, 1063 at time 1607967104200
Moved to 1915, 1062 at time 1607967104267
Moved to 1914, 1061 at time 1607967104278
Moved to 1913, 1060 at time 1607967104553
