Moved to 2398, 1279 at time 1607968070144
Moved to 2397, 1278 at time 1607968070340
Moved to 2396, 1277 at time 1607968143891
Moved to 2395, 1276 at time 1607968144139
Moved to 2394, 1275 at time 1607968144218
Moved to 2393, 1274 at time 1607968144257
Moved to 2392, 1273 at time 1607968144359
Moved to 2391, 1272 at time 1607968144428
Moved to 2390, 1271 at time 1607968144552
Moved to 2389, 1270 at time 1607968144650
Moved to 2388, 1269 at time 1607968144796
Moved to 2387, 1268 at time 1607968144920
Moved to 2386, 1267 at time 1607968145012
Moved to 2385, 1266 at time 1607968145094
Moved to 2384, 1265 at time 1607968145296
Moved to 2383, 1264 at time 1607968145333
Moved to 2382, 1263 at time 1607968145554
Moved to 2381, 1262 at time 1607968145863
Moved to 2380, 1261 at time 1607968145897
Moved to 2379, 1260 at time 1607968146014
Moved to 2378, 1259 at time 1607968146091
Moved to 2377, 1258 at time 1607968146274
Moved to 2376, 1257 at time 1607968146673
Moved to 2375, 1256 at time 1607968146728
Moved to 2374, 1255 at time 1607968146877
Moved to 2373, 1254 at time 1607968147007
Moved to 2372, 1253 at time 1607968147080
Moved to 2371, 1252 at time 1607968147247
Moved to 2370, 1251 at time 1607968147361
Moved to 2369, 1250 at time 1607968147553
Moved to 2368, 1249 at time 1607968147653
Moved to 2367, 1248 at time 1607968147783
Moved to 2366, 1247 at time 1607968147885
Moved to 2365, 1246 at time 1607968148117
Moved to 2364, 1245 at time 1607968148321
Moved to 2363, 1244 at time 1607968148406
Moved to 2362, 1243 at time 1607968148636
Moved to 2361, 1242 at time 1607968148679
Moved to 2360, 1241 at time 1607968148948
Moved to 2359, 1240 at time 1607968149273
Moved to 2358, 1239 at time 1607968149445
Moved to 2357, 1238 at time 1607968149634
Moved to 2356, 1237 at time 1607968149826
Moved to 2355, 1236 at time 1607968149993
Moved to 2354, 1235 at time 1607968150181
Moved to 2353, 1234 at time 1607968150343
Moved to 2352, 1233 at time 1607968150381
Moved to 2351, 1232 at time 1607968150447
Moved to 2350, 1231 at time 1607968150597
Moved to 2349, 1230 at time 1607968150738
Moved to 2348, 1229 at time 1607968150937
Moved to 2347, 1228 at time 1607968151105
Moved to 2346, 1227 at time 1607968151306
Moved to 2345, 1226 at time 1607968151341
Moved to 2344, 1225 at time 1607968151415
Moved to 2343, 1224 at time 1607968151497
Moved to 2342, 1223 at time 1607968151708
Moved to 2341, 1222 at time 1607968151807
Moved to 2340, 1221 at time 1607968151919
Moved to 2339, 1220 at time 1607968152140
Moved to 2338, 1219 at time 1607968152254
Moved to 2337, 1218 at time 1607968152301
Moved to 2336, 1217 at time 1607968152423
Moved to 2335, 1216 at time 1607968152625
Moved to 2334, 1215 at time 1607968152776
Moved to 2333, 1214 at time 1607968152942
Moved to 2332, 1213 at time 1607968153094
Moved to 2331, 1212 at time 1607968153299
Moved to 2330, 1211 at time 1607968153508
Moved to 2329, 1210 at time 1607968153568
Moved to 2328, 1209 at time 1607968153796
Moved to 2327, 1208 at time 1607968153864
Moved to 2326, 1207 at time 1607968153964
Moved to 2325, 1206 at time 1607968154010
Moved to 2324, 1205 at time 1607968263708
Moved to 2323, 1204 at time 1607968263845
Moved to 2322, 1203 at time 1607968263954
Moved to 2321, 1202 at time 1607968264127
Moved to 2320, 1201 at time 1607968264275
Moved to 2319, 1200 at time 1607968264319
Moved to 2318, 1199 at time 1607968264470
Moved to 2317, 1198 at time 1607968264531
Moved to 2316, 1197 at time 1607968264694
Moved to 2315, 1196 at time 1607968264755
Moved to 2314, 1195 at time 1607968264915
Moved to 2313, 1194 at time 1607968264996
Moved to 2312, 1193 at time 1607968265130
Moved to 2311, 1192 at time 1607968265200
Moved to 2310, 1191 at time 1607968265367
Moved to 2309, 1190 at time 1607968265404
Moved to 2308, 1189 at time 1607968265647
Moved to 2307, 1188 at time 1607968265776
Moved to 2306, 1187 at time 1607968265862
Moved to 2305, 1186 at time 1607968266000
Moved to 2304, 1185 at time 1607968266098
Moved to 2303, 1184 at time 1607968266235
Moved to 2302, 1183 at time 1607968266308
Moved to 2301, 1182 at time 1607968266371
Moved to 2300, 1181 at time 1607968266414
Moved to 2299, 1180 at time 1607968266485
Moved to 2298, 1179 at time 1607968266519
Moved to 2297, 1178 at time 1607968266553
Moved to 2296, 1177 at time 1607968266595
Moved to 2295, 1176 at time 1607968266634
Moved to 2294, 1175 at time 1607968266686
Moved to 2293, 1174 at time 1607968266808
Moved to 2292, 1173 at time 1607968266867
Moved to 2291, 1172 at time 1607968266941
Moved to 2290, 1171 at time 1607968267017
Moved to 2289, 1170 at time 1607968267085
Moved to 2288, 1169 at time 1607968267176
Moved to 2287, 1168 at time 1607968267255
Moved to 2286, 1167 at time 1607968267336
Moved to 2285, 1166 at time 1607968267425
Moved to 2284, 1165 at time 1607968267519
Moved to 2283, 1164 at time 1607968267607
Moved to 2282, 1163 at time 1607968267674
Moved to 2281, 1162 at time 1607968267772
Moved to 2280, 1161 at time 1607968267875
Moved to 2279, 1160 at time 1607968267931
Moved to 2278, 1159 at time 1607968268001
Moved to 2277, 1158 at time 1607968268107
Moved to 2276, 1157 at time 1607968268176
Moved to 2275, 1156 at time 1607968268253
Moved to 2274, 1155 at time 1607968268319
Moved to 2273, 1154 at time 1607968268385
Moved to 2272, 1153 at time 1607968268457
Moved to 2271, 1152 at time 1607968268502
Moved to 2270, 1151 at time 1607968268602
