Moved to 1972, 1616 at time 1607967053573
Moved to 1971, 1615 at time 1607967097418
Moved to 1970, 1614 at time 1607967097747
Moved to 1969, 1613 at time 1607967097940
Moved to 1968, 1612 at time 1607967098138
Moved to 1967, 1611 at time 1607967098314
Moved to 1966, 1610 at time 1607967098544
Moved to 1965, 1609 at time 1607967098715
Moved to 1964, 1608 at time 1607967098838
Moved to 1963, 1607 at time 1607967099024
Moved to 1962, 1606 at time 1607967099163
Moved to 1961, 1605 at time 1607967099671
Moved to 1960, 1604 at time 1607967099913
Moved to 1959, 1603 at time 1607967100114
Moved to 1958, 1602 at time 1607967100199
Moved to 1957, 1601 at time 1607967100615
Moved to 1956, 1600 at time 1607967100663
Moved to 1955, 1599 at time 1607967101137
Moved to 1954, 1598 at time 1607967101280
Moved to 1953, 1597 at time 1607967101774
Moved to 1952, 1596 at time 1607967101926
Moved to 1951, 1595 at time 1607967102146
Moved to 1950, 1594 at time 1607967102225
Moved to 1949, 1593 at time 1607967102359
Moved to 1948, 1592 at time 1607967102531
Moved to 1947, 1591 at time 1607967102685
Moved to 1946, 1590 at time 1607967102970
Moved to 1945, 1589 at time 1607967103199
Moved to 1944, 1588 at time 1607967103313
Moved to 1943, 1587 at time 1607967103381
Moved to 1942, 1586 at time 1607967103473
Moved to 1941, 1585 at time 1607967103532
Moved to 1940, 1584 at time 1607967103615
Moved to 1939, 1583 at time 1607967103679
Moved to 1938, 1582 at time 1607967103866
Moved to 1937, 1581 at time 1607967104016
Moved to 1936, 1580 at time 1607967104394
Moved to 1935, 1579 at time 1607967104819
Moved to 1934, 1578 at time 1607967105299
Moved to 1933, 1577 at time 1607967105914
Moved to 1932, 1576 at time 1607967106232
Moved to 1931, 1575 at time 1607967106300
Moved to 1930, 1574 at time 1607967106554
Moved to 1929, 1573 at time 1607967106616
Moved to 1928, 1572 at time 1607967107024
Moved to 1927, 1571 at time 1607967107336
Moved to 1926, 1570 at time 1607967107581
Moved to 1925, 1569 at time 1607967107705
Moved to 1924, 1568 at time 1607967107833
Moved to 1923, 1567 at time 1607967108006
Moved to 1922, 1566 at time 1607967108102
Moved to 1921, 1565 at time 1607967108249
Moved to 1920, 1564 at time 1607967108359
Moved to 1919, 1563 at time 1607967108475
Moved to 1918, 1562 at time 1607967108598
Moved to 1917, 1561 at time 1607967108857
Moved to 1916, 1560 at time 1607967109284
Moved to 1915, 1559 at time 1607967109686
Moved to 1914, 1558 at time 1607967110029
Moved to 1913, 1557 at time 1607967110228
Moved to 1912, 1556 at time 1607967110345
Moved to 1911, 1555 at time 1607967110651
Moved to 1910, 1554 at time 1607967110798
Moved to 1909, 1553 at time 1607967111062
Moved to 1908, 1552 at time 1607967111219
Moved to 1907, 1551 at time 1607967111513
Moved to 1906, 1550 at time 1607967111637
Moved to 1905, 1549 at time 1607967111900
Moved to 1904, 1548 at time 1607967111937
Moved to 1903, 1547 at time 1607967112117
Moved to 1902, 1546 at time 1607967112175
Moved to 1901, 1545 at time 1607967112373
Moved to 1900, 1544 at time 1607967112408
Moved to 1899, 1543 at time 1607967112461
Moved to 1898, 1542 at time 1607967112761
Moved to 1897, 1541 at time 1607967113203
Moved to 1896, 1540 at time 1607967113620
Moved to 1895, 1539 at time 1607967113666
Moved to 1894, 1538 at time 1607967113701
Moved to 1893, 1537 at time 1607967114037
Moved to 1892, 1536 at time 1607967114157
Moved to 1891, 1535 at time 1607967114491
Moved to 1890, 1534 at time 1607967114603
Moved to 1889, 1533 at time 1607967114898
Moved to 1888, 1532 at time 1607967115014
Moved to 1887, 1531 at time 1607967115320
Moved to 1886, 1530 at time 1607967115463
