Moved to 776, 1114 at time 1607970313869
Moved to 775, 1115 at time 1607970313918
Moved to 774, 1114 at time 1607970313955
Moved to 773, 1113 at time 1607970313993
Moved to 772, 1114 at time 1607970314032
Moved to 771, 1115 at time 1607970314068
Moved to 770, 1116 at time 1607970314135
Moved to 769, 1115 at time 1607970314169
Moved to 768, 1114 at time 1607970314204
Moved to 767, 1115 at time 1607970314242
Moved to 766, 1116 at time 1607970314281
Moved to 765, 1117 at time 1607970314326
Moved to 764, 1116 at time 1607970314365
Moved to 763, 1117 at time 1607970314401
Moved to 762, 1118 at time 1607970314449
Moved to 761, 1119 at time 1607970314490
Moved to 760, 1120 at time 1607970314529
Moved to 759, 1121 at time 1607970314563
Moved to 758, 1120 at time 1607970314598
Moved to 757, 1119 at time 1607970314632
Moved to 756, 1120 at time 1607970314667
Moved to 755, 1119 at time 1607970314702
Moved to 754, 1120 at time 1607970314737
Moved to 753, 1121 at time 1607970314772
Moved to 752, 1120 at time 1607970314807
Moved to 751, 1119 at time 1607970314841
Moved to 750, 1120 at time 1607970314883
Moved to 749, 1121 at time 1607970314923
Moved to 748, 1120 at time 1607970314972
Moved to 747, 1121 at time 1607970315010
Moved to 746, 1122 at time 1607970315049
Moved to 745, 1121 at time 1607970315085
Moved to 744, 1120 at time 1607970315123
Moved to 743, 1121 at time 1607970315160
Moved to 742, 1122 at time 1607970315196
Attacked Unit@59b95789at position 473, 1249 at time 1607970315231
Attacked Unit@59b95789at position 473, 1249 at time 1607970316906
Moved to 741, 1123 at time 1607970316949
Moved to 740, 1124 at time 1607970316984
Moved to 736, 1125 at time 1607970317123
Moved to 735, 1126 at time 1607970317158
Moved to 734, 1127 at time 1607970317195
Moved to 733, 1126 at time 1607970317230
Moved to 732, 1127 at time 1607970317269
Moved to 731, 1128 at time 1607970317303
Moved to 730, 1129 at time 1607970317337
Moved to 729, 1130 at time 1607970317375
Moved to 728, 1131 at time 1607970317412
Moved to 727, 1132 at time 1607970317448
Moved to 726, 1133 at time 1607970317482
Attacked Unit@7ad5d45aat position 457, 1221 at time 1607970318598
Moved to 725, 1132 at time 1607970319130
Moved to 724, 1131 at time 1607970319166
Moved to 723, 1132 at time 1607970319204
Moved to 722, 1131 at time 1607970319240
Moved to 721, 1130 at time 1607970319276
Moved to 720, 1129 at time 1607970319311
Moved to 719, 1130 at time 1607970319348
Moved to 718, 1129 at time 1607970319383
Moved to 717, 1128 at time 1607970319417
Moved to 716, 1129 at time 1607970319453
Moved to 715, 1128 at time 1607970319489
Moved to 714, 1129 at time 1607970319526
Moved to 711, 1130 at time 1607970319631
Moved to 710, 1131 at time 1607970319670
Moved to 709, 1130 at time 1607970319706
Moved to 707, 1131 at time 1607970319778
Moved to 706, 1130 at time 1607970319813
Moved to 703, 1129 at time 1607970319917
Moved to 702, 1128 at time 1607970319953
Moved to 701, 1127 at time 1607970319987
Moved to 700, 1128 at time 1607970320021
Moved to 699, 1129 at time 1607970320055
Moved to 698, 1128 at time 1607970320090
Moved to 697, 1129 at time 1607970320124
Moved to 696, 1130 at time 1607970320158
Moved to 695, 1129 at time 1607970320193
Moved to 694, 1130 at time 1607970320227
Moved to 693, 1131 at time 1607970320262
Moved to 692, 1130 at time 1607970320297
Moved to 691, 1129 at time 1607970320333
Moved to 690, 1128 at time 1607970320368
Moved to 688, 1129 at time 1607970320436
Moved to 687, 1128 at time 1607970320470
Moved to 686, 1129 at time 1607970320506
Moved to 685, 1128 at time 1607970320541
Moved to 683, 1129 at time 1607970320610
Moved to 682, 1128 at time 1607970320644
Moved to 681, 1129 at time 1607970320679
Moved to 679, 1128 at time 1607970320749
Moved to 677, 1129 at time 1607970320819
Moved to 676, 1130 at time 1607970320853
Moved to 675, 1129 at time 1607970320888
Moved to 674, 1130 at time 1607970320932
Moved to 673, 1129 at time 1607970320978
Moved to 668, 1130 at time 1607970321185
