Moved to 75, 1198 at time 1607904712094
Moved to 76, 1197 at time 1607904712222
Moved to 77, 1196 at time 1607904712430
Moved to 78, 1195 at time 1607904712511
Moved to 79, 1194 at time 1607904712765
Moved to 80, 1193 at time 1607904712900
Moved to 81, 1192 at time 1607904713000
Moved to 82, 1191 at time 1607904713112
Moved to 83, 1190 at time 1607904713132
Moved to 84, 1189 at time 1607904713203
Moved to 85, 1188 at time 1607904713315
Moved to 86, 1187 at time 1607904725351
Moved to 87, 1186 at time 1607904725363
Moved to 88, 1185 at time 1607904725418
Moved to 89, 1184 at time 1607904725522
Moved to 90, 1183 at time 1607904725618
Moved to 91, 1182 at time 1607904725700
Moved to 92, 1181 at time 1607904725789
Moved to 93, 1180 at time 1607904725889
Moved to 94, 1179 at time 1607904725939
Moved to 95, 1178 at time 1607904725956
Moved to 96, 1177 at time 1607904726065
Moved to 97, 1176 at time 1607904726090
Moved to 98, 1175 at time 1607904726178
Moved to 99, 1174 at time 1607904750297
Moved to 100, 1173 at time 1607904750308
