Moved to 1360, 1279 at time 1607968070183
Moved to 1359, 1278 at time 1607968070311
Moved to 1358, 1279 at time 1607968143944
Moved to 1357, 1278 at time 1607968144090
Moved to 1356, 1277 at time 1607968144144
Moved to 1355, 1278 at time 1607968144212
Moved to 1356, 1277 at time 1607968144261
Moved to 1357, 1276 at time 1607968144478
Moved to 1356, 1275 at time 1607968144743
Moved to 1357, 1274 at time 1607968144779
Moved to 1358, 1273 at time 1607968144813
Moved to 1357, 1272 at time 1607968144905
Moved to 1356, 1273 at time 1607968145022
Moved to 1355, 1272 at time 1607968145082
Moved to 1356, 1271 at time 1607968145148
Attacked Unit@704e8835at position 1282, 1002 at time 1607968145290
Got attacked at 1356, 1271 by Unit@704e8835 at time 1607968146780
Attacked Unit@704e8835at position 1282, 1002 at time 1607968147007
Got attacked at 1356, 1271 by Unit@704e8835 at time 1607968148492
Attacked Unit@704e8835at position 1282, 1002 at time 1607968148762
Got attacked at 1356, 1271 by Unit@2e9ca4bf at time 1607968149964
Got attacked at 1356, 1271 by Unit@704e8835 at time 1607968150192
Attacked Unit@704e8835at position 1282, 1002 at time 1607968150450
Got attacked at 1356, 1271 by Unit@2e9ca4bf at time 1607968151741
Attacked Unit@792347b8at position 1341, 1002 at time 1607968152194
Got attacked at 1356, 1271 by Unit@2e9ca4bf at time 1607968153420
Attacked Unit@2e9ca4bfat position 1260, 1002 at time 1607968153875
Attacked Unit@792347b8at position 1341, 1002 at time 1607968263711
Got attacked at 1356, 1271 by Unit@792347b8 at time 1607968263720
Died at 1356, 1271 at time 1607968263837
