Moved to 988, 1441 at time 1607904712465
Moved to 987, 1440 at time 1607904712716
Moved to 986, 1439 at time 1607904712917
Moved to 985, 1438 at time 1607904713118
Moved to 984, 1437 at time 1607904713234
Moved to 983, 1436 at time 1607904725550
Moved to 982, 1435 at time 1607904725740
Moved to 981, 1434 at time 1607904725927
Moved to 980, 1433 at time 1607904726116
Moved to 979, 1432 at time 1607904750463
Moved to 978, 1431 at time 1607904750616
Moved to 977, 1430 at time 1607904750763
Moved to 976, 1429 at time 1607904750866
Moved to 975, 1428 at time 1607904751042
Moved to 974, 1427 at time 1607904751165
Moved to 973, 1426 at time 1607904751314
Moved to 972, 1425 at time 1607904751442
Moved to 971, 1424 at time 1607904751587
Moved to 970, 1423 at time 1607904751766
Moved to 969, 1422 at time 1607904751925
Moved to 968, 1421 at time 1607904752088
Moved to 967, 1420 at time 1607904752217
Moved to 966, 1419 at time 1607904752364
Moved to 965, 1418 at time 1607904752514
Moved to 964, 1417 at time 1607904752682
Moved to 963, 1416 at time 1607904752800
Moved to 962, 1415 at time 1607904752965
Moved to 961, 1414 at time 1607904753094
Moved to 960, 1413 at time 1607904753215
Moved to 959, 1412 at time 1607904753365
Moved to 958, 1411 at time 1607904753482
Moved to 957, 1410 at time 1607904753644
Moved to 956, 1409 at time 1607904753796
Moved to 955, 1408 at time 1607904753934
Moved to 954, 1407 at time 1607904754080
Moved to 953, 1406 at time 1607904754248
Moved to 952, 1405 at time 1607904754352
Moved to 951, 1404 at time 1607904754459
Moved to 950, 1403 at time 1607904754576
Moved to 949, 1402 at time 1607904754699
Moved to 948, 1401 at time 1607904754818
Moved to 947, 1400 at time 1607904754959
Moved to 946, 1399 at time 1607904755077
Moved to 945, 1398 at time 1607904755210
Moved to 944, 1397 at time 1607904755319
Moved to 943, 1396 at time 1607904755468
Moved to 942, 1395 at time 1607904755570
Moved to 941, 1394 at time 1607904755684
Moved to 940, 1393 at time 1607904755818
Moved to 939, 1392 at time 1607904755928
Moved to 938, 1391 at time 1607904756044
Moved to 937, 1390 at time 1607904756166
Moved to 936, 1389 at time 1607904756306
Moved to 935, 1388 at time 1607904756433
Moved to 934, 1387 at time 1607904756552
Moved to 933, 1386 at time 1607904756682
Moved to 932, 1385 at time 1607904756830
Moved to 931, 1384 at time 1607904756966
Moved to 930, 1383 at time 1607904757099
Moved to 929, 1382 at time 1607904757213
Moved to 928, 1381 at time 1607904757367
Moved to 927, 1380 at time 1607904757488
Moved to 926, 1379 at time 1607904757618
Moved to 925, 1378 at time 1607904757744
Moved to 924, 1377 at time 1607904757863
Moved to 923, 1376 at time 1607904757993
Moved to 922, 1375 at time 1607904758117
Moved to 921, 1374 at time 1607904758261
Moved to 920, 1373 at time 1607904758395
Moved to 919, 1372 at time 1607904758521
Moved to 918, 1371 at time 1607904758655
Moved to 917, 1370 at time 1607904758769
Moved to 916, 1369 at time 1607904758878
Moved to 915, 1368 at time 1607904759006
Moved to 914, 1367 at time 1607904759137
Moved to 913, 1366 at time 1607904759269
Moved to 912, 1365 at time 1607904759397
Moved to 911, 1364 at time 1607904759528
Moved to 910, 1363 at time 1607904759636
Moved to 909, 1362 at time 1607904759766
Moved to 908, 1361 at time 1607904759878
Moved to 907, 1360 at time 1607904760007
Moved to 906, 1359 at time 1607904760134
Moved to 905, 1358 at time 1607904760262
Moved to 904, 1357 at time 1607904760387
Moved to 903, 1356 at time 1607904760510
Moved to 902, 1355 at time 1607904760633
Moved to 901, 1354 at time 1607904760757
Moved to 900, 1353 at time 1607904760873
Moved to 899, 1352 at time 1607904760977
Moved to 898, 1351 at time 1607904761101
Moved to 897, 1350 at time 1607904761211
Moved to 896, 1349 at time 1607904761329
Moved to 895, 1348 at time 1607904761452
Moved to 894, 1347 at time 1607904761575
Moved to 893, 1346 at time 1607904761696
Moved to 892, 1345 at time 1607904761822
Moved to 891, 1344 at time 1607904761935
Moved to 890, 1343 at time 1607904762041
Moved to 889, 1342 at time 1607904762154
Moved to 888, 1341 at time 1607904762260
Moved to 887, 1340 at time 1607904762362
Moved to 886, 1339 at time 1607904762502
Moved to 885, 1338 at time 1607904762606
Moved to 884, 1337 at time 1607904762709
Moved to 883, 1336 at time 1607904762838
Moved to 882, 1335 at time 1607904762971
Moved to 881, 1334 at time 1607904763101
Moved to 880, 1333 at time 1607904763206
Moved to 879, 1332 at time 1607904763309
Moved to 878, 1331 at time 1607904763411
Moved to 877, 1330 at time 1607904763512
Moved to 876, 1329 at time 1607904763616
Moved to 875, 1328 at time 1607904763717
Moved to 874, 1327 at time 1607904763818
Moved to 873, 1326 at time 1607904763920
Moved to 872, 1325 at time 1607904764027
Moved to 871, 1324 at time 1607904764131
Moved to 870, 1323 at time 1607904764235
Moved to 869, 1322 at time 1607904764365
Moved to 868, 1321 at time 1607904764476
Moved to 867, 1320 at time 1607904764582
Moved to 866, 1319 at time 1607904764685
Moved to 865, 1318 at time 1607904764788
Moved to 864, 1317 at time 1607904764890
Moved to 863, 1316 at time 1607904764993
Moved to 862, 1315 at time 1607904765096
Moved to 861, 1314 at time 1607904765197
Moved to 860, 1313 at time 1607904765299
Moved to 859, 1312 at time 1607904765400
Moved to 858, 1311 at time 1607904765503
Moved to 857, 1310 at time 1607904765607
Moved to 856, 1309 at time 1607904765708
Moved to 855, 1308 at time 1607904765813
Moved to 854, 1307 at time 1607904765915
Moved to 853, 1306 at time 1607904766018
Moved to 852, 1305 at time 1607904766120
Moved to 851, 1304 at time 1607904766221
Moved to 850, 1303 at time 1607904766323
Moved to 849, 1302 at time 1607904766425
Moved to 848, 1301 at time 1607904766526
Moved to 847, 1300 at time 1607904766627
Moved to 846, 1299 at time 1607904766728
Moved to 845, 1298 at time 1607904766931
Moved to 844, 1297 at time 1607904767034
Moved to 843, 1296 at time 1607904767136
Moved to 842, 1295 at time 1607904767337
Moved to 841, 1294 at time 1607904767438
Moved to 840, 1293 at time 1607904767639
Moved to 839, 1292 at time 1607904767741
Moved to 838, 1291 at time 1607904767844
Moved to 837, 1290 at time 1607904768045
Moved to 836, 1289 at time 1607904768146
