Moved to 1529, 1163 at time 1607967053390
Moved to 1528, 1162 at time 1607967053781
Moved to 1527, 1161 at time 1607967097543
Moved to 1526, 1160 at time 1607967097796
Moved to 1525, 1159 at time 1607967098038
Moved to 1524, 1158 at time 1607967098156
Moved to 1523, 1157 at time 1607967098413
Moved to 1522, 1156 at time 1607967098561
Moved to 1521, 1155 at time 1607967098938
Moved to 1520, 1154 at time 1607967099180
Moved to 1519, 1153 at time 1607967099576
Moved to 1518, 1152 at time 1607967100119
Moved to 1517, 1151 at time 1607967100627
Moved to 1516, 1150 at time 1607967101092
Moved to 1515, 1149 at time 1607967101789
Moved to 1514, 1148 at time 1607967102013
Moved to 1513, 1147 at time 1607967102139
Moved to 1512, 1146 at time 1607967102543
Moved to 1511, 1145 at time 1607967103051
Moved to 1510, 1144 at time 1607967103357
Moved to 1509, 1143 at time 1607967103566
Moved to 1508, 1142 at time 1607967103828
Moved to 1507, 1141 at time 1607967103981
Moved to 1506, 1140 at time 1607967104327
Moved to 1505, 1139 at time 1607967104823
Moved to 1504, 1138 at time 1607967105131
Moved to 1503, 1137 at time 1607967105410
Moved to 1502, 1136 at time 1607967105811
Moved to 1501, 1135 at time 1607967106272
Moved to 1500, 1134 at time 1607967106530
Moved to 1499, 1133 at time 1607967107038
Moved to 1498, 1132 at time 1607967107142
Moved to 1497, 1131 at time 1607967107427
Moved to 1496, 1130 at time 1607967107638
Moved to 1495, 1129 at time 1607967107833
Moved to 1494, 1128 at time 1607967107960
Moved to 1493, 1127 at time 1607967108082
Moved to 1492, 1126 at time 1607967108205
Moved to 1491, 1125 at time 1607967108333
Moved to 1490, 1124 at time 1607967108549
Moved to 1489, 1123 at time 1607967108819
Moved to 1488, 1122 at time 1607967109250
Moved to 1487, 1121 at time 1607967109638
Moved to 1486, 1120 at time 1607967110017
Moved to 1485, 1119 at time 1607967110493
Moved to 1484, 1118 at time 1607967110906
Moved to 1483, 1117 at time 1607967111011
Moved to 1482, 1116 at time 1607967111200
Moved to 1481, 1115 at time 1607967111460
Moved to 1480, 1114 at time 1607967111564
Moved to 1479, 1113 at time 1607967111903
Moved to 1478, 1112 at time 1607967112076
Moved to 1477, 1111 at time 1607967112420
Moved to 1476, 1110 at time 1607967112745
Moved to 1475, 1109 at time 1607967113159
Moved to 1474, 1108 at time 1607967113598
Moved to 1473, 1107 at time 1607967114081
Moved to 1472, 1106 at time 1607967114501
Moved to 1471, 1105 at time 1607967114934
Got attacked at 1471, 1105 by Unit@5c6bc1f0 at time 1607967114967
Moved to 1470, 1104 at time 1607967115338
Moved to 1469, 1103 at time 1607967115674
Moved to 1468, 1102 at time 1607967115850
Moved to 1467, 1101 at time 1607967116147
Moved to 1466, 1100 at time 1607967116638
Moved to 1465, 1099 at time 1607967116774
Got attacked at 1465, 1099 by Unit@5c6bc1f0 at time 1607967116884
Moved to 1464, 1098 at time 1607967116916
Died at 1464, 1098 at time 1607967116916
