Moved to 2266, 484 at time 1607968586292
Moved to 2265, 485 at time 1607968622520
Moved to 2264, 486 at time 1607968622679
Moved to 2263, 487 at time 1607968622856
Moved to 2262, 488 at time 1607968622971
Moved to 2261, 489 at time 1607968623095
Moved to 2260, 490 at time 1607968623403
Moved to 2259, 491 at time 1607968623712
Moved to 2258, 492 at time 1607968623847
Moved to 2257, 493 at time 1607968624217
Moved to 2256, 494 at time 1607968624374
Moved to 2255, 495 at time 1607968624410
Moved to 2254, 496 at time 1607968624910
Moved to 2253, 497 at time 1607968625055
Moved to 2252, 498 at time 1607968625229
Moved to 2251, 499 at time 1607968625655
Moved to 2250, 500 at time 1607968625899
Moved to 2249, 501 at time 1607968626165
Attacked Unit@9e89407at position 1980, 611 at time 1607968626202
Moved to 2248, 502 at time 1607968626755
Moved to 2247, 503 at time 1607968626942
Moved to 2246, 504 at time 1607968627046
Moved to 2245, 505 at time 1607968627146
Moved to 2244, 506 at time 1607968627284
Moved to 2243, 507 at time 1607968627345
Attacked Unit@529707a1at position 1974, 686 at time 1607968627884
Attacked Unit@529707a1at position 1974, 686 at time 1607968629924
Moved to 2242, 508 at time 1607968630040
Moved to 2241, 509 at time 1607968630095
Moved to 2240, 510 at time 1607968630145
Moved to 2239, 511 at time 1607968630207
Moved to 2238, 512 at time 1607968630296
Moved to 2237, 513 at time 1607968630340
Moved to 2236, 514 at time 1607968630393
Moved to 2235, 515 at time 1607968630507
Moved to 2234, 516 at time 1607968630576
Moved to 2233, 517 at time 1607968630686
Moved to 2232, 518 at time 1607968630761
Moved to 2231, 519 at time 1607968630879
Moved to 2230, 520 at time 1607968630915
Moved to 2229, 521 at time 1607968630952
Moved to 2228, 522 at time 1607968631161
Moved to 2227, 523 at time 1607968631202
Moved to 2226, 524 at time 1607968631465
Moved to 2225, 525 at time 1607968631789
Moved to 2224, 526 at time 1607968632007
Moved to 2223, 527 at time 1607968632068
Moved to 2222, 528 at time 1607968632165
Moved to 2221, 529 at time 1607968632244
Moved to 2220, 530 at time 1607968632290
Moved to 2219, 531 at time 1607968632403
Moved to 2218, 532 at time 1607968632479
Moved to 2217, 533 at time 1607968632541
Moved to 2216, 534 at time 1607968632615
Moved to 2215, 535 at time 1607968632680
Moved to 2214, 536 at time 1607968632742
Moved to 2213, 537 at time 1607968632796
Moved to 2212, 538 at time 1607968632870
Moved to 2211, 539 at time 1607968632942
Moved to 2210, 540 at time 1607968632981
Moved to 2209, 541 at time 1607968633023
Moved to 2208, 542 at time 1607968633095
Moved to 2207, 543 at time 1607968633145
Moved to 2206, 544 at time 1607968633184
Moved to 2205, 545 at time 1607968633264
Moved to 2204, 546 at time 1607968633336
Moved to 2203, 547 at time 1607968633380
Moved to 2202, 548 at time 1607968633450
Moved to 2201, 549 at time 1607968705467
Moved to 2200, 550 at time 1607968705530
Moved to 2199, 551 at time 1607968705580
Moved to 2198, 552 at time 1607968705641
Moved to 2197, 553 at time 1607968705683
Moved to 2196, 554 at time 1607968705726
