Moved to 131, 1069 at time 1607972168658
Moved to 132, 1070 at time 1607972168695
Moved to 133, 1071 at time 1607972168729
Moved to 134, 1072 at time 1607972168788
Moved to 135, 1073 at time 1607972168826
Moved to 136, 1074 at time 1607972168861
Moved to 137, 1075 at time 1607972168895
Moved to 138, 1076 at time 1607972168937
Moved to 139, 1077 at time 1607972168971
Moved to 140, 1078 at time 1607972169042
Moved to 141, 1079 at time 1607972169076
Moved to 142, 1080 at time 1607972169111
Moved to 143, 1081 at time 1607972169146
Moved to 144, 1082 at time 1607972169184
Moved to 145, 1083 at time 1607972169220
Moved to 146, 1084 at time 1607972169258
Moved to 147, 1085 at time 1607972169293
Moved to 148, 1086 at time 1607972169328
Moved to 149, 1087 at time 1607972169367
Moved to 150, 1088 at time 1607972169402
Moved to 151, 1089 at time 1607972169438
Moved to 152, 1090 at time 1607972169471
Moved to 153, 1091 at time 1607972169505
Moved to 154, 1092 at time 1607972169539
Moved to 155, 1093 at time 1607972169608
Moved to 156, 1094 at time 1607972169642
Moved to 157, 1095 at time 1607972169676
Moved to 158, 1096 at time 1607972169710
Moved to 159, 1097 at time 1607972169746
Moved to 160, 1098 at time 1607972169781
Moved to 161, 1099 at time 1607972169818
Moved to 162, 1100 at time 1607972169853
Moved to 163, 1101 at time 1607972169888
Moved to 164, 1102 at time 1607972169922
Moved to 165, 1103 at time 1607972169960
Moved to 166, 1104 at time 1607972169993
Moved to 167, 1105 at time 1607972170028
Moved to 168, 1106 at time 1607972170062
Moved to 169, 1107 at time 1607972170099
Moved to 170, 1108 at time 1607972170135
Moved to 171, 1109 at time 1607972170171
Moved to 172, 1110 at time 1607972170205
Moved to 173, 1111 at time 1607972170239
Moved to 174, 1112 at time 1607972170278
Moved to 175, 1113 at time 1607972170314
Moved to 176, 1114 at time 1607972170348
Moved to 177, 1115 at time 1607972170389
Moved to 178, 1116 at time 1607972170424
Moved to 179, 1117 at time 1607972170460
Moved to 180, 1118 at time 1607972170494
Moved to 181, 1119 at time 1607972170528
Moved to 182, 1120 at time 1607972170563
Moved to 183, 1121 at time 1607972170599
Moved to 184, 1122 at time 1607972170634
Moved to 185, 1123 at time 1607972170671
Moved to 186, 1124 at time 1607972170705
Moved to 187, 1125 at time 1607972170739
Moved to 188, 1126 at time 1607972170773
Moved to 189, 1127 at time 1607972170807
Moved to 190, 1128 at time 1607972170841
Moved to 191, 1129 at time 1607972170876
Moved to 192, 1130 at time 1607972170910
Moved to 193, 1131 at time 1607972170945
Moved to 194, 1132 at time 1607972170981
Moved to 195, 1133 at time 1607972171020
Moved to 196, 1134 at time 1607972171056
Moved to 197, 1135 at time 1607972171090
Moved to 198, 1136 at time 1607972171126
Moved to 199, 1137 at time 1607972171162
Moved to 200, 1138 at time 1607972171196
Moved to 201, 1139 at time 1607972171230
Moved to 202, 1140 at time 1607972171266
Moved to 203, 1141 at time 1607972171301
Moved to 204, 1142 at time 1607972171337
Moved to 205, 1143 at time 1607972171371
Moved to 206, 1144 at time 1607972171438
Moved to 207, 1145 at time 1607972171472
Moved to 208, 1146 at time 1607972171539
Moved to 209, 1147 at time 1607972171573
Moved to 210, 1148 at time 1607972171608
Moved to 211, 1149 at time 1607972171643
Moved to 212, 1150 at time 1607972171677
Moved to 213, 1151 at time 1607972171712
Moved to 214, 1152 at time 1607972171749
Moved to 215, 1153 at time 1607972171785
Moved to 216, 1154 at time 1607972171820
Moved to 217, 1155 at time 1607972171854
Moved to 218, 1156 at time 1607972171888
Moved to 219, 1157 at time 1607972171924
Moved to 220, 1158 at time 1607972171960
Moved to 221, 1159 at time 1607972171996
Moved to 222, 1160 at time 1607972172039
