Moved to 1791, 1235 at time 1607967053764
Moved to 1790, 1234 at time 1607967097512
Moved to 1789, 1233 at time 1607967097618
Moved to 1788, 1232 at time 1607967097771
Moved to 1787, 1231 at time 1607967098056
Moved to 1786, 1230 at time 1607967098329
Moved to 1785, 1229 at time 1607967098650
Moved to 1784, 1228 at time 1607967098836
Moved to 1783, 1227 at time 1607967098939
Moved to 1782, 1226 at time 1607967099177
Moved to 1781, 1225 at time 1607967099584
Moved to 1780, 1224 at time 1607967099937
Moved to 1779, 1223 at time 1607967100048
Moved to 1778, 1222 at time 1607967100241
Moved to 1777, 1221 at time 1607967100466
Moved to 1776, 1220 at time 1607967100766
Moved to 1775, 1219 at time 1607967100911
Moved to 1774, 1218 at time 1607967101420
Moved to 1773, 1217 at time 1607967101697
Moved to 1772, 1216 at time 1607967101936
Moved to 1771, 1215 at time 1607967102196
Moved to 1770, 1214 at time 1607967102299
Moved to 1769, 1213 at time 1607967102522
Moved to 1768, 1212 at time 1607967103107
Moved to 1767, 1211 at time 1607967103324
Moved to 1766, 1210 at time 1607967103463
Moved to 1765, 1209 at time 1607967103619
Moved to 1764, 1208 at time 1607967103779
Moved to 1763, 1207 at time 1607967103903
Moved to 1762, 1206 at time 1607967104043
Moved to 1761, 1205 at time 1607967104292
Moved to 1760, 1204 at time 1607967104479
Moved to 1759, 1203 at time 1607967104599
Moved to 1758, 1202 at time 1607967104882
Moved to 1757, 1201 at time 1607967105055
Moved to 1756, 1200 at time 1607967105460
Moved to 1755, 1199 at time 1607967105750
Moved to 1754, 1198 at time 1607967105984
Moved to 1753, 1197 at time 1607967106464
Moved to 1752, 1196 at time 1607967106663
Moved to 1751, 1195 at time 1607967106933
Moved to 1750, 1194 at time 1607967107076
Moved to 1749, 1193 at time 1607967107216
Moved to 1748, 1192 at time 1607967107582
Moved to 1747, 1191 at time 1607967107752
Moved to 1746, 1190 at time 1607967107865
Moved to 1745, 1189 at time 1607967108051
Moved to 1744, 1188 at time 1607967108238
Moved to 1743, 1187 at time 1607967108410
Moved to 1742, 1186 at time 1607967108598
Moved to 1741, 1185 at time 1607967108741
Moved to 1740, 1184 at time 1607967108939
Moved to 1739, 1183 at time 1607967109117
Moved to 1738, 1182 at time 1607967109364
Moved to 1737, 1181 at time 1607967109505
Moved to 1736, 1180 at time 1607967109837
Moved to 1735, 1179 at time 1607967109940
Moved to 1734, 1178 at time 1607967110277
Moved to 1733, 1177 at time 1607967110656
Moved to 1732, 1176 at time 1607967111141
Moved to 1731, 1175 at time 1607967111520
Moved to 1730, 1174 at time 1607967111920
Moved to 1729, 1173 at time 1607967112024
Moved to 1728, 1172 at time 1607967112202
Moved to 1727, 1171 at time 1607967112594
Moved to 1726, 1170 at time 1607967112914
Moved to 1725, 1169 at time 1607967113422
Moved to 1724, 1168 at time 1607967113823
Moved to 1723, 1167 at time 1607967114319
Moved to 1722, 1166 at time 1607967114714
Moved to 1721, 1165 at time 1607967115139
Moved to 1720, 1164 at time 1607967115545
Moved to 1719, 1163 at time 1607967115872
Moved to 1718, 1162 at time 1607967116128
Moved to 1717, 1161 at time 1607967116506
Moved to 1716, 1160 at time 1607967116878
Moved to 1715, 1159 at time 1607967116997
Moved to 1714, 1158 at time 1607967117099
Moved to 1713, 1157 at time 1607967117300
Moved to 1712, 1156 at time 1607967117632
Moved to 1711, 1155 at time 1607967117833
Moved to 1710, 1154 at time 1607967118022
Moved to 1709, 1153 at time 1607967118221
