Moved to 2341, 568 at time 1607968586276
Moved to 2340, 569 at time 1607968622491
Moved to 2339, 570 at time 1607968622704
Moved to 2338, 569 at time 1607968622874
Moved to 2337, 570 at time 1607968622956
Moved to 2336, 571 at time 1607968622993
Moved to 2335, 572 at time 1607968623068
Moved to 2334, 573 at time 1607968623129
Moved to 2333, 574 at time 1607968623462
Moved to 2332, 575 at time 1607968623644
Moved to 2331, 576 at time 1607968624191
Moved to 2330, 577 at time 1607968624389
Moved to 2329, 578 at time 1607968624692
Moved to 2328, 577 at time 1607968624849
Moved to 2327, 578 at time 1607968625093
Moved to 2326, 579 at time 1607968625190
Moved to 2325, 580 at time 1607968625457
Moved to 2324, 581 at time 1607968625545
Moved to 2323, 582 at time 1607968625737
Moved to 2322, 583 at time 1607968625809
Moved to 2321, 584 at time 1607968625945
Moved to 2320, 585 at time 1607968626041
Moved to 2319, 586 at time 1607968626260
Moved to 2318, 587 at time 1607968626336
Moved to 2317, 588 at time 1607968626372
Moved to 2315, 589 at time 1607968626644
Moved to 2314, 588 at time 1607968626788
Moved to 2313, 589 at time 1607968626928
Moved to 2312, 590 at time 1607968627060
Moved to 2311, 591 at time 1607968627127
Moved to 2310, 592 at time 1607968627194
Moved to 2309, 593 at time 1607968627255
Moved to 2308, 594 at time 1607968627376
Moved to 2307, 595 at time 1607968627411
Moved to 2306, 596 at time 1607968627446
Moved to 2305, 597 at time 1607968627512
Moved to 2304, 596 at time 1607968627547
Moved to 2303, 597 at time 1607968627587
Moved to 2302, 598 at time 1607968627694
Moved to 2301, 599 at time 1607968627797
Moved to 2300, 600 at time 1607968627859
Moved to 2299, 599 at time 1607968627938
Moved to 2298, 600 at time 1607968627990
Moved to 2297, 601 at time 1607968628080
Moved to 2296, 602 at time 1607968628159
Moved to 2295, 603 at time 1607968628239
Moved to 2294, 604 at time 1607968628278
Moved to 2293, 603 at time 1607968628356
Moved to 2292, 604 at time 1607968628443
Moved to 2291, 605 at time 1607968628511
Moved to 2290, 606 at time 1607968628577
Moved to 2289, 607 at time 1607968628672
Moved to 2288, 608 at time 1607968628820
Moved to 2287, 609 at time 1607968628959
Moved to 2286, 610 at time 1607968629028
Moved to 2285, 611 at time 1607968629175
Moved to 2284, 612 at time 1607968629244
Moved to 2283, 613 at time 1607968629280
Moved to 2282, 614 at time 1607968629365
Moved to 2281, 615 at time 1607968629506
Moved to 2280, 616 at time 1607968629540
Moved to 2279, 617 at time 1607968629639
Moved to 2278, 618 at time 1607968629864
Moved to 2277, 619 at time 1607968629947
Moved to 2276, 620 at time 1607968630031
Moved to 2275, 621 at time 1607968630100
Moved to 2274, 622 at time 1607968630139
Moved to 2272, 621 at time 1607968630289
Moved to 2271, 622 at time 1607968630344
Moved to 2270, 623 at time 1607968630389
Moved to 2269, 624 at time 1607968630512
Moved to 2268, 625 at time 1607968630573
Moved to 2267, 626 at time 1607968630690
Moved to 2266, 627 at time 1607968630762
Moved to 2265, 628 at time 1607968630875
Moved to 2264, 629 at time 1607968630987
Moved to 2263, 628 at time 1607968631113
Moved to 2262, 629 at time 1607968631251
Moved to 2261, 630 at time 1607968631425
Moved to 2260, 629 at time 1607968631718
Moved to 2259, 628 at time 1607968631985
Moved to 2258, 627 at time 1607968632164
Moved to 2257, 628 at time 1607968632247
Moved to 2256, 629 at time 1607968632290
Moved to 2255, 630 at time 1607968632325
Moved to 2254, 631 at time 1607968632429
Moved to 2253, 632 at time 1607968632512
Moved to 2252, 633 at time 1607968632550
Moved to 2251, 634 at time 1607968632596
Moved to 2250, 635 at time 1607968632665
Moved to 2249, 634 at time 1607968632713
Moved to 2248, 633 at time 1607968632748
Moved to 2247, 634 at time 1607968632789
Moved to 2246, 635 at time 1607968632829
Moved to 2245, 636 at time 1607968632873
Moved to 2244, 637 at time 1607968632941
Moved to 2243, 636 at time 1607968632975
Moved to 2242, 637 at time 1607968633029
Moved to 2241, 638 at time 1607968633078
Moved to 2240, 639 at time 1607968633118
Moved to 2239, 640 at time 1607968633166
Moved to 2238, 639 at time 1607968633209
Moved to 2237, 640 at time 1607968633292
Moved to 2236, 641 at time 1607968633352
Moved to 2235, 640 at time 1607968633404
Moved to 2234, 641 at time 1607968633474
Moved to 2233, 642 at time 1607968705457
Moved to 2232, 641 at time 1607968705541
Moved to 2231, 642 at time 1607968705607
Moved to 2230, 641 at time 1607968705641
Moved to 2229, 640 at time 1607968705685
Moved to 2228, 639 at time 1607968705774
Moved to 2227, 638 at time 1607968705809
Moved to 2226, 637 at time 1607968705861
Moved to 2225, 636 at time 1607968705907
Moved to 2224, 635 at time 1607968705960
Moved to 2222, 636 at time 1607968706104
Moved to 2221, 637 at time 1607968706187
Moved to 2220, 638 at time 1607968706248
Moved to 2219, 637 at time 1607968706321
Moved to 2217, 636 at time 1607968706458
Moved to 2216, 637 at time 1607968706499
Moved to 2215, 638 at time 1607968706539
Moved to 2214, 637 at time 1607968706576
Moved to 2213, 636 at time 1607968706640
Moved to 2212, 637 at time 1607968706759
Moved to 2211, 636 at time 1607968706800
Moved to 2210, 635 at time 1607968706911
Moved to 2209, 636 at time 1607968706977
Moved to 2208, 620 at time 1607968713711
Moved to 2207, 618 at time 1607968713975
Moved to 2206, 616 at time 1607968714206
Moved to 2205, 614 at time 1607968714433
Moved to 2204, 612 at time 1607968714655
Moved to 2203, 609 at time 1607968714920
Moved to 2202, 606 at time 1607968715079
Moved to 2201, 604 at time 1607968715185
Moved to 2200, 603 at time 1607968715254
Moved to 2199, 602 at time 1607968715326
Moved to 2198, 601 at time 1607968715376
Moved to 2197, 600 at time 1607968715431
Moved to 2196, 599 at time 1607968715510
Moved to 2195, 597 at time 1607968715700
Moved to 2194, 594 at time 1607968715952
Moved to 2193, 592 at time 1607968716188
Moved to 2192, 589 at time 1607968716393
Moved to 2191, 587 at time 1607968716619
Moved to 2190, 585 at time 1607968716760
