Moved to 598, 786 at time 1607903508283
Moved to 597, 785 at time 1607903508301
Moved to 596, 784 at time 1607903508334
Moved to 595, 783 at time 1607903508346
Moved to 594, 782 at time 1607903508373
Moved to 593, 781 at time 1607903508385
Moved to 592, 780 at time 1607903508397
Moved to 591, 779 at time 1607903508408
Moved to 590, 778 at time 1607903508420
Moved to 589, 777 at time 1607903508435
Moved to 588, 776 at time 1607903508453
Moved to 587, 775 at time 1607903508469
Moved to 586, 774 at time 1607903508491
Moved to 585, 773 at time 1607903508503
Moved to 584, 772 at time 1607903508515
Moved to 583, 771 at time 1607903508527
Moved to 582, 770 at time 1607903508538
Moved to 581, 769 at time 1607903508550
Moved to 580, 768 at time 1607903508561
Moved to 579, 767 at time 1607903508574
Moved to 578, 766 at time 1607903508585
Moved to 577, 765 at time 1607903508596
Moved to 576, 764 at time 1607903508609
Moved to 575, 763 at time 1607903508620
Moved to 574, 762 at time 1607903508635
Moved to 573, 761 at time 1607903508649
Moved to 572, 760 at time 1607903508661
Moved to 571, 759 at time 1607903508672
Moved to 570, 758 at time 1607903508690
Moved to 569, 757 at time 1607903508701
Moved to 568, 756 at time 1607903508714
Moved to 567, 755 at time 1607903508725
Moved to 566, 754 at time 1607903508736
Moved to 565, 753 at time 1607903508747
Moved to 564, 752 at time 1607903508759
Moved to 563, 751 at time 1607903508780
Moved to 562, 750 at time 1607903508796
Moved to 561, 749 at time 1607903508807
Moved to 560, 748 at time 1607903508818
Moved to 559, 747 at time 1607903508830
Moved to 558, 746 at time 1607903508841
Moved to 557, 745 at time 1607903508852
Moved to 556, 744 at time 1607903508863
Moved to 555, 743 at time 1607903508874
Moved to 554, 742 at time 1607903508886
Moved to 553, 741 at time 1607903508899
Moved to 552, 740 at time 1607903508913
Moved to 551, 739 at time 1607903508924
Moved to 550, 738 at time 1607903508935
Moved to 549, 737 at time 1607903508947
Moved to 548, 736 at time 1607903508958
Moved to 547, 735 at time 1607903508969
Moved to 546, 734 at time 1607903508980
Moved to 545, 733 at time 1607903508992
Moved to 544, 732 at time 1607903509004
Moved to 543, 731 at time 1607903509017
Moved to 542, 730 at time 1607903509028
Moved to 541, 729 at time 1607903509039
Moved to 540, 728 at time 1607903509050
Moved to 539, 727 at time 1607903509061
Moved to 538, 726 at time 1607903509072
Moved to 537, 725 at time 1607903509084
Moved to 536, 724 at time 1607903509097
Moved to 535, 723 at time 1607903509108
Moved to 534, 722 at time 1607903509120
Moved to 533, 721 at time 1607903509131
Moved to 532, 720 at time 1607903509143
Moved to 531, 719 at time 1607903509155
Moved to 530, 718 at time 1607903509168
Moved to 529, 717 at time 1607903509179
Moved to 528, 716 at time 1607903509192
Moved to 527, 715 at time 1607903509203
Moved to 526, 714 at time 1607903509214
Moved to 525, 713 at time 1607903509226
Moved to 524, 712 at time 1607903509238
Moved to 523, 711 at time 1607903509252
Moved to 522, 710 at time 1607903509268
Moved to 521, 709 at time 1607903509280
Moved to 520, 708 at time 1607903509291
Moved to 519, 707 at time 1607903509302
Moved to 518, 706 at time 1607903509314
Moved to 517, 705 at time 1607903509327
Moved to 516, 704 at time 1607903509338
Moved to 515, 703 at time 1607903509356
Moved to 514, 702 at time 1607903509368
Moved to 513, 701 at time 1607903509379
Moved to 512, 700 at time 1607903509391
Moved to 511, 699 at time 1607903509402
Moved to 510, 698 at time 1607903509414
Moved to 509, 697 at time 1607903509426
Moved to 508, 696 at time 1607903509437
Moved to 507, 695 at time 1607903509452
Moved to 506, 694 at time 1607903509464
Moved to 505, 693 at time 1607903509475
Moved to 504, 692 at time 1607903509486
Moved to 503, 691 at time 1607903509498
Moved to 502, 690 at time 1607903509513
Moved to 501, 689 at time 1607903509525
Moved to 500, 688 at time 1607903509537
Moved to 499, 687 at time 1607903509551
Moved to 498, 686 at time 1607903509563
Moved to 497, 685 at time 1607903509575
Moved to 496, 684 at time 1607903509586
Moved to 495, 683 at time 1607903509598
Moved to 494, 682 at time 1607903509610
Moved to 493, 681 at time 1607903509621
Moved to 492, 680 at time 1607903509635
Moved to 491, 679 at time 1607903509647
Moved to 490, 678 at time 1607903509659
Moved to 489, 677 at time 1607903509672
Moved to 488, 676 at time 1607903509684
Moved to 487, 675 at time 1607903509696
Moved to 486, 674 at time 1607903509708
Moved to 485, 673 at time 1607903509719
Moved to 484, 672 at time 1607903509730
Moved to 483, 671 at time 1607903509751
Moved to 482, 670 at time 1607903509764
Moved to 481, 669 at time 1607903509775
Moved to 480, 668 at time 1607903509788
Moved to 479, 667 at time 1607903509801
