Moved to 1362, 213 at time 1607905322326
Moved to 1361, 214 at time 1607905465533
Moved to 1360, 215 at time 1607905465837
Moved to 1359, 216 at time 1607905466153
Moved to 1358, 217 at time 1607905466621
Moved to 1357, 218 at time 1607905466937
Moved to 1356, 219 at time 1607905467203
Moved to 1355, 220 at time 1607905467388
Moved to 1354, 221 at time 1607905467666
Moved to 1353, 222 at time 1607905467905
Moved to 1352, 223 at time 1607905468150
Moved to 1351, 224 at time 1607905468413
Moved to 1350, 225 at time 1607905468684
Moved to 1349, 226 at time 1607905468903
Moved to 1348, 227 at time 1607905469138
Moved to 1347, 228 at time 1607905469356
Moved to 1346, 229 at time 1607905469505
Moved to 1345, 230 at time 1607905469730
Moved to 1344, 231 at time 1607905469950
Moved to 1343, 232 at time 1607905470082
Moved to 1342, 233 at time 1607905470206
Moved to 1341, 234 at time 1607905470371
Moved to 1340, 235 at time 1607905470591
Moved to 1339, 236 at time 1607905470720
Moved to 1338, 237 at time 1607905470823
Moved to 1337, 238 at time 1607905470942
Moved to 1336, 239 at time 1607905471090
Moved to 1335, 240 at time 1607905471270
Moved to 1334, 241 at time 1607905471408
Moved to 1333, 242 at time 1607905471580
Moved to 1332, 243 at time 1607905471769
Moved to 1331, 244 at time 1607905471943
Moved to 1330, 245 at time 1607905472100
Moved to 1329, 246 at time 1607905472269
Moved to 1328, 247 at time 1607905472468
Moved to 1327, 248 at time 1607905472573
Moved to 1326, 249 at time 1607905472740
Moved to 1325, 250 at time 1607905472887
Moved to 1324, 251 at time 1607905473053
Moved to 1323, 252 at time 1607905473187
Moved to 1322, 253 at time 1607905473334
Moved to 1321, 254 at time 1607905473488
Moved to 1320, 255 at time 1607905473607
Moved to 1319, 256 at time 1607905473729
Moved to 1318, 257 at time 1607905473854
Moved to 1317, 258 at time 1607905473956
Moved to 1316, 259 at time 1607905474076
Moved to 1315, 260 at time 1607905474208
Moved to 1314, 261 at time 1607905474323
Moved to 1313, 262 at time 1607905474452
Moved to 1312, 263 at time 1607905474607
Moved to 1311, 264 at time 1607905474740
Moved to 1310, 265 at time 1607905474855
Moved to 1309, 266 at time 1607905475004
Moved to 1308, 267 at time 1607905475136
Moved to 1307, 268 at time 1607905475281
Moved to 1306, 269 at time 1607905475396
Moved to 1305, 270 at time 1607905475522
Moved to 1304, 271 at time 1607905475638
Moved to 1303, 272 at time 1607905475747
Moved to 1302, 273 at time 1607905475869
Moved to 1301, 274 at time 1607905475973
Moved to 1300, 275 at time 1607905476105
Moved to 1299, 276 at time 1607905476242
Moved to 1298, 277 at time 1607905476367
Moved to 1297, 278 at time 1607905476506
Moved to 1296, 279 at time 1607905476621
Moved to 1295, 280 at time 1607905476722
Moved to 1294, 281 at time 1607905476858
Moved to 1293, 282 at time 1607905476987
Moved to 1292, 283 at time 1607905477089
Moved to 1291, 284 at time 1607905477213
Moved to 1290, 285 at time 1607905477345
Moved to 1289, 286 at time 1607905477452
Moved to 1288, 287 at time 1607905477575
Moved to 1287, 288 at time 1607905477677
Moved to 1286, 289 at time 1607905477808
Moved to 1285, 290 at time 1607905477941
Moved to 1284, 291 at time 1607905478077
Moved to 1283, 292 at time 1607905478204
Moved to 1282, 293 at time 1607905478338
Moved to 1281, 294 at time 1607905478471
Moved to 1280, 295 at time 1607905478588
Moved to 1279, 296 at time 1607905478692
Moved to 1278, 297 at time 1607905478803
Moved to 1277, 298 at time 1607905478906
Moved to 1276, 299 at time 1607905479026
Moved to 1275, 300 at time 1607905479173
Moved to 1274, 301 at time 1607905479298
Moved to 1273, 302 at time 1607905479425
Moved to 1272, 303 at time 1607905479537
Moved to 1271, 304 at time 1607905479660
Moved to 1270, 305 at time 1607905479771
Moved to 1269, 306 at time 1607905479892
Moved to 1268, 307 at time 1607905480022
Moved to 1267, 308 at time 1607905480137
Moved to 1266, 309 at time 1607905480258
Moved to 1265, 310 at time 1607905480377
Moved to 1264, 311 at time 1607905480508
Moved to 1263, 312 at time 1607905480621
Moved to 1262, 313 at time 1607905480725
Moved to 1261, 314 at time 1607905480855
Moved to 1260, 315 at time 1607905480961
Moved to 1259, 316 at time 1607905481073
Moved to 1258, 317 at time 1607905481189
Moved to 1257, 318 at time 1607905481311
Moved to 1256, 319 at time 1607905481427
Moved to 1255, 320 at time 1607905481548
Moved to 1254, 321 at time 1607905481662
Moved to 1253, 322 at time 1607905481771
Moved to 1252, 323 at time 1607905481877
Moved to 1251, 324 at time 1607905481989
Moved to 1250, 325 at time 1607905482104
Moved to 1249, 326 at time 1607905482226
Moved to 1248, 327 at time 1607905482340
Moved to 1247, 328 at time 1607905482455
Moved to 1246, 329 at time 1607905482561
Moved to 1245, 330 at time 1607905482688
Moved to 1244, 331 at time 1607905482795
Moved to 1243, 332 at time 1607905482911
Moved to 1242, 333 at time 1607905483033
Moved to 1241, 334 at time 1607905483138
Moved to 1240, 335 at time 1607905483268
Moved to 1239, 336 at time 1607905483378
Moved to 1238, 337 at time 1607905483493
Moved to 1237, 338 at time 1607905483596
Moved to 1236, 339 at time 1607905483711
Moved to 1235, 340 at time 1607905483829
Moved to 1234, 341 at time 1607905483955
Moved to 1233, 342 at time 1607905484088
Moved to 1232, 343 at time 1607905484201
Moved to 1231, 344 at time 1607905484314
Moved to 1230, 345 at time 1607905484432
Moved to 1229, 346 at time 1607905484546
Moved to 1228, 347 at time 1607905484658
Moved to 1227, 348 at time 1607905484773
Moved to 1226, 349 at time 1607905484892
Moved to 1225, 350 at time 1607905485006
Moved to 1224, 351 at time 1607905485110
Moved to 1223, 352 at time 1607905485228
Moved to 1222, 353 at time 1607905485356
Moved to 1221, 354 at time 1607905485460
Moved to 1220, 355 at time 1607905485567
Moved to 1219, 356 at time 1607905485676
Moved to 1218, 357 at time 1607905485789
Moved to 1217, 358 at time 1607905485905
Moved to 1216, 359 at time 1607905486023
Moved to 1215, 360 at time 1607905486131
Moved to 1214, 361 at time 1607905486244
Moved to 1213, 362 at time 1607905486346
Moved to 1212, 363 at time 1607905486457
Moved to 1211, 364 at time 1607905486561
Moved to 1210, 365 at time 1607905486667
Moved to 1209, 366 at time 1607905486781
Moved to 1208, 367 at time 1607905486896
Moved to 1207, 368 at time 1607905487013
Moved to 1206, 369 at time 1607905487123
Moved to 1205, 370 at time 1607905487224
Moved to 1204, 371 at time 1607905487333
Moved to 1203, 372 at time 1607905487440
Moved to 1202, 373 at time 1607905487544
Moved to 1201, 374 at time 1607905487656
Moved to 1200, 375 at time 1607905487763
Moved to 1199, 376 at time 1607905487874
Moved to 1198, 377 at time 1607905487980
Moved to 1197, 378 at time 1607905488081
Moved to 1196, 379 at time 1607905488189
Moved to 1195, 380 at time 1607905488295
Moved to 1194, 381 at time 1607905488399
Moved to 1193, 382 at time 1607905488509
Moved to 1192, 383 at time 1607905488612
Moved to 1191, 384 at time 1607905488715
Moved to 1190, 385 at time 1607905488824
Moved to 1189, 386 at time 1607905488936
Moved to 1188, 387 at time 1607905489042
Moved to 1187, 388 at time 1607905489164
Moved to 1186, 389 at time 1607905489267
Moved to 1185, 390 at time 1607905489369
Moved to 1184, 391 at time 1607905489473
