Moved to 81, 1042 at time 1607970488569
Moved to 82, 1043 at time 1607970488605
Moved to 83, 1044 at time 1607970488653
Moved to 84, 1045 at time 1607970488689
Moved to 85, 1046 at time 1607970488724
Moved to 86, 1047 at time 1607970554035
Moved to 87, 1048 at time 1607970554073
Moved to 88, 1047 at time 1607970554107
Moved to 89, 1048 at time 1607970554143
Moved to 90, 1049 at time 1607970554180
Moved to 91, 1048 at time 1607970554218
Moved to 92, 1047 at time 1607970554255
Moved to 93, 1048 at time 1607970554291
Moved to 94, 1047 at time 1607970554325
Moved to 95, 1048 at time 1607970554362
Moved to 96, 1049 at time 1607970554429
Moved to 97, 1050 at time 1607970554474
Moved to 98, 1049 at time 1607970554509
Moved to 99, 1048 at time 1607970554544
Moved to 100, 1047 at time 1607970554580
Moved to 101, 1048 at time 1607970554614
Moved to 102, 1049 at time 1607970554651
Moved to 103, 1048 at time 1607970554684
Moved to 104, 1049 at time 1607970554724
Moved to 105, 1048 at time 1607970554780
Moved to 106, 1047 at time 1607970554816
Moved to 107, 1048 at time 1607970554864
Moved to 108, 1049 at time 1607970554899
Moved to 109, 1050 at time 1607970554934
Moved to 110, 1049 at time 1607970554977
Moved to 111, 1050 at time 1607970555014
Moved to 112, 1051 at time 1607970555085
Moved to 113, 1052 at time 1607970555123
Moved to 114, 1053 at time 1607970555157
Moved to 115, 1052 at time 1607970555198
Moved to 116, 1053 at time 1607970555238
Moved to 117, 1054 at time 1607970555275
Moved to 118, 1055 at time 1607970555316
Moved to 119, 1056 at time 1607970555355
Moved to 120, 1055 at time 1607970555390
Moved to 121, 1056 at time 1607970555432
Moved to 122, 1057 at time 1607970555472
Moved to 123, 1058 at time 1607970555512
Moved to 124, 1059 at time 1607970555557
Moved to 125, 1060 at time 1607970555595
Moved to 126, 1061 at time 1607970555639
Moved to 127, 1062 at time 1607970555691
Moved to 128, 1061 at time 1607970555752
Moved to 129, 1060 at time 1607970555792
Moved to 130, 1061 at time 1607970555852
Moved to 131, 1062 at time 1607970555895
Moved to 132, 1061 at time 1607970555932
Moved to 133, 1060 at time 1607970555971
Moved to 134, 1059 at time 1607970556006
Moved to 135, 1060 at time 1607970556042
Moved to 136, 1061 at time 1607970556077
Moved to 137, 1060 at time 1607970556111
Moved to 138, 1061 at time 1607970556145
Attacked Unit@43853687at position 407, 823 at time 1607970556180
Attacked Unit@43853687at position 407, 823 at time 1607970557870
Moved to 139, 1062 at time 1607970557912
Moved to 140, 1063 at time 1607970557949
Moved to 141, 1064 at time 1607970557987
Moved to 142, 1065 at time 1607970558028
Moved to 143, 1066 at time 1607970558066
Moved to 144, 1065 at time 1607970558103
Moved to 145, 1066 at time 1607970558139
Moved to 146, 1065 at time 1607970558185
Moved to 147, 1066 at time 1607970558223
Moved to 148, 1065 at time 1607970558259
Moved to 149, 1066 at time 1607970558296
Moved to 150, 1067 at time 1607970558331
Moved to 151, 1068 at time 1607970558367
Moved to 152, 1067 at time 1607970558403
Moved to 153, 1068 at time 1607970558442
Moved to 154, 1069 at time 1607970558480
Moved to 155, 1068 at time 1607970558515
Moved to 156, 1069 at time 1607970558550
Moved to 157, 1070 at time 1607970558619
Moved to 158, 1071 at time 1607970558653
Moved to 159, 1072 at time 1607970558688
Moved to 160, 1073 at time 1607970558728
Moved to 161, 1072 at time 1607970558764
Moved to 162, 1073 at time 1607970558802
Moved to 163, 1074 at time 1607970558843
Moved to 164, 1073 at time 1607970558880
Moved to 165, 1072 at time 1607970558916
Moved to 166, 1073 at time 1607970558954
Moved to 167, 1074 at time 1607970558991
Moved to 168, 1075 at time 1607970559025
Moved to 169, 1076 at time 1607970559063
Moved to 170, 1077 at time 1607970559104
Moved to 171, 1078 at time 1607970559214
Moved to 172, 1079 at time 1607970559248
