Moved to 1348, 1751 at time 1607968586281
Moved to 1347, 1750 at time 1607968622607
Moved to 1346, 1749 at time 1607968622769
Moved to 1345, 1748 at time 1607968622907
Moved to 1344, 1747 at time 1607968623039
Moved to 1343, 1746 at time 1607968623306
Moved to 1342, 1745 at time 1607968623436
Moved to 1341, 1744 at time 1607968623677
Moved to 1340, 1743 at time 1607968623887
Moved to 1339, 1742 at time 1607968624182
Moved to 1338, 1741 at time 1607968624394
Moved to 1337, 1740 at time 1607968624679
Moved to 1336, 1739 at time 1607968624863
Moved to 1335, 1738 at time 1607968625083
Moved to 1334, 1737 at time 1607968625479
Moved to 1333, 1736 at time 1607968625518
Moved to 1332, 1735 at time 1607968625824
Moved to 1331, 1734 at time 1607968626166
Moved to 1330, 1733 at time 1607968626201
Moved to 1329, 1732 at time 1607968626393
Moved to 1328, 1731 at time 1607968626436
Moved to 1327, 1730 at time 1607968626676
Moved to 1326, 1729 at time 1607968626755
Moved to 1325, 1728 at time 1607968626943
Moved to 1324, 1727 at time 1607968627046
Moved to 1323, 1726 at time 1607968627146
Moved to 1322, 1725 at time 1607968627284
Moved to 1321, 1724 at time 1607968627345
Moved to 1320, 1723 at time 1607968627439
Moved to 1319, 1722 at time 1607968627513
Moved to 1318, 1721 at time 1607968627615
Moved to 1317, 1720 at time 1607968627727
Moved to 1316, 1719 at time 1607968627843
Moved to 1315, 1718 at time 1607968627884
Moved to 1314, 1717 at time 1607968627979
Moved to 1313, 1716 at time 1607968628030
Moved to 1312, 1715 at time 1607968628120
Moved to 1311, 1714 at time 1607968628205
Moved to 1310, 1713 at time 1607968628246
Moved to 1309, 1712 at time 1607968628330
Moved to 1308, 1711 at time 1607968628411
Moved to 1307, 1710 at time 1607968628459
Moved to 1306, 1709 at time 1607968628503
Moved to 1305, 1708 at time 1607968628582
Moved to 1304, 1707 at time 1607968628661
Moved to 1303, 1706 at time 1607968628832
Moved to 1302, 1705 at time 1607968628953
Moved to 1301, 1704 at time 1607968629030
Moved to 1300, 1703 at time 1607968629173
Moved to 1299, 1702 at time 1607968629246
Moved to 1298, 1701 at time 1607968629395
Moved to 1297, 1700 at time 1607968629463
Moved to 1296, 1699 at time 1607968629530
Moved to 1295, 1698 at time 1607968629765
Moved to 1294, 1697 at time 1607968629813
Moved to 1293, 1696 at time 1607968629991
Moved to 1292, 1695 at time 1607968630079
Moved to 1291, 1694 at time 1607968630161
Moved to 1290, 1693 at time 1607968630238
Moved to 1289, 1692 at time 1607968630340
Moved to 1288, 1691 at time 1607968630397
Moved to 1287, 1690 at time 1607968630598
Moved to 1286, 1689 at time 1607968630815
Moved to 1285, 1688 at time 1607968631035
Moved to 1284, 1687 at time 1607968631348
Moved to 1283, 1686 at time 1607968631610
Moved to 1282, 1685 at time 1607968631920
Moved to 1281, 1684 at time 1607968632029
Moved to 1280, 1683 at time 1607968632214
Moved to 1279, 1682 at time 1607968632311
Moved to 1278, 1681 at time 1607968632382
Moved to 1277, 1680 at time 1607968632448
Moved to 1276, 1679 at time 1607968632525
Moved to 1275, 1678 at time 1607968632579
Moved to 1274, 1677 at time 1607968632613
Moved to 1273, 1676 at time 1607968632653
Moved to 1272, 1675 at time 1607968632727
Moved to 1271, 1674 at time 1607968632775
Moved to 1270, 1673 at time 1607968632842
Moved to 1269, 1672 at time 1607968632894
Moved to 1268, 1671 at time 1607968632958
Moved to 1267, 1670 at time 1607968633008
Moved to 1266, 1669 at time 1607968633071
Moved to 1265, 1668 at time 1607968633127
Moved to 1264, 1667 at time 1607968633203
Moved to 1263, 1666 at time 1607968633246
Moved to 1262, 1665 at time 1607968633302
Moved to 1261, 1664 at time 1607968633344
Moved to 1260, 1663 at time 1607968633411
Moved to 1259, 1662 at time 1607968633464
Moved to 1258, 1661 at time 1607968705489
Moved to 1257, 1660 at time 1607968705564
Moved to 1256, 1659 at time 1607968705614
Moved to 1255, 1658 at time 1607968705652
Moved to 1254, 1657 at time 1607968705718
Moved to 1253, 1656 at time 1607968705774
Moved to 1252, 1655 at time 1607968705851
Moved to 1251, 1654 at time 1607968705918
Moved to 1250, 1653 at time 1607968705956
Moved to 1249, 1652 at time 1607968706030
Moved to 1248, 1651 at time 1607968706113
Moved to 1247, 1650 at time 1607968706177
Moved to 1246, 1649 at time 1607968706214
Moved to 1245, 1648 at time 1607968706264
Moved to 1244, 1647 at time 1607968706307
Moved to 1243, 1646 at time 1607968706358
Moved to 1242, 1645 at time 1607968706432
Moved to 1241, 1644 at time 1607968706489
Moved to 1240, 1643 at time 1607968706558
Moved to 1239, 1642 at time 1607968706606
Moved to 1238, 1641 at time 1607968706685
Moved to 1237, 1640 at time 1607968706877
Moved to 1236, 1639 at time 1607968706952
Moved to 1235, 1638 at time 1607968707027
Moved to 1234, 1637 at time 1607968707093
Moved to 1233, 1636 at time 1607968707134
Moved to 1232, 1635 at time 1607968707224
Moved to 1231, 1634 at time 1607968707311
Moved to 1230, 1633 at time 1607968707394
Moved to 1229, 1632 at time 1607968707482
Moved to 1228, 1631 at time 1607968707534
Moved to 1227, 1630 at time 1607968707568
Moved to 1226, 1629 at time 1607968707636
Moved to 1225, 1628 at time 1607968707672
Moved to 1224, 1627 at time 1607968707759
Moved to 1223, 1626 at time 1607968707803
Moved to 1222, 1625 at time 1607968707856
Moved to 1221, 1624 at time 1607968707941
Moved to 1220, 1623 at time 1607968708024
Moved to 1219, 1622 at time 1607968708090
Moved to 1218, 1621 at time 1607968708174
Moved to 1217, 1620 at time 1607968708298
Moved to 1216, 1619 at time 1607968708389
Moved to 1215, 1618 at time 1607968708436
Moved to 1214, 1617 at time 1607968708524
Moved to 1213, 1616 at time 1607968708570
Moved to 1212, 1615 at time 1607968708671
Moved to 1211, 1614 at time 1607968708741
Moved to 1210, 1613 at time 1607968708859
Moved to 1209, 1612 at time 1607968708959
Moved to 1208, 1611 at time 1607968709080
Moved to 1207, 1610 at time 1607968709127
Moved to 1206, 1609 at time 1607968709212
Moved to 1205, 1608 at time 1607968709252
Moved to 1204, 1607 at time 1607968709342
Moved to 1203, 1606 at time 1607968709377
Moved to 1202, 1605 at time 1607968709468
Moved to 1201, 1604 at time 1607968709560
Moved to 1200, 1603 at time 1607968709643
Moved to 1199, 1602 at time 1607968709709
Moved to 1198, 1601 at time 1607968709816
Moved to 1197, 1600 at time 1607968709911
Moved to 1196, 1599 at time 1607968710042
