Moved to 1493, 4272 at time 1607969349676
Moved to 1492, 4271 at time 1607969349699
Moved to 1491, 4270 at time 1607969349815
Moved to 1490, 4269 at time 1607969394709
Moved to 1489, 4268 at time 1607969394720
Moved to 1488, 4267 at time 1607969394734
Moved to 1487, 4266 at time 1607969394759
Moved to 1486, 4265 at time 1607969394879
Moved to 1485, 4264 at time 1607969394965
Moved to 1484, 4263 at time 1607969395079
Moved to 1483, 4262 at time 1607969395112
Moved to 1482, 4261 at time 1607969395230
Moved to 1481, 4260 at time 1607969395319
Moved to 1480, 4259 at time 1607969395546
Moved to 1479, 4258 at time 1607969395635
Moved to 1478, 4257 at time 1607969395760
Moved to 1477, 4256 at time 1607969395806
Moved to 1476, 4255 at time 1607969396015
Moved to 1475, 4254 at time 1607969396146
Moved to 1474, 4253 at time 1607969396353
Moved to 1473, 4252 at time 1607969396422
Moved to 1472, 4251 at time 1607969396433
Moved to 1471, 4250 at time 1607969396744
Moved to 1470, 4249 at time 1607969396819
Moved to 1469, 4248 at time 1607969396916
Moved to 1468, 4247 at time 1607969396939
Moved to 1467, 4246 at time 1607969397023
Moved to 1466, 4245 at time 1607969397150
Moved to 1465, 4244 at time 1607969397255
Moved to 1464, 4243 at time 1607969397274
Moved to 1463, 4242 at time 1607969397413
Moved to 1462, 4241 at time 1607969397455
Moved to 1461, 4240 at time 1607969397468
Moved to 1460, 4239 at time 1607969397751
Moved to 1459, 4238 at time 1607969397830
Moved to 1458, 4237 at time 1607969398020
Moved to 1457, 4236 at time 1607969398056
Moved to 1456, 4235 at time 1607969398395
Moved to 1455, 4234 at time 1607969398409
Moved to 1454, 4233 at time 1607969398560
Moved to 1453, 4232 at time 1607969398640
Moved to 1452, 4231 at time 1607969398686
Moved to 1451, 4230 at time 1607969398777
Moved to 1450, 4229 at time 1607969399051
Moved to 1449, 4228 at time 1607969399082
Moved to 1448, 4227 at time 1607969399203
Moved to 1447, 4226 at time 1607969399277
Moved to 1446, 4225 at time 1607969399336
Moved to 1445, 4224 at time 1607969399349
Moved to 1444, 4223 at time 1607969399405
Moved to 1443, 4222 at time 1607969399418
Moved to 1442, 4221 at time 1607969399501
Moved to 1441, 4220 at time 1607969399573
Moved to 1440, 4219 at time 1607969399627
Moved to 1439, 4218 at time 1607969399639
Moved to 1438, 4217 at time 1607969399690
Moved to 1437, 4216 at time 1607969399701
Moved to 1436, 4215 at time 1607969399768
Moved to 1435, 4214 at time 1607969399846
Moved to 1434, 4213 at time 1607969399955
Moved to 1433, 4212 at time 1607969399968
Moved to 1432, 4211 at time 1607969400171
Moved to 1431, 4210 at time 1607969400279
Moved to 1430, 4209 at time 1607969400353
Moved to 1429, 4208 at time 1607969400430
Moved to 1428, 4207 at time 1607969400545
Moved to 1427, 4206 at time 1607969400556
Moved to 1426, 4205 at time 1607969400627
Moved to 1425, 4204 at time 1607969400704
Moved to 1424, 4203 at time 1607969400749
Moved to 1423, 4202 at time 1607969400816
Moved to 1422, 4201 at time 1607969400872
Moved to 1421, 4200 at time 1607969400956
Moved to 1420, 4199 at time 1607969400969
Moved to 1419, 4198 at time 1607969401134
Moved to 1418, 4197 at time 1607969401179
Moved to 1417, 4196 at time 1607969401375
Moved to 1416, 4195 at time 1607969401452
Moved to 1415, 4194 at time 1607969401651
Moved to 1414, 4193 at time 1607969401740
Moved to 1413, 4192 at time 1607969401895
Moved to 1412, 4191 at time 1607969401971
Moved to 1411, 4190 at time 1607969402153
Moved to 1410, 4189 at time 1607969402165
Moved to 1409, 4188 at time 1607969402285
Moved to 1408, 4187 at time 1607969402484
Moved to 1407, 4186 at time 1607969402550
Moved to 1406, 4185 at time 1607969402787
Moved to 1405, 4184 at time 1607969402837
Moved to 1404, 4183 at time 1607969403091
Moved to 1403, 4182 at time 1607969403125
Moved to 1402, 4181 at time 1607969403205
Moved to 1401, 4180 at time 1607969403383
Moved to 1400, 4179 at time 1607969403553
Moved to 1399, 4178 at time 1607969403607
Moved to 1398, 4177 at time 1607969403784
Moved to 1397, 4176 at time 1607969403852
Moved to 1396, 4175 at time 1607969404049
Moved to 1395, 4174 at time 1607969404117
Moved to 1394, 4173 at time 1607969404325
Moved to 1393, 4172 at time 1607969404417
Moved to 1392, 4171 at time 1607969404638
Moved to 1391, 4170 at time 1607969404727
Moved to 1390, 4169 at time 1607969404822
Moved to 1389, 4168 at time 1607969404889
Moved to 1388, 4167 at time 1607969405000
Moved to 1387, 4166 at time 1607969405085
Moved to 1386, 4165 at time 1607969405169
Moved to 1385, 4164 at time 1607969405355
Moved to 1384, 4163 at time 1607969405498
Moved to 1383, 4162 at time 1607969405509
Moved to 1382, 4161 at time 1607969405572
Moved to 1381, 4160 at time 1607969405585
Moved to 1380, 4159 at time 1607969405625
Moved to 1379, 4158 at time 1607969405651
Moved to 1378, 4157 at time 1607969405678
Moved to 1377, 4156 at time 1607969405790
Moved to 1376, 4155 at time 1607969405850
Moved to 1375, 4154 at time 1607969405974
Moved to 1374, 4153 at time 1607969406037
Moved to 1373, 4152 at time 1607969406086
Moved to 1372, 4151 at time 1607969406103
Moved to 1371, 4150 at time 1607969406137
Moved to 1370, 4149 at time 1607969406157
Moved to 1369, 4148 at time 1607969406197
Moved to 1368, 4147 at time 1607969406220
Moved to 1367, 4146 at time 1607969406252
Moved to 1366, 4145 at time 1607969406274
Moved to 1365, 4144 at time 1607969406318
Moved to 1364, 4143 at time 1607969406350
Moved to 1363, 4142 at time 1607969406382
