Attacked Unit@4d2c1240at position 1036, 649 at time 1607904712417
Got attacked at 448, 390 by Unit@802d908 at time 1607904725486
Attacked Unit@4d3309f7at position 730, 492 at time 1607904725527
Got attacked at 448, 390 by Unit@21fb7021 at time 1607904725532
Got attacked at 448, 390 by Unit@5e506031 at time 1607904725532
Attacked Unit@21fb7021at position 1079, 999 at time 1607904750425
Got attacked at 448, 390 by Unit@5e506031 at time 1607904750430
Got attacked at 448, 390 by Unit@802d908 at time 1607904750432
Died at 448, 390 at time 1607904750577
