Moved to 2616, 2666 at time 1607968070256
Moved to 2615, 2665 at time 1607968143894
Moved to 2614, 2664 at time 1607968144133
Moved to 2613, 2663 at time 1607968144222
Moved to 2612, 2662 at time 1607968144410
Moved to 2611, 2661 at time 1607968144662
Moved to 2610, 2660 at time 1607968144790
Moved to 2609, 2659 at time 1607968144933
Moved to 2608, 2658 at time 1607968145009
Moved to 2607, 2657 at time 1607968145098
Moved to 2606, 2656 at time 1607968145173
Moved to 2605, 2655 at time 1607968145266
Moved to 2604, 2654 at time 1607968145553
Moved to 2603, 2653 at time 1607968145630
Moved to 2602, 2652 at time 1607968145906
Moved to 2601, 2651 at time 1607968146001
Moved to 2600, 2650 at time 1607968146104
Moved to 2599, 2649 at time 1607968146266
Moved to 2598, 2648 at time 1607968146409
Moved to 2597, 2647 at time 1607968146778
Moved to 2596, 2646 at time 1607968146839
Moved to 2595, 2645 at time 1607968146924
Moved to 2594, 2644 at time 1607968147058
Moved to 2593, 2643 at time 1607968147133
Moved to 2592, 2642 at time 1607968147297
Moved to 2591, 2641 at time 1607968147445
Moved to 2590, 2640 at time 1607968147612
Moved to 2589, 2639 at time 1607968147700
Moved to 2588, 2638 at time 1607968147741
Moved to 2587, 2637 at time 1607968147820
Moved to 2586, 2636 at time 1607968147978
Moved to 2585, 2635 at time 1607968148254
Moved to 2584, 2634 at time 1607968148609
Moved to 2583, 2633 at time 1607968148711
Moved to 2582, 2632 at time 1607968148918
Moved to 2581, 2631 at time 1607968149247
Moved to 2580, 2630 at time 1607968149463
Moved to 2579, 2629 at time 1607968149615
Moved to 2578, 2628 at time 1607968149662
Moved to 2577, 2627 at time 1607968149812
Moved to 2576, 2626 at time 1607968150022
Moved to 2575, 2625 at time 1607968150164
Moved to 2574, 2624 at time 1607968150295
Moved to 2573, 2623 at time 1607968150412
Moved to 2572, 2622 at time 1607968150513
Moved to 2571, 2621 at time 1607968150548
Moved to 2570, 2620 at time 1607968150626
Moved to 2569, 2619 at time 1607968150702
Moved to 2568, 2618 at time 1607968150801
Moved to 2567, 2617 at time 1607968150873
Moved to 2566, 2616 at time 1607968150966
Moved to 2565, 2615 at time 1607968151070
Moved to 2564, 2614 at time 1607968151163
Moved to 2563, 2613 at time 1607968151248
Moved to 2562, 2612 at time 1607968151340
Moved to 2561, 2611 at time 1607968151375
Moved to 2560, 2610 at time 1607968151549
Moved to 2559, 2609 at time 1607968151709
Moved to 2558, 2608 at time 1607968151802
Moved to 2557, 2607 at time 1607968151925
Moved to 2556, 2606 at time 1607968152120
Moved to 2555, 2605 at time 1607968152270
Moved to 2554, 2604 at time 1607968152453
Moved to 2553, 2603 at time 1607968152599
Moved to 2552, 2602 at time 1607968152795
Moved to 2551, 2601 at time 1607968152914
Moved to 2550, 2600 at time 1607968152960
Moved to 2549, 2599 at time 1607968153076
Moved to 2548, 2598 at time 1607968153127
Moved to 2547, 2597 at time 1607968153250
Moved to 2546, 2596 at time 1607968153296
Moved to 2545, 2595 at time 1607968153418
Moved to 2544, 2594 at time 1607968153467
Moved to 2543, 2593 at time 1607968153605
Moved to 2542, 2592 at time 1607968153659
Moved to 2541, 2591 at time 1607968153805
Moved to 2540, 2590 at time 1607968153999
Moved to 2539, 2589 at time 1607968263712
Moved to 2538, 2588 at time 1607968263837
Moved to 2537, 2587 at time 1607968263871
Moved to 2536, 2586 at time 1607968263919
Moved to 2535, 2585 at time 1607968264018
Moved to 2534, 2584 at time 1607968264057
Moved to 2533, 2583 at time 1607968264165
Moved to 2532, 2582 at time 1607968264252
Moved to 2531, 2581 at time 1607968264351
Moved to 2530, 2580 at time 1607968264439
Moved to 2529, 2579 at time 1607968264558
Moved to 2528, 2578 at time 1607968264670
Moved to 2527, 2577 at time 1607968264785
Moved to 2526, 2576 at time 1607968264889
Moved to 2525, 2575 at time 1607968265018
Moved to 2524, 2574 at time 1607968265110
Moved to 2523, 2573 at time 1607968265217
Moved to 2522, 2572 at time 1607968265348
Moved to 2521, 2571 at time 1607968265589
Moved to 2520, 2570 at time 1607968265629
Moved to 2519, 2569 at time 1607968265796
Moved to 2518, 2568 at time 1607968266068
Moved to 2517, 2567 at time 1607968266103
Moved to 2516, 2566 at time 1607968266231
Moved to 2515, 2565 at time 1607968266311
Moved to 2514, 2564 at time 1607968266370
Moved to 2513, 2563 at time 1607968266508
Moved to 2512, 2562 at time 1607968266566
Moved to 2511, 2561 at time 1607968266672
Moved to 2510, 2560 at time 1607968266732
Moved to 2509, 2559 at time 1607968266846
Moved to 2508, 2558 at time 1607968266899
Moved to 2507, 2557 at time 1607968266988
Moved to 2506, 2556 at time 1607968267042
Moved to 2505, 2555 at time 1607968267136
Moved to 2504, 2554 at time 1607968267223
Moved to 2503, 2553 at time 1607968267280
Moved to 2502, 2552 at time 1607968267400
Moved to 2501, 2551 at time 1607968267442
Moved to 2500, 2550 at time 1607968267476
Moved to 2499, 2549 at time 1607968267510
Moved to 2498, 2548 at time 1607968267620
Moved to 2497, 2547 at time 1607968267660
Moved to 2496, 2546 at time 1607968267707
Moved to 2495, 2545 at time 1607968267742
Moved to 2494, 2544 at time 1607968267827
Moved to 2493, 2543 at time 1607968267892
Moved to 2492, 2542 at time 1607968267976
Moved to 2491, 2541 at time 1607968268027
Moved to 2490, 2540 at time 1607968268123
Moved to 2489, 2539 at time 1607968268159
Moved to 2488, 2538 at time 1607968268268
Moved to 2487, 2537 at time 1607968268304
Moved to 2486, 2536 at time 1607968268401
Moved to 2485, 2535 at time 1607968268441
Moved to 2484, 2534 at time 1607968268519
Moved to 2483, 2533 at time 1607968268585
Moved to 2482, 2532 at time 1607968268676
Moved to 2481, 2531 at time 1607968268775
Moved to 2480, 2530 at time 1607968268855
Moved to 2479, 2529 at time 1607968268902
Moved to 2478, 2528 at time 1607968268939
Moved to 2477, 2527 at time 1607968268987
Moved to 2476, 2526 at time 1607968269058
Moved to 2475, 2525 at time 1607968269103
Moved to 2474, 2524 at time 1607968269192
Moved to 2473, 2523 at time 1607968269280
Moved to 2472, 2522 at time 1607968269341
Moved to 2471, 2521 at time 1607968269410
Moved to 2470, 2520 at time 1607968269473
Moved to 2469, 2519 at time 1607968269537
Moved to 2468, 2518 at time 1607968269602
Moved to 2467, 2517 at time 1607968269693
Moved to 2466, 2516 at time 1607968269727
Moved to 2465, 2515 at time 1607968269831
Moved to 2464, 2514 at time 1607968269872
Moved to 2463, 2513 at time 1607968269971
Moved to 2462, 2512 at time 1607968270046
Moved to 2461, 2511 at time 1607968270125
Moved to 2460, 2510 at time 1607968270195
Moved to 2459, 2509 at time 1607968270229
Moved to 2458, 2508 at time 1607968270298
Moved to 2457, 2507 at time 1607968270392
Moved to 2456, 2506 at time 1607968270465
Moved to 2455, 2505 at time 1607968270538
Moved to 2454, 2504 at time 1607968270605
Moved to 2453, 2503 at time 1607968270679
Moved to 2452, 2502 at time 1607968270781
Moved to 2451, 2501 at time 1607968270838
Moved to 2450, 2500 at time 1607968270872
Moved to 2449, 2499 at time 1607968270960
Moved to 2448, 2498 at time 1607968271008
Moved to 2447, 2497 at time 1607968271136
Moved to 2446, 2496 at time 1607968271177
Moved to 2445, 2495 at time 1607968271268
Moved to 2444, 2494 at time 1607968271318
Moved to 2443, 2493 at time 1607968271399
Moved to 2442, 2492 at time 1607968271451
Moved to 2441, 2491 at time 1607968271567
Moved to 2440, 2490 at time 1607968271605
Moved to 2439, 2489 at time 1607968271721
Moved to 2438, 2488 at time 1607968271769
Moved to 2437, 2487 at time 1607968271890
Moved to 2436, 2486 at time 1607968271944
Moved to 2435, 2485 at time 1607968272025
Moved to 2434, 2484 at time 1607968272086
Moved to 2433, 2483 at time 1607968272174
Moved to 2432, 2482 at time 1607968272219
Moved to 2431, 2481 at time 1607968272265
Moved to 2430, 2480 at time 1607968272308
Moved to 2429, 2479 at time 1607968272404
Moved to 2428, 2478 at time 1607968272445
Moved to 2427, 2477 at time 1607968272539
Moved to 2426, 2476 at time 1607968272580
Moved to 2425, 2475 at time 1607968272690
Moved to 2424, 2474 at time 1607968272738
Moved to 2423, 2473 at time 1607968272839
Moved to 2422, 2472 at time 1607968273070
Moved to 2421, 2471 at time 1607968273222
Moved to 2420, 2470 at time 1607968273262
Moved to 2419, 2469 at time 1607968273344
Moved to 2418, 2468 at time 1607968273493
Moved to 2417, 2467 at time 1607968273578
Moved to 2416, 2466 at time 1607968273769
Moved to 2415, 2465 at time 1607968273903
