Moved to 432, 3311 at time 1607969349749
Moved to 431, 3310 at time 1607969394796
Moved to 430, 3309 at time 1607969394838
Moved to 429, 3308 at time 1607969394896
Moved to 428, 3307 at time 1607969395012
Moved to 427, 3306 at time 1607969395046
Moved to 426, 3305 at time 1607969395129
Moved to 425, 3304 at time 1607969395429
Moved to 424, 3303 at time 1607969395700
Moved to 423, 3302 at time 1607969395868
Moved to 422, 3301 at time 1607969395902
Moved to 421, 3300 at time 1607969396231
Moved to 420, 3299 at time 1607969396265
Moved to 419, 3298 at time 1607969396560
Moved to 418, 3297 at time 1607969396870
Moved to 417, 3296 at time 1607969396955
Moved to 416, 3295 at time 1607969397084
Moved to 415, 3294 at time 1607969397180
Moved to 414, 3293 at time 1607969397334
Moved to 413, 3292 at time 1607969397563
Moved to 412, 3291 at time 1607969397643
Moved to 411, 3290 at time 1607969397918
Moved to 410, 3289 at time 1607969397958
Moved to 409, 3288 at time 1607969397995
Moved to 408, 3287 at time 1607969398056
Moved to 407, 3286 at time 1607969398241
Moved to 406, 3285 at time 1607969398381
Moved to 405, 3284 at time 1607969398560
Moved to 404, 3283 at time 1607969398595
Moved to 403, 3282 at time 1607969398749
Moved to 402, 3281 at time 1607969398873
Moved to 401, 3280 at time 1607969398998
Moved to 400, 3279 at time 1607969399193
Moved to 399, 3278 at time 1607969399258
Moved to 398, 3277 at time 1607969399332
Moved to 397, 3276 at time 1607969399399
Moved to 396, 3275 at time 1607969399498
Moved to 395, 3274 at time 1607969399550
Moved to 394, 3273 at time 1607969399627
Moved to 393, 3272 at time 1607969399682
Moved to 392, 3271 at time 1607969399766
Moved to 391, 3270 at time 1607969399831
Moved to 390, 3269 at time 1607969399942
Moved to 389, 3268 at time 1607969400171
Moved to 388, 3267 at time 1607969400265
Moved to 387, 3266 at time 1607969400346
Moved to 386, 3265 at time 1607969400407
Moved to 385, 3264 at time 1607969400543
Moved to 384, 3263 at time 1607969400619
Moved to 383, 3262 at time 1607969400690
Moved to 382, 3261 at time 1607969400739
Moved to 381, 3260 at time 1607969400800
Moved to 380, 3259 at time 1607969400868
Moved to 379, 3258 at time 1607969400950
Moved to 378, 3257 at time 1607969400986
Moved to 377, 3256 at time 1607969401081
Moved to 376, 3255 at time 1607969401204
Moved to 375, 3254 at time 1607969401324
Moved to 374, 3253 at time 1607969401493
Moved to 373, 3252 at time 1607969401595
Moved to 372, 3251 at time 1607969401765
Moved to 371, 3250 at time 1607969401862
Moved to 370, 3249 at time 1607969401984
Moved to 369, 3248 at time 1607969402124
Moved to 368, 3247 at time 1607969402292
Moved to 367, 3246 at time 1607969402437
Moved to 366, 3245 at time 1607969402584
Moved to 365, 3244 at time 1607969402737
Moved to 364, 3243 at time 1607969402862
Moved to 363, 3242 at time 1607969402896
Moved to 362, 3241 at time 1607969402984
Moved to 361, 3240 at time 1607969403156
Moved to 360, 3239 at time 1607969403251
Moved to 359, 3238 at time 1607969403463
Moved to 358, 3237 at time 1607969403689
Moved to 357, 3236 at time 1607969403928
Moved to 356, 3235 at time 1607969404221
Moved to 355, 3234 at time 1607969404500
Moved to 354, 3233 at time 1607969404657
Moved to 353, 3232 at time 1607969404691
Moved to 352, 3231 at time 1607969404892
Moved to 351, 3230 at time 1607969404966
Moved to 350, 3229 at time 1607969405096
Moved to 349, 3228 at time 1607969405141
Moved to 348, 3227 at time 1607969405241
Moved to 347, 3226 at time 1607969405321
Moved to 346, 3225 at time 1607969405419
Moved to 345, 3224 at time 1607969405472
Moved to 344, 3223 at time 1607969405523
Moved to 343, 3222 at time 1607969405604
Moved to 342, 3221 at time 1607969405646
Moved to 341, 3220 at time 1607969405800
Moved to 340, 3219 at time 1607969406004
Moved to 339, 3218 at time 1607969406091
Moved to 338, 3217 at time 1607969406127
Moved to 337, 3216 at time 1607969406204
Moved to 336, 3215 at time 1607969406243
Moved to 335, 3214 at time 1607969406325
Moved to 334, 3213 at time 1607969406385
Moved to 333, 3212 at time 1607969406467
Moved to 332, 3211 at time 1607969406507
Moved to 331, 3210 at time 1607969406589
Moved to 330, 3209 at time 1607969406692
Moved to 329, 3208 at time 1607969406754
Moved to 328, 3207 at time 1607969406829
Moved to 327, 3206 at time 1607969406863
Moved to 326, 3205 at time 1607969407045
Moved to 325, 3204 at time 1607969407207
Moved to 324, 3203 at time 1607969407270
Moved to 323, 3202 at time 1607969407400
Moved to 322, 3201 at time 1607969407579
Moved to 321, 3200 at time 1607969407731
Moved to 320, 3199 at time 1607969407874
Moved to 319, 3198 at time 1607969407927
Moved to 318, 3197 at time 1607969407982
Moved to 317, 3196 at time 1607969408030
Moved to 316, 3195 at time 1607969408075
Moved to 315, 3194 at time 1607969408140
Moved to 314, 3193 at time 1607969408205
Moved to 313, 3192 at time 1607969408240
Moved to 312, 3191 at time 1607969408309
Moved to 311, 3190 at time 1607969408350
Moved to 310, 3189 at time 1607969408460
Moved to 309, 3188 at time 1607969408606
Moved to 308, 3187 at time 1607969408749
Moved to 307, 3186 at time 1607969408853
Moved to 306, 3185 at time 1607969408914
Moved to 305, 3184 at time 1607969408968
Moved to 304, 3183 at time 1607969409053
Moved to 303, 3182 at time 1607969409128
Moved to 302, 3181 at time 1607969409199
Moved to 301, 3180 at time 1607969409278
Moved to 300, 3179 at time 1607969409335
Moved to 299, 3178 at time 1607969409393
Moved to 298, 3177 at time 1607969409438
Moved to 297, 3176 at time 1607969409504
Moved to 296, 3175 at time 1607969409544
Moved to 295, 3174 at time 1607969409609
Moved to 294, 3173 at time 1607969409645
Moved to 293, 3172 at time 1607969409739
Moved to 292, 3171 at time 1607969409803
Moved to 291, 3170 at time 1607969409851
Moved to 290, 3169 at time 1607969409904
Moved to 289, 3168 at time 1607969409942
